series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2014	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	URBAN	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	RURAL	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	URBAN	NOTAP	1		1	2014	1	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	URBAN	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	RURAL	NOTAP	0		0	2014	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	URBAN	NOTAP	1	0	0.5	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	RURAL	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	URBAN	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	RURAL	NOTAP		0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	URBAN	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	RURAL	NOTAP							
2017.Q2.G.01	ER_H2O_PARTICNA	Not applicable level of users/communities participating in planning programs in drinking-water supply	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	URBAN	NOTAP	0	0	0	2017	0	Key indicators of the UN-Water Global Analysis and Assessment of Sanitation and Drinking-Water (GLAAS). For the specific sources by country, refer to http://www.who.int/water_sanitation_health/monitoring/investments/glaas/en/.	C
