series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2007	2011	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	31	50.01064725	40.39229544	AZE	Azerbaijan	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	31	50.01064725	40.39229544	AZE	Azerbaijan	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	31	50.01064725	40.39229544	AZE	Azerbaijan	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	32	-65.14563274	-35.19446255	ARG	Argentina	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	32	-65.14563274	-35.19446255	ARG	Argentina	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	32	-65.14563274	-35.19446255	ARG	Argentina	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	36	134.3499412	-25.57717202	AUS	Australia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	36	134.3499412	-25.57717202	AUS	Australia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	36	134.3499412	-25.57717202	AUS	Australia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	40	14.14172472	47.58704857	AUT	Austria	1	25-64	ANNUAL	BOTHSEX	PERCENT	41.9	48.2	45.05	2011	48.2	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	40	14.14172472	47.58704857	AUT	Austria	2	25-64	ANNUAL	MALE	PERCENT	44	48.7	46.35	2011	48.7	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	40	14.14172472	47.58704857	AUT	Austria	3	25-64	ANNUAL	FEMALE	PERCENT	39.9	47.6	43.75	2011	47.6	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44	-78.05111663	24.69546597	BHS	Bahamas	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44	-78.05111663	24.69546597	BHS	Bahamas	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44	-78.05111663	24.69546597	BHS	Bahamas	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	48	50.5490754	26.04407747	BHR	Bahrain	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	48	50.5490754	26.04407747	BHR	Bahrain	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	48	50.5490754	26.04407747	BHR	Bahrain	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50	89.17660788	22.86961622	BGD	Bangladesh	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50	89.17660788	22.86961622	BGD	Bangladesh	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50	89.17660788	22.86961622	BGD	Bangladesh	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	51	44.93839317	40.29499741	ARM	Armenia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	51	44.93839317	40.29499741	ARM	Armenia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	51	44.93839317	40.29499741	ARM	Armenia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	52	-59.5346489	13.13648273	BRB	Barbados	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	52	-59.5346489	13.13648273	BRB	Barbados	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	52	-59.5346489	13.13648273	BRB	Barbados	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	56	4.660976456	50.64104975	BEL	Belgium	1	25-64	ANNUAL	BOTHSEX	PERCENT	40.5	37.7	39.1	2011	37.7	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	56	4.660976456	50.64104975	BEL	Belgium	2	25-64	ANNUAL	MALE	PERCENT	41.2	38.6	39.9	2011	38.6	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	56	4.660976456	50.64104975	BEL	Belgium	3	25-64	ANNUAL	FEMALE	PERCENT	39.8	36.9	38.35	2011	36.9	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	60	-64.78155012	32.27881922	BMU	Bermuda	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	60	-64.78155012	32.27881922	BMU	Bermuda	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	60	-64.78155012	32.27881922	BMU	Bermuda	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	64	90.45098484	27.39598568	BTN	Bhutan	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	64	90.45098484	27.39598568	BTN	Bhutan	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	64	90.45098484	27.39598568	BTN	Bhutan	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	72	23.81380223	-22.18810073	BWA	Botswana	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	72	23.81380223	-22.18810073	BWA	Botswana	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	72	23.81380223	-22.18810073	BWA	Botswana	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	76	-53.08432878	-10.77668561	BRA	Brazil	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	76	-53.08432878	-10.77668561	BRA	Brazil	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	76	-53.08432878	-10.77668561	BRA	Brazil	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	84	-88.70199554	17.19965901	BLZ	Belize	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	84	-88.70199554	17.19965901	BLZ	Belize	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	84	-88.70199554	17.19965901	BLZ	Belize	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	100	25.23763153	42.75731323	BGR	Bulgaria	1	25-64	ANNUAL	BOTHSEX	PERCENT	36.4	26	31.2	2011	26	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	100	25.23763153	42.75731323	BGR	Bulgaria	2	25-64	ANNUAL	MALE	PERCENT	37.9	27.5	32.7	2011	27.5	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	100	25.23763153	42.75731323	BGR	Bulgaria	3	25-64	ANNUAL	FEMALE	PERCENT	35	24.6	29.8	2011	24.6	Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	104	96.51752295	21.19332882	MMR	Myanmar	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	104	96.51752295	21.19332882	MMR	Myanmar	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	104	96.51752295	21.19332882	MMR	Myanmar	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	108	29.89080992	-3.366387428	BDI	Burundi	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	108	29.89080992	-3.366387428	BDI	Burundi	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	108	29.89080992	-3.366387428	BDI	Burundi	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	112	28.04940161	53.54193075	BLR	Belarus	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	112	28.04940161	53.54193075	BLR	Belarus	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	112	28.04940161	53.54193075	BLR	Belarus	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	116	104.922836	12.71163737	KHM	Cambodia	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	116	104.922836	12.71163737	KHM	Cambodia	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	116	104.922836	12.71163737	KHM	Cambodia	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	120	12.7419827	5.692387031	CMR	Cameroon	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	120	12.7419827	5.692387031	CMR	Cameroon	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	120	12.7419827	5.692387031	CMR	Cameroon	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	124	-101.6575058	57.72360191	CAN	Canada	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	124	-101.6575058	57.72360191	CAN	Canada	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	124	-101.6575058	57.72360191	CAN	Canada	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	140	20.93559492	7.003720791	CAF	Central African Republic	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	140	20.93559492	7.003720791	CAF	Central African Republic	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	140	20.93559492	7.003720791	CAF	Central African Republic	3	25-64	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	144	80.70489654	7.614693343	LKA	Sri Lanka	1	25-64	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	144	80.70489654	7.614693343	LKA	Sri Lanka	2	25-64	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	144	80.70489654	7.614693343	LKA	Sri Lanka	3	25-64	ANNUAL	FEMALE	PERCENT							
