series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	PER_1000_POP	418.774872370965	273.327888563113	198.16555061099	126.336940157284	2015	126.336940157284	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	PER_1000_POP	207.017606404843	48.6881968543997	20.5309030046668	13.0003950262231	2015	13.0003950262231	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	PER_1000_POP	461.05751741748	515.696654308806	321.845844557526	264.197469783149	2015	264.197469783149	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	PER_1000_POP	8.56933565070786	3.60830454676401	2.24635827202413	0.22450767203141	2015	0.22450767203141	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	PER_1000_POP	437.620701155755	467.675773225617	365.014029916492	289.531138952638	2015	289.531138952638	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	PER_1000_POP	107.012044537537	0.81741038041111	0.32166804422105	0	2015	0	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	PER_1000_POP	241.495401697303	259.767091266873	193.872924315423	163.164449413975	2015	163.164449413975	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	PER_1000_POP	0.10986688703126	0.0846429155547	0.02082720523761	0.00015854516613	2015	0.00015854516613	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	PER_1000_POP	58.9835794141702	32.2098687492436	29.8227598676023	12.302380489912	2015	12.302380489912	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	PER_1000_POP	280.817203131892	251.218855170721	274.633670363096	4.98674559241869	2015	4.98674559241869	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	PER_1000_POP	363.589561565757	350.470372551516	217.028934467071	173.263817368023	2015	173.263817368023	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	PER_1000_POP	508.537711945307	524.853130736676	427.15547348391	246.0470993092	2015	246.0470993092	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	PER_1000_POP	2.90555081441477	5.0601564135021	0.14688287761324	0	2015	0	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	PER_1000_POP	388.765568024479	420.576530847694	331.632096843697	293.683087326097	2015	293.683087326097	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	PER_1000_POP	0.77807706811565	2.31717438305912	1.94453236965177	0.33771187004042	2015	0.33771187004042	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	PER_1000_POP	29.1734215615663	4.37509901543709	0.44548085456591	0.1349226751877	2015	0.1349226751877	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	PER_1000_POP	1.39471098755946	0.12126320180927	0.03386744070992	0.00527115320815	2015	0.00527115320815	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	PER_1000_POP	364.605508800217	391.911269025638	199.736139753812	215.064592336639	2015	215.064592336639	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	PER_1000_POP	662.317561489451	130.501961503864	106.212002789156	58.5749778381178	2015	58.5749778381178	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	PER_1000_POP	23.2488677356829	7.87329637151385	23.1777250331918	14.4967472709373	2015	14.4967472709373	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PER_1000_POP	49.1057801729705	31.8309244073031	15.7202156449522	2.91076742770948	2015	2.91076742770948	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PER_1000_POP	57.3375915146382	40.7913294604615	7.69925638118348	25.4041936744603	2015	25.4041936744603	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PER_1000_POP	358.665604263902	165.490273171928	152.375595225742	232.41290419245	2015	232.41290419245	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PER_1000_POP	11.2862386322935	7.56866005716299	0	0	2015	0	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PER_1000_POP	336.586177629239	285.120947532248	243.936451345007	208.800436380294	2015	208.800436380294	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PER_1000_POP	488.130530639213	389.176024761479	395.631102096108	266.438383903943	2015	266.438383903943	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PER_1000_POP	16.4968919490233	10.2198552123407	1.60759349239135	1.37532712573878	2015	1.37532712573878	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PER_1000_POP	471.747285964066	428.758993530163	410.306471710178	367.793302002841	2015	367.793302002841	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PER_1000_POP	109.352853541682	187.026533006956	108.436498655361	40.7471140747114	2015	40.7471140747114	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PER_1000_POP	20.0802443736242	20.0667948597082	20.1541705975443	8.37728248613589	2015	8.37728248613589	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PER_1000_POP	37.9451796443474	15.6421229320712	8.06816826676822	2.63196433449074	2015	2.63196433449074	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PER_1000_POP	42.6568922459279	48.1396162164637	33.1429648853453	18.6322265794646	2015	18.6322265794646	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PER_1000_POP	99.0462048261999	119.08214333736	129.199905790715	26.1114523836532	2015	26.1114523836532	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PER_1000_POP	39.9392177734964	43.9191917014408	5.32182002905419	0.45159823775664	2015	0.45159823775664	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PER_1000_POP	1.32618221013725	0.02737379208014	0	0	2015	0	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PER_1000_POP	525.38804582143	530.907707775708	446.198998619442	348.757171327816	2015	348.757171327816	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PER_1000_POP	273.742471746226	171.78157289419	95.1668401060378	166.029346410892	2015	166.029346410892	DHS 2000	M
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PER_1000_POP	21.6292328489432	1.01210345691276	2.12390260530089	1.00147794130232	2015	1.00147794130232	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PER_1000_POP	2.79834125298088	0.86832101811853	0.80563271188025	0.81934402162136	2015	0.81934402162136	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PER_1000_POP	6.65001878195924	121.314218896087	1.50759702427026	0	2015	0	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PER_1000_POP	77.4807393429301	13.9939057180483	17.8063593264509	20.8739256002901	2015	20.8739256002901	DHS 2000	E
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PER_1000_POP								
2017.Q2.G.01	SH_STA_MALR	Malaria incidence per 1,000 population, total (per 1,000 population)	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PER_1000_POP	496.758703450384	446.771388066375	335.124882730881	246.169000972146	2015	246.169000972146	DHS 2000	M
