series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50	89.17660788	22.86961622	BGD	Bangladesh	1	15+	ANNUAL	PER_100000_POP	0.125649	0.19646	0.345336	0.498965	0.822461	1.253991	2.061105	3.616351	3.93747	4.827528	5.645838	6.787731	4.9629836	2015	6.787731	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	51	44.93839317	40.29499741	ARM	Armenia	1	15+	ANNUAL	PER_100000_POP	3.028718	4.926592	7.64013	14.34916	22.85255	29.82638	33.49556	42.46672	48.76195	51.78923	56.72581	57.49229	51.4472	2015	57.49229	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	52	-59.5346489	13.13648273	BRB	Barbados	1	15+	ANNUAL	PER_100000_POP			30.66025	32.2805	37.03704	37.26502	37.07426	32.84874	36.65641	37.37923	43.36475	37.08972	37.46777	2015	37.08972	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	56	4.660976456	50.64104975	BEL	Belgium	1	15+	ANNUAL	PER_100000_POP	83.79682	83.45247	83.00159	86.59443	87.48715	87.25801	91.64956	93.12076	93.82858	93.57658	93.65316	93.10371	93.456558	2015	93.10371	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	60	-64.78155012	32.27881922	BMU	Bermuda	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	64	90.45098484	27.39598568	BTN	Bhutan	1	15+	ANNUAL	PER_100000_POP	0.48727	0.466075	0.448919	2.169922	3.156074	4.087204	8.343332	13.94678	7.743841	19.71929	22.15737	26.82337	18.0781302	2015	26.82337	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15+	ANNUAL	PER_100000_POP				13.31706	14.48987	16.96088	20.1142	24.58982	27.9806	31.56739	34.7914	38.30202	31.446246	2015	38.30202	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15+	ANNUAL	PER_100000_POP		12.33388	15.15554	20.10051	27.62605	41.50801	33.55365	36.72743	39.14595	41.57769	43.25683	45.78161	41.297902	2015	45.78161	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	72	23.81380223	-22.18810073	BWA	Botswana	1	15+	ANNUAL	PER_100000_POP	14.80725	15.8855	18.79978	31.49499	28.44812	27.1169	28.55079	26.14597	25.45642	26.50211	27.37251	30.48358	27.192118	2015	30.48358	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	76	-53.08432878	-10.77668561	BRA	Brazil	1	15+	ANNUAL	PER_100000_POP	103.9765	107.4529	106.1423	108.3702	110.9006	113.4878	118.0274	115.3894	114.4645	115.5425	114.7938	113.9968	114.8374	2015	113.9968	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	84	-88.70199554	17.19965901	BLZ	Belize	1	15+	ANNUAL	PER_100000_POP	28.09056	29.49716	31.22891	32.79658	34.221	35.53002	37.22936	38.7816	37.9965	40.32895	40.79638	40.3819	39.657066	2015	40.3819	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15+	ANNUAL	PER_100000_POP	1.492231	1.452122	4.244752	5.518097	6.729384	7.225338	11.22162	11.27082	11.60642	11.31714	11.32493	11.61026	11.425914	2015	11.61026	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15+	ANNUAL	PER_100000_POP	35.26204	43.55667	46.6768	58.68716	70.8122	81.0246	80.30789	78.80482	90.20568	80.48598	79.27108	77.13654	81.18082	2015	77.13654	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	100	25.23763153	42.75731323	BGR	Bulgaria	1	15+	ANNUAL	PER_100000_POP	26.17159	34.10099	54.11526	67.53533	79.97876	87.83991	90.58634	93.88371	93.0966	93.66037	90.88972	117.5452	97.81512	2015	117.5452	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	104	96.51752295	21.19332882	MMR	Myanmar	1	15+	ANNUAL	PER_100000_POP									0.088404	0.591503	1.641345	1.902778	1.0560075	2015	1.902778	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	108	29.89080992	-3.366387428	BDI	Burundi	1	15+	ANNUAL	PER_100000_POP	0.048288	0.046135	0.04421	0.042408	0.061099	0.254659	0.471725	0.64031	0.887077	1.394054	1.35271	1.280261	1.1108824	2015	1.280261	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	112	28.04940161	53.54193075	BLR	Belarus	1	15+	ANNUAL	PER_100000_POP	10.85997	15.40365	18.95909	25.67765	30.2383	33.35363	37.90319	41.1575	46.07765	51.06969	54.6096	55.28259	49.639406	2015	55.28259	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	116	104.922836	12.71163737	KHM	Cambodia	1	15+	ANNUAL	PER_100000_POP		0.011929	0.742167	1.331138	3.711082	4.343656	5.231468	6.006647	7.150593	8.448927	10.87709	13.28963	9.1545774	2015	13.28963	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	120	12.7419827	5.692387031	CMR	Cameroon	1	15+	ANNUAL	PER_100000_POP	0.316428	0.584487	0.674485	0.870872	1.191618	1.510834	1.767967	2.304162	2.541162	3.109998	3.528904		2.8710565	2014	3.528904	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	124	-101.6575058	57.72360191	CAN	Canada	1	15+	ANNUAL	PER_100000_POP	184.771	197.9375	206.4959	212.0082	217.7583	216.2221	218.1784	207.5678	203.1113	220.4803	221.1264	220.5208	214.56132	2015	220.5208	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	15+	ANNUAL	PER_100000_POP	12.93435	14.91303	19.7501	27.28487	34.19983	37.42768	42.27594	44.48032	46.80038	46.15864	47.51544	46.15343	46.221642	2015	46.15343	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	140	20.93559492	7.003720791	CAF	Central African Republic	1	15+	ANNUAL	PER_100000_POP	0	0	0	0	0.119026	0.31001	0.643061	0.886543	0.865568	1.05605			0.936053666666667	2013	1.05605	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	144	80.70489654	7.614693343	LKA	Sri Lanka	1	15+	ANNUAL	PER_100000_POP				9.352643	11.20866	12.61577	13.46435	15.14997	15.798	16.47938	16.86754	17.16217	16.291412	2015	17.16217	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	148	18.66618401	15.36279341	TCD	Chad	1	15+	ANNUAL	PER_100000_POP	0	0.078005	0.075407	0.091094	0.281558	0.339642	0.425664	0.474274	0.396398	0.749217	0.91971	1.14461	0.7368418	2015	1.14461	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	152	-71.23029019	-35.2652885	CHL	Chile	1	15+	ANNUAL	PER_100000_POP	33.34288	39.37722	43.36311	48.88561	54.84439	57.80962	61.67377	64.56584	67.36777	63.61639	56.36473	55.65114	61.513174	2015	55.65114	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	156	104.1403375	32.30955217	CHN	China	1	15+	ANNUAL	PER_100000_POP			9.582529	11.91347	15.45138	19.61801	24.53815	29.99181	37.12496	46.24115	54.43559	76.36646	48.831994	2015	76.36646	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	162	105.6426067	-10.4882473	CXR	Christmas Island	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	170	-73.07446751	3.888209046	COL	Colombia	1	15+	ANNUAL	PER_100000_POP				24.51983	26.42307	27.85723	34.01241	31.67328	35.15916	38.57576	40.08203	40.57728	37.213502	2015	40.57728	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	174	43.34234565	-11.66121732	COM	Comoros	1	15+	ANNUAL	PER_100000_POP	0.577249	0.560295	0.544502	1.058551	1.029164	1.501017	1.946032	6.865855	5.529533	5.829335	5.018361	4.883995	5.6254158	2015	4.883995	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	175	45.14015057	-12.82217691	MYT	Mayotte	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	178	15.22052612	-0.840544119	COG	Congo	1	15+	ANNUAL	PER_100000_POP	0.504382	0.541244	0.621896	0.696528	1.171216	1.442755	2.038939	2.530215	2.958726	3.881522	6.8462	8.186671	4.8806668	2015	8.186671	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	15+	ANNUAL	PER_100000_POP						0.096729	0.399456	0.479925	0.642172	0.708351	1.086571	1.286858	0.8407754	2015	1.286858	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	184	-159.7711391	-21.22696458	COK	Cook Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	188	-84.19712782	9.970998683	CRI	Costa Rica	1	15+	ANNUAL	PER_100000_POP	25.66278	28.2747	31.27014	35.8987	38.29119	41.92915	43.72697	52.35734	54.29393	72.14105	79.61476	61.22696	63.926808	2015	61.22696	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	191	17.95874553	45.45172212	HRV	Croatia	1	15+	ANNUAL	PER_100000_POP		61.63121	70.34608	79.80118	89.16924	96.26156	101.6117	109.911	113.0662	114.1912	117.1561	122.8805	115.441	2015	122.8805	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	192	-79.54460144	22.10030366	CUB	Cuba	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	196	33.22285964	35.05659437	CYP	Cyprus	1	15+	ANNUAL	PER_100000_POP	55.0825	56.8694	64.27772	63.51474	66.45406	70.30953	72.28061	70.34799	64.08562	52.85501	53.09961	50.80052	58.23775	2015	50.80052	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	203	15.33151382	49.73913871	CZE	Czechia	1	15+	ANNUAL	PER_100000_POP	31.73228	34.51737	37.53345	38.10735	38.27844	39.89365	41.66403	43.78906	45.70099	49.03359	49.56195	50.63522	47.744162	2015	50.63522	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	204	2.339933594	9.65401646	BEN	Benin	1	15+	ANNUAL	PER_100000_POP							2.41612	2.756041	3.439643	4.298559	4.329762	4.40167	3.845135	2015	4.40167	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	208	9.326571283	56.03829721	DNK	Denmark	1	15+	ANNUAL	PER_100000_POP	67.02686	68.13998	69.89751	70.40056	68.73859	65.18641	63.14835	61.06002	58.72544	56.15283	54.01408	52.88442	56.567358	2015	52.88442	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	212	-61.3493756	15.43391378	DMA	Dominica	1	15+	ANNUAL	PER_100000_POP	20.04314	21.79798	21.75234	18.10007	21.69373	36.09815	48.61473	46.66011	46.4759	49.82853	47.82577	42.31351	46.620764	2015	42.31351	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	15+	ANNUAL	PER_100000_POP	19.05789	24.02914	24.47309	26.19356	26.70891	27.57347	28.48188	30.00191	31.21966	33.05507	33.96431	36.30221	32.908632	2015	36.30221	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	218	-78.37005241	-1.447785891	ECU	Ecuador	1	15+	ANNUAL	PER_100000_POP	3.053765	4.953759	8.094804	23.01646	26.56009	30.02014	35.05057	40.77578	41.50753	40.61821	23.70787	27.26272	34.774422	2015	27.26272	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	222	-88.86862995	13.73603564	SLV	El Salvador	1	15+	ANNUAL	PER_100000_POP	20.53327	22.8224	24.04303	25.49028	28.02947	29.36507	29.4908	29.52492	30.8678	33.71079	33.79288		31.9740975	2014	33.79288	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	15+	ANNUAL	PER_100000_POP	0	0	0	1.01333	3.183263	3.077163	3.889395	7.313506	8.367626	9.553558	8.245184	10.13088	8.7221508	2015	10.13088	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	231	39.63505296	8.631223181	ETH	Ethiopia	1	15+	ANNUAL	PER_100000_POP	0.020006	0.019401	0.030552	0.04097	0.068274	0.097922	0.298061	0.317336	0.461096				0.389216	2012	0.461096	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	232	38.11074289	16.12894644	ERI	Eritrea	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	233	25.84093481	58.68487172	EST	Estonia	1	15+	ANNUAL	PER_100000_POP	67.66183	73.16629	80.19569	87.67207	89.49124	88.6879	88.6743	87.76422	83.49034	79.46602	76.63463	72.75693	80.022428	2015	72.75693	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	ANNUAL	PER_100000_POP	19.04769	19.44207	21.17335	22.62083	25.99801	27.25869	33.08276	36.35785	36.52648	41.34032	44.51824	45.93354	40.935286	2015	45.93354	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	246	23.308447	61.91586738	FIN	Finland	1	15+	ANNUAL	PER_100000_POP			38.28553	37.78963	37.38625	37.14702	36.82409	36.44685	35.69354	36.30288	35.82047	33.25089	35.502926	2015	33.25089	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	250	2.457288129	46.62660861	FRA	France	1	15+	ANNUAL	PER_100000_POP	85.54558	92.82648	92.14944	99.91251	101.5691	104.0881	106.0663	109.1927	109.3809	109.047	108.0257	106.9834	108.52594	2015	106.9834	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	ANNUAL	PER_100000_POP																	
2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	ANNUAL	PER_100000_POP	0.84629	0.823406	1.004464	0.980194	1.14829	2.244144	2.927422	3.230855	4.230872	5.371705	7.325296	8.874511	5.8066478	2015	8.874511	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
