geoAreaCode	years	Age	Freq	Sex	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
68	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-64.66224284	-16.71273412	33	BOL	Bolivia (Plurinational State of)					
70	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	17.78584332	44.16845548	28	BIH	Bosnia and Herzegovina	39.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
70	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	17.78584332	44.16845548	28	BIH	Bosnia and Herzegovina	48.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
70	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	17.78584332	44.16845548	28	BIH	Bosnia and Herzegovina	30.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
72	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	23.81380223	-22.18810073	39	BWA	Botswana	19.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
72	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	23.81380223	-22.18810073	39	BWA	Botswana	33.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
72	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	23.81380223	-22.18810073	39	BWA	Botswana	5.8	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
74	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	3.410732868	-54.43295905	38	BVT	Bouvet Island					
74	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	3.410732868	-54.43295905	38	BVT	Bouvet Island					
74	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	3.410732868	-54.43295905	38	BVT	Bouvet Island					
76	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-53.08432878	-10.77668561	34	BRA	Brazil	14.3	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
76	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-53.08432878	-10.77668561	34	BRA	Brazil	18.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
76	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-53.08432878	-10.77668561	34	BRA	Brazil	10.5	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
84	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-88.70199554	17.19965901	31	BLZ	Belize					
84	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-88.70199554	17.19965901	31	BLZ	Belize					
84	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-88.70199554	17.19965901	31	BLZ	Belize					
86	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
86	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
86	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
90	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	160.1584117	-9.622391719	204	SLB	Solomon Islands					
90	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	160.1584117	-9.622391719	204	SLB	Solomon Islands					
90	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	160.1584117	-9.622391719	204	SLB	Solomon Islands					
92	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-64.63294223	18.42256578	254	VGB	British Virgin Islands					
92	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-64.63294223	18.42256578	254	VGB	British Virgin Islands					
92	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	-64.63294223	18.42256578	254	VGB	British Virgin Islands					
96	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	114.6288563	4.49736984	36	BRN	Brunei Darussalam	16.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
96	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	114.6288563	4.49736984	36	BRN	Brunei Darussalam	30.9	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
96	2015	15+	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2.1	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
100	2015	15+	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	25.23763153	42.75731323	25	BGR	Bulgaria	37.7	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
100	2015	15+	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	25.23763153	42.75731323	25	BGR	Bulgaria	45.4	Float		World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
