series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	12	2.678164227	28.15940032	DZA	Algeria	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	17.353647947311	16.025197505951	14.092826843262	13.003981113434	2015	13.003981113434	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	20	1.576257417	42.54548611	AND	Andorra	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	20	1.576257417	42.54548611	AND	Andorra	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	20	1.576257417	42.54548611	AND	Andorra	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	24	17.57817062	-12.33724746	AGO	Angola	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	25.24870634079	24.862706661224	24.06879067421	24.670147895813	2015	24.670147895813	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	24	17.57817062	-12.33724746	AGO	Angola	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	26.303333044052	25.599348545074	24.806505441666	24.845826625824	2015	24.845826625824	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	24	17.57817062	-12.33724746	AGO	Angola	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	27.176266908646	26.218783855438	25.437307357788	24.999111890793	2015	24.999111890793	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	21.317332983017	19.782269001007	18.197172880173	16.675800085068	2015	16.675800085068	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	19.405108690262	18.747454881668	17.246878147125	15.586054325104	2015	15.586054325104	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	17.849826812744	17.826336622238	16.392999887466	14.555716514587	2015	14.555716514587	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	37.350165843964	37.29727268219	32.62414932251	30.596357584	2015	30.596357584	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	29.817390441895	29.985588788986	25.928777456284	23.758625984192	2015	23.758625984192	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	22.679907083511	23.189163208008	19.71647143364	17.331951856613	2015	17.331951856613	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	26.256477832794	24.976420402527	23.320853710175	22.009825706482	2015	22.009825706482	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	20.225650072098	19.104474782944	18.001860380173	17.123758792877	2015	17.123758792877	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	32	-65.14563274	-35.19446255	ARG	Argentina	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	14.600551128387	13.647419214249	13.10065984726	12.627077102661	2015	12.627077102661	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	36	134.3499412	-25.57717202	AUS	Australia	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	16.012096405029	13.838064670563	12.067764997482	10.781210660934	2015	10.781210660934	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	36	134.3499412	-25.57717202	AUS	Australia	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	13.018482923508	11.336386203766	9.923815727234	8.9435338974	2015	8.9435338974	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	36	134.3499412	-25.57717202	AUS	Australia	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	9.922569990158	8.762240409851	7.736355066299	7.094287872314	2015	7.094287872314	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	40	14.14172472	47.58704857	AUT	Austria	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	20.058465003967	16.471445560455	15.838718414307	14.018845558167	2015	14.018845558167	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	40	14.14172472	47.58704857	AUT	Austria	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	15.273213386536	12.699162960052	12.189185619354	11.217617988586	2015	11.217617988586	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	40	14.14172472	47.58704857	AUT	Austria	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	10.695272684097	9.082347154617	8.665549755096	8.501774072647	2015	8.501774072647	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	22.139978408813	21.86364531517	20.373904705048	20.978808403015	2015	20.978808403015	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	18.938475847244	18.656659126282	17.573189735413	16.825461387634	2015	16.825461387634	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	44	-78.05111663	24.69546597	BHS	Bahamas	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	16.202175617218	15.852361917496	15.094894170761	13.010364770889	2015	13.010364770889	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	48	50.5490754	26.04407747	BHR	Bahrain	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	20.436763763428	18.675655126572	17.137253284454	16.225564479828	2015	16.225564479828	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	48	50.5490754	26.04407747	BHR	Bahrain	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	19.538247585297	17.825484275818	16.474056243896	15.52374958992	2015	15.52374958992	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	48	50.5490754	26.04407747	BHR	Bahrain	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	18.499583005905	16.903948783875	15.499132871628	14.494872093201	2015	14.494872093201	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	22.191804647446	23.836231231689	24.341726303101	22.574836015701	2015	22.574836015701	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	22.874170541763	23.274618387222	23.124945163727	21.523225307465	2015	21.523225307465	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	50	89.17660788	22.86961622	BGD	Bangladesh	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	23.589992523193	22.671228647232	21.82195186615	20.397937297821	2015	20.397937297821	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	51	44.93839317	40.29499741	ARM	Armenia	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	34.168148040771	32.381355762482	31.497079133987	29.82474565506	2015	29.82474565506	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	51	44.93839317	40.29499741	ARM	Armenia	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	27.001851797104	25.628113746643	25.304806232452	23.191142082214	2015	23.191142082214	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	51	44.93839317	40.29499741	ARM	Armenia	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	20.654827356339	19.541317224503	19.423854351044	17.612010240555	2015	17.612010240555	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	52	-59.5346489	13.13648273	BRB	Barbados	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	25.11619925499	23.448747396469	21.883136034012	19.805717468262	2015	19.805717468262	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	52	-59.5346489	13.13648273	BRB	Barbados	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	20.990163087845	18.910872936249	18.033045530319	16.171705722809	2015	16.171705722809	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	52	-59.5346489	13.13648273	BRB	Barbados	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	17.512571811676	14.956372976303	14.664477109909	12.88897395134	2015	12.88897395134	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	56	4.660976456	50.64104975	BEL	Belgium	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	20.074915885925	17.465084791183	16.059052944183	14.281660318375	2015	14.281660318375	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	56	4.660976456	50.64104975	BEL	Belgium	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	15.310978889465	13.574469089508	12.811243534088	11.601614952087	2015	11.601614952087	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	56	4.660976456	50.64104975	BEL	Belgium	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	10.655951499939	9.748107194901	9.594547748566	8.946561813354	2015	8.946561813354	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	60	-64.78155012	32.27881922	BMU	Bermuda	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP								
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	64	90.45098484	27.39598568	BTN	Bhutan	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	28.325718641281	25.654977560043	22.748869657516	21.49800658226	2015	21.49800658226	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	64	90.45098484	27.39598568	BTN	Bhutan	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	30.262076854706	27.203053236008	24.379593133926	23.088192939758	2015	23.088192939758	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	64	90.45098484	27.39598568	BTN	Bhutan	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	32.559764385223	29.140919446945	26.447910070419	25.113952159882	2015	25.113952159882	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	30-70	ANNUAL	ALLAREA	MALE	PROBABILITY	MP	20.340311527252	19.116616249084	17.296397686005	16.240364313126	2015	16.240364313126	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	30-70	ANNUAL	ALLAREA	BOTHSEX	PROBABILITY	MP	20.472496747971	18.792873620987	17.127060890198	15.967166423798	2015	15.967166423798	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
2017.Q2.G.01	SH_DTH_NCOM	Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease, total and by sex (probability)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	30-70	ANNUAL	ALLAREA	FEMALE	PROBABILITY	MP	20.607203245163	18.479233980179	16.964083909988	15.705913305283	2015	15.705913305283	WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
