series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	7	25+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	8	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	10	21.47585697	-80.40897662	ATA	Antarctica	9	15+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	1	15+	ANNUAL	BOTHSEX	PERCENT	1.82	1.88	1.8	1.81	1.88	2.52	2.66	2.35	2.45	2.43	2.6	2.29	2.03	2.35	2.11	2.15	2.19	2.166	2016	2.19	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	2	25+	ANNUAL	BOTHSEX	PERCENT	1.59	1.66	1.62	1.66	1.82	2.48	2.61	2.33	2.44	2.41	2.64	2.3	2.04	2.38	2.1	2.16	2.21	2.178	2016	2.21	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	3	15-24	ANNUAL	BOTHSEX	PERCENT	2.77	2.74	2.52	2.4	2.11	2.66	2.84	2.41	2.52	2.55	2.42	2.28	1.94	2.17	2.17	2.08	2.01	2.074	2016	2.01	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	4	25+	ANNUAL	MALE	PERCENT	1.48	1.57	1.54	1.59	1.77	2.55	2.72	2.4	2.54	2.51	2.78	2.38	2.08	2.49	2.16	2.23	2.29	2.25	2016	2.29	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	5	15+	ANNUAL	MALE	PERCENT	1.76	1.83	1.76	1.77	1.86	2.61	2.79	2.43	2.57	2.55	2.75	2.4	2.08	2.47	2.18	2.23	2.27	2.246	2016	2.27	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	6	15-24	ANNUAL	MALE	PERCENT	2.86	2.85	2.64	2.53	2.24	2.84	3.07	2.57	2.7	2.74	2.6	2.46	2.07	2.34	2.34	2.22	2.14	2.222	2016	2.14	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	7	25+	ANNUAL	FEMALE	PERCENT	2.76	2.57	2.4	2.24	2.12	2.02	1.97	1.93	1.9	1.89	1.86	1.86	1.86	1.86	1.85	1.86	1.86	1.858	2016	1.86	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	8	15-24	ANNUAL	FEMALE	PERCENT	1.63	1.53	1.44	1.35	1.35	1.24	1.24	1.17	1.18	1.18	1.17	1.18	1.18	1.18	1.17	1.16	1.14	1.166	2016	1.14	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	12	2.678164227	28.15940032	DZA	Algeria	9	15+	ANNUAL	FEMALE	PERCENT	2.56	2.38	2.22	2.07	1.97	1.88	1.84	1.82	1.8	1.79	1.77	1.77	1.78	1.78	1.78	1.79	1.8	1.786	2016	1.8	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	15+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	25+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	25+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	15+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	25+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	16	-170.7187269	-14.30587306	ASM	American Samoa	9	15+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	1	15+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	2	25+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	3	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	4	25+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	5	15+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	6	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	7	25+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	8	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	20	1.576257417	42.54548611	AND	Andorra	9	15+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	1	15+	ANNUAL	BOTHSEX	PERCENT	23.04	23.33	24.78	24.91	25.05	25.71	26.39	27.66	28.73	28.7	28.26	28.31	28.17	28.25	27.75	27.39	26.97	27.706	2016	26.97	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	2	25+	ANNUAL	BOTHSEX	PERCENT	21.72	21.99	23.39	23.51	23.63	24.25	24.88	26.1	27.12	27.11	26.68	26.73	26.59	26.67	26.18	25.82	25.42	26.136	2016	25.42	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	3	15-24	ANNUAL	BOTHSEX	PERCENT	26.66	26.97	28.59	28.75	28.92	29.69	30.48	31.92	33.12	33.08	32.6	32.65	32.49	32.58	32.05	31.67	31.23	32.004	2016	31.23	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	4	25+	ANNUAL	MALE	PERCENT	20.68	20.96	22.28	22.4	22.5	23.07	23.67	24.83	25.82	25.81	25.4	25.45	25.31	25.38	24.9	24.54	24.14	24.854	2016	24.14	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	5	15+	ANNUAL	MALE	PERCENT	22.69	22.97	24.36	24.48	24.59	25.19	25.82	27.03	28.05	28.03	27.61	27.66	27.52	27.6	27.11	26.75	26.34	27.064	2016	26.34	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	6	15-24	ANNUAL	MALE	PERCENT	28.3	28.61	30.17	30.32	30.45	31.14	31.84	33.19	34.32	34.31	33.86	33.91	33.77	33.86	33.34	32.96	32.52	33.29	2016	32.52	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	7	25+	ANNUAL	FEMALE	PERCENT	22.93	23.21	24.71	24.83	24.99	25.7	26.42	27.74	28.84	28.79	28.35	28.39	28.24	28.33	27.83	27.47	27.05	27.784	2016	27.05	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	8	15-24	ANNUAL	FEMALE	PERCENT	24.84	25.15	26.8	26.97	27.17	28.01	28.86	30.39	31.64	31.6	31.08	31.12	30.95	31.04	30.49	30.11	29.68	30.454	2016	29.68	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	24	17.57817062	-12.33724746	AGO	Angola	9	15+	ANNUAL	FEMALE	PERCENT	23.45	23.74	25.28	25.42	25.59	26.34	27.09	28.47	29.61	29.56	29.1	29.14	28.99	29.07	28.56	28.19	27.77	28.516	2016	27.77	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	15+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	25+	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	15-24	ANNUAL	BOTHSEX	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	25+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	15+	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	15-24	ANNUAL	MALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	25+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	15-24	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	9	15+	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	SI_POV_EMP1	Proportion of employed population below the international poverty line of US$1.90 per day (the working poor), total and by sex, age (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	15+	ANNUAL	BOTHSEX	PERCENT	2.49	2.4	0.67	0.71	0.65	0.68	0.66	0.57	0.7	0.89	1.1	0.74	0.72	0.72	0.69	0.68	0.65	0.692	2016	0.65	ILO estimates, November 2016, available in ILOSTAT (www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
