series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	12	2.678164227	28.15940032	DZA	Algeria	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.014	2015	0.01	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	16	-170.7187269	-14.30587306	ASM	American Samoa	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	20	1.576257417	42.54548611	AND	Andorra	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	2.17	2.21	2.23	2.23	2.26	2.25	2.24	2.13	2.16	2.15	2.03	1.98	1.92	1.85	1.77	1.68	1.84	2015	1.68	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	2.43	2.47	2.5	2.49	2.52	2.51	2.49	2.37	2.41	2.4	2.26	2.19	2.13	2.06	1.96	1.86	2.04	2015	1.86	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	1.52	1.56	1.58	1.59	1.61	1.61	1.6	1.53	1.55	1.55	1.47	1.44	1.4	1.32	1.23	1.18	1.314	2015	1.18	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	2.81	2.86	2.89	2.89	2.92	2.91	2.89	2.75	2.79	2.77	2.62	2.54	2.46	2.38	2.27	2.15	2.36	2015	2.15	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP	1.19	1.22	1.24	1.25	1.27	1.27	1.25	1.21	1.22	1.21	1.16	1.14	1.11	1.03	0.96	0.92	1.032	2015	0.92	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP	2.04	2.07	2.09	2.09	2.11	2.11	2.09	1.99	2.02	2.01	1.9	1.84	1.79	1.73	1.64	1.56	1.712	2015	1.56	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.49	0.52	0.54	0.56	0.57	0.58	0.57	0.57	0.56	0.56	0.55	0.56	0.54	0.44	0.36	0.36	0.452	2015	0.36	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	24	17.57817062	-12.33724746	AGO	Angola	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	1.36	1.39	1.41	1.42	1.44	1.44	1.43	1.37	1.39	1.38	1.31	1.29	1.26	1.18	1.1	1.05	1.176	2015	1.05	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP																					
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.07	0.07	0.08	0.08	0.08	0.1	0.11	0.12	0.13	0.13	0.14	0.14	0.15	0.15	0.15	0.15	0.148	2015	0.15	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.08	0.09	0.09	0.09	0.1	0.11	0.13	0.15	0.15	0.16	0.17	0.17	0.18	0.19	0.19	0.2	0.186	2015	0.2	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	0.03	0.03	0.03	0.03	0.04	0.04	0.05	0.06	0.06	0.06	0.06	0.06	0.07	0.07	0.07	0.07	0.068	2015	0.07	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	0.05	0.05	0.06	0.06	0.06	0.07	0.08	0.09	0.09	0.09	0.1	0.1	0.11	0.11	0.11	0.12	0.11	2015	0.12	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP	0.07	0.08	0.08	0.08	0.09	0.1	0.12	0.14	0.14	0.15	0.15	0.16	0.17	0.17	0.17	0.17	0.168	2015	0.17	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP	0.12	0.13	0.13	0.13	0.14	0.16	0.19	0.21	0.22	0.22	0.23	0.24	0.26	0.27	0.27	0.28	0.264	2015	0.28	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2015	0.01	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	31	50.01064725	40.39229544	AZE	Azerbaijan	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.05	0.05	0.06	0.06	0.06	0.07	0.09	0.1	0.1	0.1	0.11	0.11	0.12	0.12	0.12	0.12	0.118	2015	0.12	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.21	0.21	0.2	0.2	0.19	0.19	0.19	0.18	0.18	0.18	0.17	0.17	0.17	0.16	0.16	0.16	0.164	2015	0.16	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	2	15-49	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.3	0.29	0.29	0.28	0.28	0.27	0.27	0.26	0.26	0.26	0.25	0.25	0.24	0.24	0.23	0.23	0.238	2015	0.23	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	3	ALLAGE	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	0.09	0.09	0.09	0.09	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.07	0.07	0.07	0.07	0.07	0.07	2015	0.07	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	4	15-49	ANNUAL	FEMALE	PER_1000_UNINFECTED_POP	0.18	0.17	0.17	0.17	0.16	0.16	0.16	0.16	0.15	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.142	2015	0.14	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	5	ALLAGE	ANNUAL	MALE	PER_1000_UNINFECTED_POP	0.22	0.22	0.22	0.21	0.21	0.2	0.2	0.2	0.19	0.19	0.19	0.18	0.18	0.18	0.18	0.17	0.178	2015	0.17	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	6	15-49	ANNUAL	MALE	PER_1000_UNINFECTED_POP	0.42	0.41	0.4	0.4	0.39	0.38	0.38	0.37	0.37	0.36	0.35	0.35	0.34	0.34	0.33	0.32	0.336	2015	0.32	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	7	<15Y	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0	0	0	0	2015	0	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	32	-65.14563274	-35.19446255	ARG	Argentina	8	ALLAGE	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.16	0.15	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.12	0.12	0.124	2015	0.12	UNAIDS	E
2017.Q2.G.01	SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, total and by sex and age (per 1,000 uninfected population)	36	134.3499412	-25.57717202	AUS	Australia	1	15+	ANNUAL	BOTHSEX	PER_1000_UNINFECTED_POP	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.06	0.06	0.06	0.06	0.06	0.06	0.06	2015	0.06	UNAIDS	E
