series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2004	2005	2006	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	BOTHSEX	PERCENT					19.77			19.15	19.42	21.52	17.63	19.43	2015	17.63	ILOSTAT - LFS - Household Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	FEMALE	PERCENT					12.67						11.15	11.15	2015	11.15	ILOSTAT - LFS - Household Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	MALE	PERCENT					24.84						22.74	22.74	2015	22.74	ILOSTAT - LFS - Household Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	60	-64.78155012	32.27881922	BMU	Bermuda	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	BOTHSEX	PERCENT			75.14	72.65	71.82								2009	71.82	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	FEMALE	PERCENT			78.53	76.25	72.5								2009	72.5	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	MALE	PERCENT			72.38	69.71	71.28								2009	71.28	ILOSTAT - HIES - Encuesta de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	BOTHSEX	PERCENT					42.21		38.38	38.05	36.85			37.76	2013	36.85	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	FEMALE	PERCENT					45.88		40.37	39.78	38.11			39.42	2013	38.11	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	MALE	PERCENT					39.2		36.79	36.65	35.82			36.42	2013	35.82	ILOSTAT - LFS - Pesquisa Nacional por Amostra de Domicílios	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	100	25.23763153	42.75731323	BGR	Bulgaria	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	104	96.51752295	21.19332882	MMR	Myanmar	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	108	29.89080992	-3.366387428	BDI	Burundi	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	112	28.04940161	53.54193075	BLR	Belarus	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	116	104.922836	12.71163737	KHM	Cambodia	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	120	12.7419827	5.692387031	CMR	Cameroon	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	124	-101.6575058	57.72360191	CAN	Canada	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	140	20.93559492	7.003720791	CAF	Central African Republic	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	BOTHSEX	PERCENT					62.12								2009	62.12	ILOSTAT - LFS - Sri Lanka Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	FEMALE	PERCENT					55.71								2009	55.71	ILOSTAT - LFS - Sri Lanka Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	144	80.70489654	7.614693343	LKA	Sri Lanka	3	ANNUAL	MALE	PERCENT					65.23								2009	65.23	ILOSTAT - LFS - Sri Lanka Labour Force Survey	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	148	18.66618401	15.36279341	TCD	Chad	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	152	-71.23029019	-35.2652885	CHL	Chile	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	156	104.1403375	32.30955217	CHN	China	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	162	105.6426067	-10.4882473	CXR	Christmas Island	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	BOTHSEX	PERCENT				56.23	57.4	59.64	64.45	64.55	63.66		55.5	62.04	2015	55.5	ILOSTAT - LFS - Gran Encuesta Integrada de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	FEMALE	PERCENT				58.77	60.51	62.65	60.24	60.59	58.72		59.4	59.7375	2015	59.4	ILOSTAT - LFS - Gran Encuesta Integrada de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	170	-73.07446751	3.888209046	COL	Colombia	3	ANNUAL	MALE	PERCENT				54.12	54.77	57.04	61.69	61.49	61.23		52.2	59.1525	2015	52.2	ILOSTAT - LFS - Gran Encuesta Integrada de Hogares	C
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	174	43.34234565	-11.66121732	COM	Comoros	3	ANNUAL	MALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	BOTHSEX	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	FEMALE	PERCENT																
2017.Q2.G.01	SL_ISV_IFRM	Proportion of informal employment in non-agriculture	175	45.14015057	-12.82217691	MYT	Mayotte	3	ANNUAL	MALE	PERCENT																
