series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	216.7	214.1	211.7	209.2	206.7	203.9	200.5	196.4	192	187.3	182.5	177.3	172.2	167.1	162.2	156.9	167.14	2015	156.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	24	17.57817062	-12.33724746	AGO	Angola	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	15.5	14.8	14.1	13.5	12.9	12.4	11.8	11.3	10.9	10.4	9.9	9.5	9.1	8.7	8.4	8.1	8.76	2015	8.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	74	68.8	63.8	59.3	55.2	51.7	48.6	45.8	43.3	41	39	37.3	35.7	34.2	32.9	31.7	34.36	2015	31.7	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	20.2	19.7	19.2	18.6	17.9	17.1	16.4	15.8	15.4	15	14.6	14.2	13.8	13.3	12.9	12.5	13.34	2015	12.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	32	-65.14563274	-35.19446255	ARG	Argentina	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	6.2	6.1	6	6	5.9	5.7	5.6	5.4	5.2	5	4.8	4.5	4.3	4.1	3.9	3.8	4.12	2015	3.8	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	36	134.3499412	-25.57717202	AUS	Australia	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	5.5	5.4	5.3	5.2	5	4.9	4.8	4.7	4.6	4.5	4.4	4.2	4	3.9	3.7	3.5	3.86	2015	3.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	40	14.14172472	47.58704857	AUT	Austria	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	15.7	15.5	15.5	15.4	15.4	15.3	15.1	14.8	14.5	14.2	13.9	13.5	13.2	12.8	12.4	12.1	12.8	2015	12.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	44	-78.05111663	24.69546597	BHS	Bahamas	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	12.6	12.1	11.8	11.5	11.2	10.9	10.5	10	9.4	8.8	8.3	7.8	7.3	6.9	6.5	6.2	6.94	2015	6.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	48	50.5490754	26.04407747	BHR	Bahrain	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	88	83.5	79	74.8	70.7	66.8	63	59.4	55.9	52.6	49.6	46.7	44	41.6	39.5	37.6	41.88	2015	37.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	50	89.17660788	22.86961622	BGD	Bangladesh	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	30.1	28.7	27.3	25.9	24.6	23.4	22.2	21.1	20	19	18	17.2	16.3	15.5	14.7	14.1	15.56	2015	14.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	51	44.93839317	40.29499741	ARM	Armenia	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	16.3	16.6	16.8	16.8	16.7	16.5	16.2	15.8	15.4	15.1	14.7	14.4	14.1	13.7	13.3	13	13.7	2015	13	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	52	-59.5346489	13.13648273	BRB	Barbados	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	5.8	5.6	5.4	5.2	5.1	5	4.9	4.8	4.7	4.6	4.5	4.4	4.3	4.3	4.2	4.1	4.26	2015	4.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	56	4.660976456	50.64104975	BEL	Belgium	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	60	-64.78155012	32.27881922	BMU	Bermuda	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	79.6	75	70.6	66.4	62.3	58.5	54.8	51.3	48.1	45.1	42.3	39.9	37.8	36	34.4	32.9	36.2	2015	32.9	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	64	90.45098484	27.39598568	BTN	Bhutan	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	80.2	76.2	72.2	68.5	64.8	61.4	58.1	54.9	52	49.3	47	44.9	43.1	41.3	39.8	38.4	41.5	2015	38.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	9.2	8.6	8.3	8.2	8.2	8.3	8.3	8.3	8.1	7.8	7.4	6.9	6.5	6.1	5.7	5.4	6.12	2015	5.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	82.9	81.6	79.8	78.1	75.8	69	63.4	62.6	61.7	57.3	53.5	51.8	49.5	46.6	44.8	43.6	47.26	2015	43.6	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	72	23.81380223	-22.18810073	BWA	Botswana	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	32	29.6	27.4	25.4	23.6	21.9	20.4	19.2	18.1	17.2	16.6	16.2	16	16	16.2	16.4	16.16	2015	16.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	76	-53.08432878	-10.77668561	BRA	Brazil	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	84	-88.70199554	17.19965901	BLZ	Belize	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	25	24.2	23.5	22.8	22.2	21.7	21.2	20.6	20.1	19.5	19	18.5	18	17.5	17	16.5	17.5	2015	16.5	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	84	-88.70199554	17.19965901	BLZ	Belize	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	84	-88.70199554	17.19965901	BLZ	Belize	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	33.1	32.9	32.8	32.9	33.1	33.2	33.4	33.3	33.1	32.6	32.1	31.4	30.7	29.9	28.9	28.1	29.8	2015	28.1	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	9.4	9.3	9.2	9.1	9.1	9	9	9	9	9.1	9.3	9.5	9.7	9.9	10.1	10.2	9.88	2015	10.2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	21	20.1	19.2	18.1	17	15.9	15	14.2	13.7	13.3	13	12.6	12	11.5	10.9	10.4	11.48	2015	10.4	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	100	25.23763153	42.75731323	BGR	Bulgaria	2	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	100	25.23763153	42.75731323	BGR	Bulgaria	3	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS																					
2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	104	96.51752295	21.19332882	MMR	Myanmar	1	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	82.3	79.9	77.5	75.2	72.8	70.5	68.1	65.8	87.2	61.4	59.3	57.2	55.3	53.5	51.7	50	53.54	2015	50	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
