series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2013	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	BOTHSEX	PERCENT	43.1		43.1	2013	43.1	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	BOTHSEX	PERCENT		56.5	56.5	2016	56.5	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	BOTHSEX	PERCENT	80.6		80.6	2013	80.6	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	BOTHSEX	PERCENT	14.5		14.5	2013	14.5	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	BOTHSEX	PERCENT	98.4		98.4	2013	98.4	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	BOTHSEX	PERCENT	88		88	2013	88	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	BOTHSEX	PERCENT		86.8	86.8	2016	86.8	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	104	96.51752295	21.19332882	MMR	Myanmar	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	BOTHSEX	PERCENT	4.9		4.9	2013	4.9	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	108	29.89080992	-3.366387428	BDI	Burundi	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	BOTHSEX	PERCENT	70.8740925530574		70.8740925530574	2013	70.8740925530574	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	112	28.04940161	53.54193075	BLR	Belarus	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	116	104.922836	12.71163737	KHM	Cambodia	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	120	12.7419827	5.692387031	CMR	Cameroon	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	BOTHSEX	PERCENT	69.1		69.1	2013	69.1	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	124	-101.6575058	57.72360191	CAN	Canada	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	BOTHSEX	PERCENT	56.6		56.6	2013	56.6	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SI_COV_WKINJRY	Proportion of employed population covered in the event of work injury, total and by sex (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	ANNUAL	FEMALE	PERCENT							
