series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	76	-53.08432878	-10.77668561	BRA	Brazil	1	20-24	ANNUAL	FEMALE	PERCENT					10.5											2006	10.5	PNDS 2006	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	84	-88.70199554	17.19965901	BLZ	Belize	1	20-24	ANNUAL	FEMALE	PERCENT										3.4					3.4	2011	3.4	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	20-24	ANNUAL	FEMALE	PERCENT						3.1										2007	3.1	DHS 2007	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	100	25.23763153	42.75731323	BGR	Bulgaria	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	104	96.51752295	21.19332882	MMR	Myanmar	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	108	29.89080992	-3.366387428	BDI	Burundi	1	20-24	ANNUAL	FEMALE	PERCENT									2.5							2010	2.5	DHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	112	28.04940161	53.54193075	BLR	Belarus	1	20-24	ANNUAL	FEMALE	PERCENT											0				0	2012	0	MICS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	116	104.922836	12.71163737	KHM	Cambodia	1	20-24	ANNUAL	FEMALE	PERCENT													1.9		1.9	2014	1.9	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	120	12.7419827	5.692387031	CMR	Cameroon	1	20-24	ANNUAL	FEMALE	PERCENT													10.2		10.2	2014	10.2	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	124	-101.6575058	57.72360191	CAN	Canada	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	20-24	ANNUAL	FEMALE	PERCENT				2.8												2005	2.8	DHS 2005	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	140	20.93559492	7.003720791	CAF	Central African Republic	1	20-24	ANNUAL	FEMALE	PERCENT									29.1							2010	29.1	MICS 2010	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	144	80.70489654	7.614693343	LKA	Sri Lanka	1	20-24	ANNUAL	FEMALE	PERCENT					1.7											2006	1.7	DHS 2006-07	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	148	18.66618401	15.36279341	TCD	Chad	1	20-24	ANNUAL	FEMALE	PERCENT													29.7		29.7	2014	29.7	DHS 2014-15	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	152	-71.23029019	-35.2652885	CHL	Chile	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	156	104.1403375	32.30955217	CHN	China	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	162	105.6426067	-10.4882473	CXR	Christmas Island	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	170	-73.07446751	3.888209046	COL	Colombia	1	20-24	ANNUAL	FEMALE	PERCENT									5.6							2010	5.6	DHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	174	43.34234565	-11.66121732	COM	Comoros	1	20-24	ANNUAL	FEMALE	PERCENT											10				10	2012	10	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	175	45.14015057	-12.82217691	MYT	Mayotte	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	178	15.22052612	-0.840544119	COG	Congo	1	20-24	ANNUAL	FEMALE	PERCENT										6.1					6.1	2011	6.1	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	20-24	ANNUAL	FEMALE	PERCENT												10			10	2013	10	DHS 2013-14	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	184	-159.7711391	-21.22696458	COK	Cook Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	188	-84.19712782	9.970998683	CRI	Costa Rica	1	20-24	ANNUAL	FEMALE	PERCENT										6.8					6.8	2011	6.8	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	191	17.95874553	45.45172212	HRV	Croatia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	192	-79.54460144	22.10030366	CUB	Cuba	1	20-24	ANNUAL	FEMALE	PERCENT													4.7		4.7	2014	4.7	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	196	33.22285964	35.05659437	CYP	Cyprus	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	203	15.33151382	49.73913871	CZE	Czechia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	204	2.339933594	9.65401646	BEN	Benin	1	20-24	ANNUAL	FEMALE	PERCENT													7		7	2014	7	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	208	9.326571283	56.03829721	DNK	Denmark	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	212	-61.3493756	15.43391378	DMA	Dominica	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	20-24	ANNUAL	FEMALE	PERCENT													12.3		12.3	2014	12.3	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	218	-78.37005241	-1.447785891	ECU	Ecuador	1	20-24	ANNUAL	FEMALE	PERCENT			3.8													2004	3.8	ENDEMAIN 2004	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	222	-88.86862995	13.73603564	SLV	El Salvador	1	20-24	ANNUAL	FEMALE	PERCENT													5.8		5.8	2014	5.8	ENS/MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	20-24	ANNUAL	FEMALE	PERCENT										8.6					8.6	2011	8.6	DHS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	231	39.63505296	8.631223181	ETH	Ethiopia	1	20-24	ANNUAL	FEMALE	PERCENT										16.3					16.3	2011	16.3	DHS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	232	38.11074289	16.12894644	ERI	Eritrea	1	20-24	ANNUAL	FEMALE	PERCENT									12.9							2010	12.9	EPHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	233	25.84093481	58.68487172	EST	Estonia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	242	177.9660884	-17.83301566	FJI	Fiji	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	246	23.308447	61.91586738	FIN	Finland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	248	19.80945969	60.1544901	ALA	Åland Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	250	2.457288129	46.62660861	FRA	France	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	254	-53.23619089	3.922673437	GUF	French Guiana	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	262	42.18274707	11.56004161	DJI	Djibouti	1	20-24	ANNUAL	FEMALE	PERCENT					1.8											2006	1.8	MICS 2006	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	266	11.78727747	-0.60687619	GAB	Gabon	1	20-24	ANNUAL	FEMALE	PERCENT											5.6				5.6	2012	5.6	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	268	43.3713615	42.04813028	GEO	Georgia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	270	-15.39944785	13.45295927	GMB	Gambia	1	20-24	ANNUAL	FEMALE	PERCENT												9.3			9.3	2013	9.3	DHS 2013	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	275	35.25694122	31.94347933	PSE	State of Palestine	1	20-24	ANNUAL	FEMALE	PERCENT													1		1	2014	1	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	276	10.3806066	51.08862743	DEU	Germany	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	288	-1.205623522	7.964825185	GHA	Ghana	1	20-24	ANNUAL	FEMALE	PERCENT													4.9		4.9	2014	4.9	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	292	-5.347561686	36.13895036	GIB	Gibraltar	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	296	-157.5643005	1.768837732	KIR	Kiribati	1	20-24	ANNUAL	FEMALE	PERCENT								2.8								2009	2.8	DHS 2009	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	300	22.58307827	39.47301873	GRC	Greece	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	304	-41.39371316	74.75625681	GRL	Greenland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	308	-61.68248568	12.11238395	GRD	Grenada	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	316	144.7029305	13.35485404	GUM	Guam	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	320	-91.2312746	15.00273719	GTM	Guatemala	1	20-24	ANNUAL	FEMALE	PERCENT							7.1									2008	7.1	ENSMI 2008-09	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	324	-11.28173419	11.00210343	GIN	Guinea	1	20-24	ANNUAL	FEMALE	PERCENT											21.3				21.3	2012	21.3	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	328	-58.97322037	4.788012784	GUY	Guyana	1	20-24	ANNUAL	FEMALE	PERCENT													3.6		3.6	2014	3.6	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	332	-72.33640958	18.40426539	HTI	Haiti	1	20-24	ANNUAL	FEMALE	PERCENT											2.8				2.8	2012	2.8	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	336	12.45315803	41.90343751	VAT	Holy See	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	340	-86.59974381	14.82243161	HND	Honduras	1	20-24	ANNUAL	FEMALE	PERCENT										7.6					7.6	2011	7.6	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	348	19.41221519	47.1651448	HUN	Hungary	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	352	-19.02116966	64.79134763	ISL	Iceland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	356	79.3608464	22.34642074	IND	India	1	20-24	ANNUAL	FEMALE	PERCENT				18.2												2005	18.2	NFHS 2005-06	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	360	113.9174	-0.994582204	IDN	Indonesia	1	20-24	ANNUAL	FEMALE	PERCENT												1.1			1.1	2013	1.1	SUSENAS 2013	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	368	43.76606267	33.05013795	IRQ	Iraq	1	20-24	ANNUAL	FEMALE	PERCENT										4.6					4.6	2011	4.6	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	372	-7.121425272	53.25274054	IRL	Ireland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	376	34.62277992	31.06164552	ISR	Israel	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	380	12.57022427	42.79917282	ITA	Italy	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	20-24	ANNUAL	FEMALE	PERCENT										9.8					9.8	2011	9.8	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	388	-77.31068409	18.15616857	JAM	Jamaica	1	20-24	ANNUAL	FEMALE	PERCENT										1.4					1.4	2011	1.4	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	392	139.2716103	36.6554539	JPN	Japan	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	20-24	ANNUAL	FEMALE	PERCENT														0.2	0.2	2015	0.2	MICS 2015	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	400	37.13024774	30.65365973	JOR	Jordan	1	20-24	ANNUAL	FEMALE	PERCENT											0.3				0.3	2012	0.3	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	404	37.86096816	0.534797278	KEN	Kenya	1	20-24	ANNUAL	FEMALE	PERCENT													4.4		4.4	2014	4.4	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	410	127.8610254	36.45201023	KOR	Republic of Korea	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	414	47.49305029	29.53949468	KWT	Kuwait	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	20-24	ANNUAL	FEMALE	PERCENT													0.9		0.9	2014	0.9	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	20-24	ANNUAL	FEMALE	PERCENT										8.9					8.9	2011	8.9	MICS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	422	35.89391711	33.92152458	LBN	Lebanon	1	20-24	ANNUAL	FEMALE	PERCENT								1.2								2009	1.2	MICS 2009	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	426	28.25362195	-29.58041814	LSO	Lesotho	1	20-24	ANNUAL	FEMALE	PERCENT													1		1	2014	1	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	428	26.42461876	56.64196636	LVA	Latvia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	430	-9.311879038	6.448381009	LBR	Liberia	1	20-24	ANNUAL	FEMALE	PERCENT												8.8			8.8	2013	8.8	DHS 2013	C
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	434	18.0295985	27.04042819	LBY	Libya	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	438	9.552985019	47.14167005	LIE	Liechtenstein	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	440	23.90517807	55.33680309	LTU	Lithuania	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF15	Proportion of women aged 20-24 years who were married by age 15	442	6.092656563	49.77679538	LUX	Luxembourg	1	20-24	ANNUAL	FEMALE	PERCENT																			
