series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2014	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	BOTHSEX	PERCENT		40	40	2016	40	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	FEMALE	PERCENT		40	40	2016	40	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	BOTHSEX	PERCENT		14	14	2016	14	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	FEMALE	PERCENT		14	14	2016	14	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	BOTHSEX	PERCENT		24.96	24.96	2016	24.96	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	FEMALE	PERCENT		13	13	2016	13	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	BOTHSEX	PERCENT		20.9283	20.9283	2016	20.9283	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	FEMALE	PERCENT		20.9283007479793	20.9283007479793	2016	20.9283007479793	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	BOTHSEX	PERCENT		61	61	2016	61	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	FEMALE	PERCENT		61	61	2016	61	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	BOTHSEX	PERCENT		51.5	51.5	2016	51.5	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	BOTHSEX	PERCENT		45	45	2016	45	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	BOTHSEX	PERCENT		0.680651	0.680651	2016	0.680651	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	FEMALE	PERCENT		0.680650790645605	0.680650790645605	2016	0.680650790645605	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	BOTHSEX	PERCENT		0.623934	0.623934	2016	0.623934	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	FEMALE	PERCENT		0.623934093703433	0.623934093703433	2016	0.623934093703433	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	BOTHSEX	PERCENT		10.7	10.7	2016	10.7	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	BOTHSEX	PERCENT		44	44	2016	44	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	FEMALE	PERCENT		44	44	2016	44	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	BOTHSEX	PERCENT		15.1204	15.1204	2016	15.1204	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	FEMALE	PERCENT		15.1203761232407	15.1203761232407	2016	15.1203761232407	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	BOTHSEX	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	FEMALE	PERCENT		100	100	2016	100	ILO Social Security Inquiry (SSI). Available at http://www.social-protection.org/gimi/gess/ShowTheme.action?th.themeId=10#tabs-3	E
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SI_COV_MATNL	Proportion of mothers receiving maternity benefits and benefits for newborns, total (%)	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	FEMALE	PERCENT							
