series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2001	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	<5Y	ANNUAL	PERCENT								53.5							2011	53.5	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	231	39.63505296	8.631223181	ETH	Ethiopia	1	<5Y	ANNUAL	PERCENT		6.6													2005	6.6	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	232	38.11074289	16.12894644	ERI	Eritrea	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	233	25.84093481	58.68487172	EST	Estonia	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	242	177.9660884	-17.83301566	FJI	Fiji	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	246	23.308447	61.91586738	FIN	Finland	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	248	19.80945969	60.1544901	ALA	Åland Islands	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	250	2.457288129	46.62660861	FRA	France	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	254	-53.23619089	3.922673437	GUF	French Guiana	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	262	42.18274707	11.56004161	DJI	Djibouti	1	<5Y	ANNUAL	PERCENT			91.7												2006	91.7	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	266	11.78727747	-0.60687619	GAB	Gabon	1	<5Y	ANNUAL	PERCENT									89.6					89.6	2012	89.6	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	268	43.3713615	42.04813028	GEO	Georgia	1	<5Y	ANNUAL	PERCENT										99.6				99.6	2013	99.6	Welfare Monitoring Survey	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	270	-15.39944785	13.45295927	GMB	Gambia	1	<5Y	ANNUAL	PERCENT										72				72	2013	72	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	275	35.25694122	31.94347933	PSE	State of Palestine	1	<5Y	ANNUAL	PERCENT											99.3			99.3	2014	99.3	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	276	10.3806066	51.08862743	DEU	Germany	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	288	-1.205623522	7.964825185	GHA	Ghana	1	<5Y	ANNUAL	PERCENT											70.5			70.5	2014	70.5	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	292	-5.347561686	36.13895036	GIB	Gibraltar	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	296	-157.5643005	1.768837732	KIR	Kiribati	1	<5Y	ANNUAL	PERCENT						93.5									2009	93.5	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	300	22.58307827	39.47301873	GRC	Greece	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	304	-41.39371316	74.75625681	GRL	Greenland	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	308	-61.68248568	12.11238395	GRD	Grenada	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	316	144.7029305	13.35485404	GUM	Guam	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	320	-91.2312746	15.00273719	GTM	Guatemala	1	<5Y	ANNUAL	PERCENT						96.7									2009	96.7	ENSMI	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	324	-11.28173419	11.00210343	GIN	Guinea	1	<5Y	ANNUAL	PERCENT									57.9					57.9	2012	57.9	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	328	-58.97322037	4.788012784	GUY	Guyana	1	<5Y	ANNUAL	PERCENT											88.7			88.7	2014	88.7	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	332	-72.33640958	18.40426539	HTI	Haiti	1	<5Y	ANNUAL	PERCENT									79.7					79.7	2012	79.7	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	336	12.45315803	41.90343751	VAT	Holy See	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	340	-86.59974381	14.82243161	HND	Honduras	1	<5Y	ANNUAL	PERCENT									93.6					93.6	2012	93.6	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	348	19.41221519	47.1651448	HUN	Hungary	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	352	-19.02116966	64.79134763	ISL	Iceland	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	356	79.3608464	22.34642074	IND	India	1	<5Y	ANNUAL	PERCENT											71.9			71.9	2014	71.9	RSOC	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	360	113.9174	-0.994582204	IDN	Indonesia	1	<5Y	ANNUAL	PERCENT										68.5				68.5	2013	68.5	SUSENAS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	<5Y	ANNUAL	PERCENT							98.6								2010	98.6	MIDHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	368	43.76606267	33.05013795	IRQ	Iraq	1	<5Y	ANNUAL	PERCENT								99.2							2011	99.2	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	372	-7.121425272	53.25274054	IRL	Ireland	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	376	34.62277992	31.06164552	ISR	Israel	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	380	12.57022427	42.79917282	ITA	Italy	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	<5Y	ANNUAL	PERCENT									65					65	2012	65	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	388	-77.31068409	18.15616857	JAM	Jamaica	1	<5Y	ANNUAL	PERCENT									99.5					99.5	2012	99.5	Survey of Living Conditions	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	392	139.2716103	36.6554539	JPN	Japan	1	<5Y	ANNUAL	PERCENT										100				100	2013	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	<5Y	ANNUAL	PERCENT												99.7		99.7	2015	99.7	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	400	37.13024774	30.65365973	JOR	Jordan	1	<5Y	ANNUAL	PERCENT									99.1					99.1	2012	99.1	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	404	37.86096816	0.534797278	KEN	Kenya	1	<5Y	ANNUAL	PERCENT											66.9			66.9	2014	66.9	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	<5Y	ANNUAL	PERCENT						100									2009	100	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	410	127.8610254	36.45201023	KOR	Republic of Korea	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	414	47.49305029	29.53949468	KWT	Kuwait	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	<5Y	ANNUAL	PERCENT											97.7			97.7	2014	97.7	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	<5Y	ANNUAL	PERCENT									74.8					74.8	2012	74.8	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	422	35.89391711	33.92152458	LBN	Lebanon	1	<5Y	ANNUAL	PERCENT						99.5									2009	99.5	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	426	28.25362195	-29.58041814	LSO	Lesotho	1	<5Y	ANNUAL	PERCENT											43.3			43.3	2014	43.3	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	428	26.42461876	56.64196636	LVA	Latvia	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	430	-9.311879038	6.448381009	LBR	Liberia	1	<5Y	ANNUAL	PERCENT										24.6				24.6	2013	24.6	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	434	18.0295985	27.04042819	LBY	Libya	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	438	9.552985019	47.14167005	LIE	Liechtenstein	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	440	23.90517807	55.33680309	LTU	Lithuania	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	442	6.092656563	49.77679538	LUX	Luxembourg	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	450	46.6982339	-19.38514785	MDG	Madagascar	1	<5Y	ANNUAL	PERCENT										83				83	2013	83	ENSOMD	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	454	33.4884625	-13.40819859	MWI	Malawi	1	<5Y	ANNUAL	PERCENT											5.6			5.6	2014	5.6	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	458	116.8346314	5.452415309	MYS	Malaysia	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	462	73.09672546	-0.614385021	MDV	Maldives	1	<5Y	ANNUAL	PERCENT						92.5									2009	92.5	DHS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	466	-3.522016039	17.35311254	MLI	Mali	1	<5Y	ANNUAL	PERCENT												87.2		87.2	2015	87.2	MICS Key Findings Report	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	470	14.44617519	35.89194275	MLT	Malta	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	474	-60.91544135	14.56086108	MTQ	Martinique	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	478	-10.33187259	20.26089546	MRT	Mauritania	1	<5Y	ANNUAL	PERCENT												65.6		65.6	2015	65.6	MICS Key Findings Report	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	480	57.568022	-20.28581998	MUS	Mauritius	1	<5Y	ANNUAL	PERCENT																		
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	484	-102.5148166	23.93378032	MEX	Mexico	1	<5Y	ANNUAL	PERCENT												93		93	2015	93	Intercensal Survey	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	492	7.424214814	43.73532918	MCO	Monaco	1	<5Y	ANNUAL	PERCENT											100			100	2014	100	UNSD	E
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	496	103.0728057	46.83892054	MNG	Mongolia	1	<5Y	ANNUAL	PERCENT										99.3				99.3	2013	99.3	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	<5Y	ANNUAL	PERCENT									99.6					99.6	2012	99.6	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	499	19.25214024	42.78717043	MNE	Montenegro	1	<5Y	ANNUAL	PERCENT										99.4				99.4	2013	99.4	MICS	C
2017.Q2.G.01	SG_REG_BRTH	Proportion of births registered with a civil authority	500	-62.19261223	16.73558313	MSR	Montserrat	1	<5Y	ANNUAL	PERCENT																		
