geoAreaCode	years	Age	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
84	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-88.70199554	17.19965901	31	BLZ	Belize	8.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
86	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
90	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	160.1584117	-9.622391719	204	SLB	Solomon Islands	1.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
92	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-64.63294223	18.42256578	254	VGB	British Virgin Islands					
96	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	114.6288563	4.49736984	36	BRN	Brunei Darussalam	1.3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
100	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	25.23763153	42.75731323	25	BGR	Bulgaria	13.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
104	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	96.51752295	21.19332882	149	MMR	Myanmar	2.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
108	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	29.89080992	-3.366387428	20	BDI	Burundi	6.9	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
112	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	28.04940161	53.54193075	30	BLR	Belarus	16.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
116	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	104.922836	12.71163737	121	KHM	Cambodia	5.3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
120	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	12.7419827	5.692387031	47	CMR	Cameroon	9.9	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
124	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-101.6575058	57.72360191	41	CAN	Canada	10	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
132	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-23.63544151	15.07791834	53	CPV	Cabo Verde	8.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
136	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-81.16740559	19.32266656	58	CYM	Cayman Islands					
140	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	20.93559492	7.003720791	40	CAF	Central African Republic	3.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
144	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	80.70489654	7.614693343	132	LKA	Sri Lanka	4.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
148	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	18.66618401	15.36279341	222	TCD	Chad	5.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
152	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-71.23029019	-35.2652885	44	CHL	Chile	9	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
156	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	104.1403375	32.30955217	45	CHN	China	7.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
162	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	105.6426067	-10.4882473	57	CXR	Christmas Island					
166	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands					
170	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-73.07446751	3.888209046	51	COL	Colombia	5.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
174	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	43.34234565	-11.66121732	52	COM	Comoros	0.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
175	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	45.14015057	-12.82217691	160	MYT	Mayotte					
178	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	15.22052612	-0.840544119	49	COG	Congo	7.9	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
180	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
184	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-159.7711391	-21.22696458	50	COK	Cook Islands	5.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
188	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-84.19712782	9.970998683	54	CRI	Costa Rica	4.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
191	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	17.95874553	45.45172212	101	HRV	Croatia	13.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
192	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-79.54460144	22.10030366	55	CUB	Cuba	5.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
196	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	33.22285964	35.05659437	59	CYP	Cyprus	9.3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
203	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	15.33151382	49.73913871	60	CZE	Czechia	13.7	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
204	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	2.339933594	9.65401646	22	BEN	Benin	2.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
208	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	9.326571283	56.03829721	64	DNK	Denmark	10.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
212	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-61.3493756	15.43391378	63	DMA	Dominica	5	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
214	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-70.49847576	18.89832088	65	DOM	Dominican Republic	6.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
218	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-78.37005241	-1.447785891	67	ECU	Ecuador	5.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
222	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-88.86862995	13.73603564	206	SLV	El Salvador	3.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
226	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	11.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
231	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	39.63505296	8.631223181	73	ETH	Ethiopia	4.6	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
232	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	38.11074289	16.12894644	69	ERI	Eritrea	1.2	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
233	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	25.84093481	58.68487172	72	EST	Estonia	12.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
234	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-7.122044325	62.21228119	78	FRO	Faroe Islands					
238	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)					
239	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands					
242	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	177.9660884	-17.83301566	75	FJI	Fiji	3.3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
246	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	23.308447	61.91586738	74	FIN	Finland	10.9	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
248	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	19.80945969	60.1544901	5	ALA	Åland Islands					
250	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	2.457288129	46.62660861	77	FRA	France	11.7	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
254	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-53.23619089	3.922673437	95	GUF	French Guiana					
258	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-149.4052367	-17.67709294	191	PYF	French Polynesia					
260	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	69.64849091	-49.6068576	14	ATF	French Southern Territories					
262	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	42.18274707	11.56004161	62	DJI	Djibouti	0.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
266	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	11.78727747	-0.60687619	80	GAB	Gabon	10.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
268	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	43.3713615	42.04813028	82	GEO	Georgia	8.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
270	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-15.39944785	13.45295927	88	GMB	Gambia	5	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
275	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	35.25694122	31.94347933	189	PSE	State of Palestine					
276	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	10.3806066	51.08862743	61	DEU	Germany	11.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
288	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-1.205623522	7.964825185	84	GHA	Ghana	4.4	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
292	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-5.347561686	36.13895036	85	GIB	Gibraltar					
296	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-157.5643005	1.768837732	122	KIR	Kiribati	2.7	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
300	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	22.58307827	39.47301873	91	GRC	Greece	8.5	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
304	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-41.39371316	74.75625681	93	GRL	Greenland					
308	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-61.68248568	12.11238395	92	GRD	Grenada	8.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
312	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-61.64762115	16.14416917	87	GLP	Guadeloupe					
316	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	144.7029305	13.35485404	96	GUM	Guam					
320	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-91.2312746	15.00273719	94	GTM	Guatemala	3.1	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
324	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-11.28173419	11.00210343	86	GIN	Guinea	0.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
328	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-58.97322037	4.788012784	97	GUY	Guyana	8.7	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
332	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-72.33640958	18.40426539	102	HTI	Haiti	6.3	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
334	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands					
336	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	12.45315803	41.90343751	250	VAT	Holy See					
340	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	-86.59974381	14.82243161	100	HND	Honduras	3.8	Float		WHO Global Information System on Alcohol and Health (GISAH), 2017	E
344	2016	15+	ANNUAL	LTPUREAL	1	2017.Q2.G.01	SH_ALC_CONSPT	Alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region					
