series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2005	2006	2007	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	PERCENT										0.884214		0.884214	2015	0.884214		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	PERCENT					10.652104								2010	10.652104		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	PERCENT								10.659837				10.659837	2013	10.659837		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	PERCENT					8.370358								2010	8.370358		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	PERCENT				11.66776									2009	11.66776		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	PERCENT					6.214371								2010	6.214371		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	PERCENT										43.775237		43.775237	2015	43.775237		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	PERCENT								8.887995				8.887995	2013	8.887995		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	PERCENT									42.875276			42.875276	2014	42.875276		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	PERCENT									30.255026			30.255026	2014	30.255026		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	PERCENT								8.864996				8.864996	2013	8.864996		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	PERCENT											64.659615	64.659615	2016	64.659615		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	PERCENT											26.686013	26.686013	2016	26.686013		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	PERCENT				2.013841									2009	2.013841		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	PERCENT						21.034078							2011	21.034078		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	PERCENT						10.021639							2011	10.021639		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	PERCENT				35.012781									2009	35.012781		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	PERCENT					1.292381								2010	1.292381		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	PERCENT							11.592483					11.592483	2012	11.592483		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	PERCENT					2.219898								2010	2.219898		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	PERCENT				37.491523									2009	37.491523		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	PERCENT								56.467856				56.467856	2013	56.467856		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	PERCENT					8.702907								2010	8.702907		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	PERCENT								3.936557				3.936557	2013	3.936557		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	PERCENT								3.548836				3.548836	2013	3.548836		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	PERCENT											14.545469	14.545469	2016	14.545469		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	PERCENT					5.828978								2010	5.828978		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	PERCENT					16.296849								2010	16.296849		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	PERCENT					1.715924								2010	1.715924		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	PERCENT											4.227209	4.227209	2016	4.227209		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	PERCENT										26.848166		26.848166	2015	26.848166		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	PERCENT				0									2009	0		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PERCENT								0				0	2013	0		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PERCENT				10.499827									2009	10.499827		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT								11.126259				11.126259	2013	11.126259		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT				23.2429									2009	23.2429		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT								2.215988				2.215988	2013	2.215988		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT		25.085926											2006	25.085926		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT								6.905321				6.905321	2013	6.905321		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT								18.7357				18.7357	2013	18.7357		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT					6.611239								2010	6.611239		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT					11.285252								2010	11.285252		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT											7.931143	7.931143	2016	7.931143		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT					14.876386								2010	14.876386		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT					8.083563								2010	8.083563		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT								2.115989				2.115989	2013	2.115989		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT									22.663849			22.663849	2014	22.663849		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT										30.619014		30.619014	2015	30.619014		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT						37.269611							2011	37.269611		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT								0.07679				0.07679	2013	0.07679		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT				19.265252									2009	19.265252		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT					19.303028								2010	19.303028		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT								26.696812				26.696812	2013	26.696812		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT								12.684368				12.684368	2013	12.684368		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT								26.362277				26.362277	2013	26.362277		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT								59.767887				59.767887	2013	59.767887		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT											16.380603	16.380603	2016	16.380603		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT								19.171348				19.171348	2013	19.171348		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT											14.630939	14.630939	2016	14.630939		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT								3.514459				3.514459	2013	3.514459		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT				70.490098									2009	70.490098		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT								10.415837				10.415837	2013	10.415837		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT								32.884171				32.884171	2013	32.884171		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT									24.20506			24.20506	2014	24.20506		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT										28.214249		28.214249	2015	28.214249		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT											33.690492	33.690492	2016	33.690492		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT									28.852613			28.852613	2014	28.852613		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT				3.898535									2009	3.898535		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT					17.601398								2010	17.601398		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT								33.415362				33.415362	2013	33.415362		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT								30.953909				30.953909	2013	30.953909		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT								18.782135				18.782135	2013	18.782135		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT								37.246712				37.246712	2013	37.246712		E
2017.Q2.G.01	IC_FRM_BRIB	Proportion of firms experiencing at least one bribe payment request	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT			12.351978										2007	12.351978		E
