series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	12	2.678164227	28.15940032	DZA	Algeria	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	12	2.678164227	28.15940032	DZA	Algeria	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	20	1.576257417	42.54548611	AND	Andorra	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	20	1.576257417	42.54548611	AND	Andorra	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	24	17.57817062	-12.33724746	AGO	Angola	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	24	17.57817062	-12.33724746	AGO	Angola	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	BOTHSEX	PER_100000_EMP	4	3	6	6	8	6	8	13	7										2008	7	ILOSTAT - Labour inspectorate records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	BOTHSEX	PER_100000_EMP	18.59		15.21	15.22	15.01	14.28	14.91	14.07				7.671887	6.77782		4.742354	4.755197		5.42512366666667	2015	4.755197	ILOSTAT - Administrative records and related sources	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	32	-65.14563274	-35.19446255	ARG	Argentina	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	BOTHSEX	PER_100000_EMP	2	2.6	2.4	2.3	2.1	2	2.1	2	2.1										2008	2.1	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	BOTHSEX	PER_100000_EMP	5.3	4.5	4.7	3.8	5	4.6	3.9	3.9	4.1			2.6	3.4	3.1		2.3		2.93333333333333	2015	2.3	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	BOTHSEX	PER_100000_EMP	10	5.9	7.5	10	5	10	8	7	5										2008	5	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	BOTHSEX	PER_100000_EMP														1.9				1.9	2013	1.9	Other official source	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	MALE	PER_100000_EMP														3.1				3.1	2013	3.1	Other official source	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	BOTHSEX	PER_100000_EMP					4.4														2004	4.4	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	60	-64.78155012	32.27881922	BMU	Bermuda	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	BOTHSEX	PER_100000_EMP	11.53											7.432863							2011	7.432863	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	BOTHSEX	PER_100000_EMP												4.5	6.7					6.7	2012	6.7	ILOSTAT - Establishment or business register	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	BOTHSEX	PER_100000_EMP	7.3	7.3	6	5.2	6	5.8	7.2	7.1	6.4	3.26	3.6	3.63	3	3.11	4.35	3.6		3.515	2015	3.6	ILOSTAT - Insurance records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	100	25.23763153	42.75731323	BGR	Bulgaria	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	BOTHSEX	PER_100000_EMP				3	3	2		7	8.6										2008	8.6	ILOSTAT - Labour inspectorate records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	104	96.51752295	21.19332882	MMR	Myanmar	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	108	29.89080992	-3.366387428	BDI	Burundi	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	BOTHSEX	PER_100000_EMP	6.4	5.8	5.9	5.6	6.4	6.1	5.8	5.4	5.1	4.9	5.1	4.4	3.9	3.8	3	2		3.175	2015	2	ILOSTAT - Establishment survey	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	112	28.04940161	53.54193075	BLR	Belarus	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	116	104.922836	12.71163737	KHM	Cambodia	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	120	12.7419827	5.692387031	CMR	Cameroon	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	BOTHSEX	PER_100000_EMP	3.4	3.3	3.2	2.9	2.9	3	2.7	2.3	2.7	2.123344	2.235784	2.09		2.04	2			2.02	2014	2	ILOSTAT - Records of employers' organizations	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	124	-101.6575058	57.72360191	CAN	Canada	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	140	20.93559492	7.003720791	CAF	Central African Republic	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	BOTHSEX	PER_100000_EMP	1.6	1.3	1.3	2	1.4	1.7	2.8	6.2	1.6										2008	1.6	Labour inspectorate records	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	144	80.70489654	7.614693343	LKA	Sri Lanka	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	148	18.66618401	15.36279341	TCD	Chad	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	BOTHSEX	PER_100000_EMP	11.97	10.21	11.39	11.56	9.28					6.9		5.5	6	5.12				5.56	2013	5.12	ILOSTAT - Administrative records and related sources	C
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	MALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	152	-71.23029019	-35.2652885	CHL	Chile	3	ANNUAL	FEMALE	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	BOTHSEX	PER_100000_EMP																						
2017.Q2.G.01	SL_EMP_FTLINJUR	Frequency rates of fatal occupational injuries among employees	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	MALE	PER_100000_EMP																						
