series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2011	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	44	-78.05111663	24.69546597	BHS	Bahamas	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	48	50.5490754	26.04407747	BHR	Bahrain	1	15+	ANNUAL	PERCENT	64.88292	83.19998	74.04145	2014	83.19998		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	50	89.17660788	22.86961622	BGD	Bangladesh	1	15+	ANNUAL	PERCENT	39.83289	34.48017	37.15653	2014	34.48017		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	51	44.93839317	40.29499741	ARM	Armenia	1	15+	ANNUAL	PERCENT	18.55549	21.80449	20.17999	2014	21.80449		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	52	-59.5346489	13.13648273	BRB	Barbados	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	56	4.660976456	50.64104975	BEL	Belgium	1	15+	ANNUAL	PERCENT	97.30951	98.00937	97.65944	2014	98.00937		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	60	-64.78155012	32.27881922	BMU	Bermuda	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	64	90.45098484	27.39598568	BTN	Bhutan	1	15+	ANNUAL	PERCENT		38.88808	38.88808	2014	38.88808		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15+	ANNUAL	PERCENT	36.68553	50.36203	43.52378	2014	50.36203		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15+	ANNUAL	PERCENT	63.14572	59.62286	61.38429	2014	59.62286		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	72	23.81380223	-22.18810073	BWA	Botswana	1	15+	ANNUAL	PERCENT	39.86913	59.82079	49.84496	2014	59.82079		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	76	-53.08432878	-10.77668561	BRA	Brazil	1	15+	ANNUAL	PERCENT	67.10096	74.62439	70.862675	2014	74.62439		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	84	-88.70199554	17.19965901	BLZ	Belize	1	15+	ANNUAL	PERCENT		55.06796	55.06796	2014	55.06796		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	100	25.23763153	42.75731323	BGR	Bulgaria	1	15+	ANNUAL	PERCENT	61.56279	71.73035	66.64657	2014	71.73035		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	104	96.51752295	21.19332882	MMR	Myanmar	1	15+	ANNUAL	PERCENT		26.98079	26.98079	2014	26.98079		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	108	29.89080992	-3.366387428	BDI	Burundi	1	15+	ANNUAL	PERCENT	10.0032	9.887774	9.945487	2014	9.887774		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	112	28.04940161	53.54193075	BLR	Belarus	1	15+	ANNUAL	PERCENT	63.76886	75.88862	69.82874	2014	75.88862		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	116	104.922836	12.71163737	KHM	Cambodia	1	15+	ANNUAL	PERCENT	5.582871	15.29102	10.4369455	2014	15.29102		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	120	12.7419827	5.692387031	CMR	Cameroon	1	15+	ANNUAL	PERCENT	16.0022	17.73816	16.87018	2014	17.73816		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	124	-101.6575058	57.72360191	CAN	Canada	1	15+	ANNUAL	PERCENT	97.70133	99.58704	98.644185	2014	99.58704		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	140	20.93559492	7.003720791	CAF	Central African Republic	1	15+	ANNUAL	PERCENT	4.617867		4.617867	2011	4.617867		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	144	80.70489654	7.614693343	LKA	Sri Lanka	1	15+	ANNUAL	PERCENT	76.46011	85.39157	80.92584	2014	85.39157		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	148	18.66618401	15.36279341	TCD	Chad	1	15+	ANNUAL	PERCENT	10.49211	9.472498	9.982304	2014	9.472498		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	152	-71.23029019	-35.2652885	CHL	Chile	1	15+	ANNUAL	PERCENT	50.72331	67.76466	59.243985	2014	67.76466		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	156	104.1403375	32.30955217	CHN	China	1	15+	ANNUAL	PERCENT	75.60976	83.61532	79.61254	2014	83.61532		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	162	105.6426067	-10.4882473	CXR	Christmas Island	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	170	-73.07446751	3.888209046	COL	Colombia	1	15+	ANNUAL	PERCENT	42.28775	48.60472	45.446235	2014	48.60472		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	174	43.34234565	-11.66121732	COM	Comoros	1	15+	ANNUAL	PERCENT	27.80575		27.80575	2011	27.80575		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	175	45.14015057	-12.82217691	MYT	Mayotte	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	178	15.22052612	-0.840544119	COG	Congo	1	15+	ANNUAL	PERCENT	13.46875	23.77398	18.621365	2014	23.77398		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	15+	ANNUAL	PERCENT	5.406036	14.22447	9.815253	2014	14.22447		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	184	-159.7711391	-21.22696458	COK	Cook Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	188	-84.19712782	9.970998683	CRI	Costa Rica	1	15+	ANNUAL	PERCENT	60.00693	66.72087	63.3639	2014	66.72087		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	191	17.95874553	45.45172212	HRV	Croatia	1	15+	ANNUAL	PERCENT	91.77619	89.23271	90.50445	2014	89.23271		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	192	-79.54460144	22.10030366	CUB	Cuba	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	196	33.22285964	35.05659437	CYP	Cyprus	1	15+	ANNUAL	PERCENT	88.46729	88.39091	88.4291	2014	88.39091		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	203	15.33151382	49.73913871	CZE	Czechia	1	15+	ANNUAL	PERCENT	84.66376	84.34483	84.504295	2014	84.34483		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	204	2.339933594	9.65401646	BEN	Benin	1	15+	ANNUAL	PERCENT	15.25297	19.93871	17.59584	2014	19.93871		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	208	9.326571283	56.03829721	DNK	Denmark	1	15+	ANNUAL	PERCENT	99.6932	100	99.8466	2014	100		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	212	-61.3493756	15.43391378	DMA	Dominica	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	15+	ANNUAL	PERCENT	48.64067	62.62664	55.633655	2014	62.62664		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	218	-78.37005241	-1.447785891	ECU	Ecuador	1	15+	ANNUAL	PERCENT	45.03473	55.14057	50.08765	2014	55.14057		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	222	-88.86862995	13.73603564	SLV	El Salvador	1	15+	ANNUAL	PERCENT	18.85956	43.50011	31.179835	2014	43.50011		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	231	39.63505296	8.631223181	ETH	Ethiopia	1	15+	ANNUAL	PERCENT		25.70042	25.70042	2014	25.70042		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	232	38.11074289	16.12894644	ERI	Eritrea	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	233	25.84093481	58.68487172	EST	Estonia	1	15+	ANNUAL	PERCENT	98.3004	97.5934	97.9469	2014	97.5934		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	242	177.9660884	-17.83301566	FJI	Fiji	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	246	23.308447	61.91586738	FIN	Finland	1	15+	ANNUAL	PERCENT	99.46417	100	99.732085	2014	100		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	248	19.80945969	60.1544901	ALA	Åland Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	250	2.457288129	46.62660861	FRA	France	1	15+	ANNUAL	PERCENT	98.79391	97.70283	98.24837	2014	97.70283		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	254	-53.23619089	3.922673437	GUF	French Guiana	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	262	42.18274707	11.56004161	DJI	Djibouti	1	15+	ANNUAL	PERCENT	16.56057		16.56057	2011	16.56057		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	266	11.78727747	-0.60687619	GAB	Gabon	1	15+	ANNUAL	PERCENT	25.63754	38.48116	32.05935	2014	38.48116		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	268	43.3713615	42.04813028	GEO	Georgia	1	15+	ANNUAL	PERCENT	39.79814	47.54388	43.67101	2014	47.54388		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	ANNUAL	PERCENT	26.88586	29.87387	28.379865	2014	29.87387		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	276	10.3806066	51.08862743	DEU	Germany	1	15+	ANNUAL	PERCENT	95.36671	99.87811	97.62241	2014	99.87811		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	ANNUAL	PERCENT	38.10006	41.54574	39.8229	2014	41.54574		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	300	22.58307827	39.47301873	GRC	Greece	1	15+	ANNUAL	PERCENT	83.08479	91.18356	87.134175	2014	91.18356		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	304	-41.39371316	74.75625681	GRL	Greenland	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	308	-61.68248568	12.11238395	GRD	Grenada	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	316	144.7029305	13.35485404	GUM	Guam	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	320	-91.2312746	15.00273719	GTM	Guatemala	1	15+	ANNUAL	PERCENT	28.92125	50.01344	39.467345	2014	50.01344		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	324	-11.28173419	11.00210343	GIN	Guinea	1	15+	ANNUAL	PERCENT	4.835688	9.040712	6.9382	2014	9.040712		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	328	-58.97322037	4.788012784	GUY	Guyana	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	332	-72.33640958	18.40426539	HTI	Haiti	1	15+	ANNUAL	PERCENT	30.45886	20.2961	25.37748	2014	20.2961		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	336	12.45315803	41.90343751	VAT	Holy See	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	340	-86.59974381	14.82243161	HND	Honduras	1	15+	ANNUAL	PERCENT	28.36857	37.56694	32.967755	2014	37.56694		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15+	ANNUAL	PERCENT	92.93264	97.09248	95.01256	2014	97.09248		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	348	19.41221519	47.1651448	HUN	Hungary	1	15+	ANNUAL	PERCENT	75.75222	73.37136	74.56179	2014	73.37136		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	352	-19.02116966	64.79134763	ISL	Iceland	1	15+	ANNUAL	PERCENT							
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	356	79.3608464	22.34642074	IND	India	1	15+	ANNUAL	PERCENT	40.52884	58.59217	49.560505	2014	58.59217		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	360	113.9174	-0.994582204	IDN	Indonesia	1	15+	ANNUAL	PERCENT	25.98118	45.33538	35.65828	2014	45.33538		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15+	ANNUAL	PERCENT	78.17233	92.89282	85.532575	2014	92.89282		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	368	43.76606267	33.05013795	IRQ	Iraq	1	15+	ANNUAL	PERCENT	12.92669	12.70605	12.81637	2014	12.70605		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	372	-7.121425272	53.25274054	IRL	Ireland	1	15+	ANNUAL	PERCENT	95.48092	97.28568	96.3833	2014	97.28568		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	376	34.62277992	31.06164552	ISR	Israel	1	15+	ANNUAL	PERCENT	93.66718	93.91816	93.79267	2014	93.91816		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	380	12.57022427	42.79917282	ITA	Italy	1	15+	ANNUAL	PERCENT	74.93518	90.20107	82.568125	2014	90.20107		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15+	ANNUAL	PERCENT		20.95757	20.95757	2014	20.95757		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	388	-77.31068409	18.15616857	JAM	Jamaica	1	15+	ANNUAL	PERCENT	75.09407	84.2529	79.673485	2014	84.2529		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	392	139.2716103	36.6554539	JPN	Japan	1	15+	ANNUAL	PERCENT	96.4268	97.50659	96.966695	2014	97.50659		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15+	ANNUAL	PERCENT	47.50205	58.94515	53.2236	2014	58.94515		
2017.Q2.G.01	FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider	400	37.13024774	30.65365973	JOR	Jordan	1	15+	ANNUAL	PERCENT	33.06722	30.1251	31.59616	2014	30.1251		
