series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_RSK_LST	Red List Index	12	2.678164227	28.15940032	DZA	Algeria	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.90325509230864	0.903326818395818	0.903292894692634	0.90318162886785	0.903267287331771	0.903659327395833	0.90351638125	0.903478369166667	0.9032463440625	0.902870329166667	0.9024189046875	0.901859396145833	0.901376836458333	0.9011513875	0.900338047395833	0.899915360479996	0.899335909445712	0.898766082529371	0.898399118366958	0.897756768724831	0.897421521446481	0.896862400457275	0.896108366421879	0.895238342053031	0.8949363981489	0.896113405705513	2017	0.8949363981489	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	12	2.678164227	28.15940032	DZA	Algeria	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.911591846954268	0.910605684999625	0.909965574250365	0.909379041684732	0.908839063305886	0.9085514125	0.908314629166667	0.908161270833333	0.907951292083333	0.907658279375	0.907259916666667	0.906884789166667	0.906476833333333	0.906279225833333	0.90613293875	0.906005012708333	0.905952438871134	0.906069090130379	0.906360816233859	0.906484713843993	0.906686709433319	0.907041294549696	0.90725018171266	0.90770790507976	0.907570718609267	0.90725136187694	2017	0.907570718609267	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.88142458912916	0.88228588795356	0.88306196546439	0.8818873536907	0.88120114583333	0.87967240972222	0.87705113194444	0.874447325	0.87209640694444	0.86982130833333	0.86638946944445	0.86393991944444	0.86132020555556	0.8599036875	0.85800538358277	0.85598240513462	0.85382246440903	0.85244966595617	0.8497005972672	0.84769013951577	0.84603331065221	0.84313654264366	0.84082329813939	0.83840902515274	0.83758832650654	0.841198100618908	2017	0.83758832650654	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.851799057223416	0.856315606783905	0.857776187219847	0.859441281671182	0.858473808888889	0.85708236625	0.855981261111111	0.853230423888889	0.850493759166667	0.846609300277778	0.843298681111111	0.8371976475	0.834878271111111	0.829550289166667	0.825221122875893	0.819992276909894	0.813677630081791	0.808661116253619	0.802273581435309	0.798914780997371	0.792043221473398	0.783789716151254	0.780273983670902	0.76661404448726	0.762131786745855	0.776970550505734	2017	0.762131786745855	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.904819275361579	0.903801675908743	0.902432165523877	0.901448285202494	0.899108957222222	0.897878049861111	0.895643885833333	0.891205289305555	0.888676010972222	0.88717588125	0.884333945555555	0.883156472083333	0.880899709861111	0.881398979166667	0.879609511957818	0.88017421277864	0.87994738670338	0.880397044250819	0.881348210702548	0.881270099040842	0.883280501956607	0.885895938931837	0.885295109349652	0.890425906669487	0.893964827023949	0.887772456786306	2017	0.893964827023949	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	20	1.576257417	42.54548611	AND	Andorra	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.92439915771214	0.92431736666667	0.92397947169572	0.92357847777778	0.92316271111111	0.92274694444444	0.92233117777778	0.92191541111111	0.92137182222222	0.92082823333333	0.92028464444444	0.9198337	0.91974105555556	0.91964841111111	0.91960208888889	0.91959021666667	0.91955576666667	0.91955576666667	0.91953340165611	0.91950442883167	0.91947487312621	0.91942958062701	0.91938481483455	0.91932875126588	0.91928279188639	0.919380162348008	2017	0.91928279188639	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	20	1.576257417	42.54548611	AND	Andorra	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.924011338487377	0.923600379908624	0.92319958205594	0.922793266666667	0.9223775	0.921961733333333	0.921418144444444	0.920874555555556	0.920330966666667	0.919787377777778	0.919694733333333	0.919648411111111	0.919602088888889	0.919555766666666	0.919496242500516	0.919436738891139	0.919370874381666	0.919344606195437	0.919296748223065	0.919240700767239	0.919164644003091	0.919107833010933	0.919025109252631	0.918888335308266	0.918831352739279	0.91900345486284	2017	0.918831352739279	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	20	1.576257417	42.54548611	AND	Andorra	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.924671819896231	0.924562140956735	0.924473744752306	0.924361657092898	0.923947922222222	0.923532155555556	0.923116388888889	0.922700622222222	0.922284855555556	0.921869088888889	0.9213255	0.920781911111111	0.920238322222222	0.919741055555556	0.919694733333333	0.919682861111111	0.919670988888889	0.919693566666667	0.91967252128211	0.919683374692307	0.919693400086602	0.91970147475612	0.919705453658215	0.919707721230059	0.919707716511249	0.919703153248449	2017	0.919707716511249	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	24	17.57817062	-12.33724746	AGO	Angola	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.93698334718702	0.93689165756717	0.93685683958333	0.93677843308646	0.93673274375	0.9366836625	0.93658744166667	0.936505340625	0.93643436354167	0.93636999166667	0.93639333958333	0.93633603125	0.93633685625	0.93634883541667	0.9363094625	0.936321990625	0.93631506770833	0.93623722981185	0.93621369949992	0.93620813038972	0.936161755144	0.93618954846531	0.93620780494017	0.93620504924769	0.93624210586945	0.936201252733324	2017	0.93624210586945	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	24	17.57817062	-12.33724746	AGO	Angola	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.931924396419512	0.932418687437941	0.932618229873792	0.933024950163131	0.933159421666667	0.9331915628125	0.9334608353125	0.9336583321875	0.933720678125	0.9338241271875	0.93380999375	0.933653695208333	0.93351407	0.9333686771875	0.932944988125	0.932657861979167	0.932287293285344	0.931855688608983	0.931557048753359	0.931149116780327	0.93087125802995	0.930346975316661	0.930042556117118	0.929490802163258	0.929299938190329	0.930010305963463	2017	0.929299938190329	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	24	17.57817062	-12.33724746	AGO	Angola	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.938757979073547	0.938554472769108	0.938196441227376	0.937958115430304	0.9378784207367	0.93783939125	0.937763189375	0.937719448125	0.937675717916667	0.9376353328125	0.937606278333333	0.9375745484375	0.937536909479167	0.93752804875	0.937518609583333	0.9375236140618	0.937637901619865	0.937863982991383	0.938119688841726	0.938319862389554	0.938704660621757	0.939031149791443	0.939469966954024	0.939570832467629	0.940057186916183	0.939366759350207	2017	0.940057186916183	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.94124203009861	0.9401240990544	0.93869226031648	0.9369691515625	0.9353895	0.93311173697917	0.93075054791667	0.92826870052083	0.92623324583333	0.92408557552083	0.9217903614693	0.91960551111495	0.9170799651731	0.91509753511876	0.91306593904004	0.91068214427201	0.90848418013048	0.90630395342737	0.90412435579415	0.90173116271607	0.89937503197681	0.8971678628524	0.89464159453045	0.89248554184421	0.88997069082025	0.894728144404824	2017	0.88997069082025	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.932477565533829	0.932016711251531	0.931163805418786	0.929947490416309	0.928240740260417	0.92631872765625	0.92449085671875	0.9222806025	0.920055402083333	0.917569816875	0.915710800208379	0.9127100840625	0.910345160449196	0.90723994108412	0.904059987135892	0.901620995878022	0.898091924434545	0.893474052613306	0.8905817147834	0.88661883398466	0.883153241312134	0.87943504952483	0.874679903878534	0.871353813729789	0.865989253263068	0.874922252341671	2017	0.865989253263068	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.946323070743388	0.944902312537791	0.943736948700843	0.942297114465657	0.940518747872545	0.938627479114583	0.936616339114583	0.933741279947917	0.931783855677083	0.929108934375	0.926904369010417	0.924960870424505	0.922756643636413	0.920723635625	0.919107168718514	0.917560831560531	0.915574291241475	0.914807209303576	0.914236457346445	0.913203166121704	0.912566729031255	0.911661349639055	0.911465775723924	0.911088668472028	0.910478081021528	0.911452120777558	2017	0.910478081021528	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.91741158647038	0.91711473311175	0.91661849472363	0.91629286805556	0.9158785284705	0.91543057847222	0.91464781388889	0.91398090069444	0.91367098680556	0.91349726527778	0.91330077083333	0.91274888194444	0.91231388666207	0.91183246899073	0.91150682160748	0.91130723326872	0.911238325	0.91112686372015	0.91117319196464	0.91119383526107	0.91121336857884	0.91137180559541	0.91114983771413	0.91135834046073	0.91143394824219	0.91130546011826	2017	0.91143394824219	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.884549889604847	0.886861735591313	0.887456078333333	0.889836620694444	0.891308686985328	0.895052725277778	0.895734324027778	0.897202233333333	0.89725954875	0.897117184166667	0.896520855763889	0.895017292827525	0.892084665625	0.889474065555556	0.887271449906702	0.885390817208603	0.880916042709345	0.878950853013969	0.877463933062888	0.874525366899934	0.874035356771257	0.870475318667863	0.868498440433641	0.865263263881372	0.864104576434653	0.868475391237757	2017	0.864104576434653	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.926347713183558	0.923621656328292	0.921924137179947	0.921359295764515	0.921114872729962	0.920965206111111	0.920681073125	0.920425977013889	0.920344753333333	0.920357885416667	0.920141383333333	0.919897158611111	0.919271266329637	0.9188296	0.918746816272821	0.917992372867591	0.918280015800842	0.919457814007586	0.921024241966316	0.922555857328756	0.92465907982436	0.92754391735934	0.929855441837861	0.93295978614968	0.935298054461468	0.930063255926542	2017	0.935298054461468	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	32	-65.14563274	-35.19446255	ARG	Argentina	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.86703254582945	0.86689518718413	0.8665855094326	0.86631564239951	0.86608502948117	0.8658556875	0.86550620833333	0.86535715347222	0.86492372638889	0.86463517083333	0.86422510763889	0.86391434425187	0.863552904817	0.8633254563102	0.86295646212074	0.86273098301661	0.86269440311897	0.86226907134722	0.86219580056995	0.8618294279921	0.861629449393	0.86152070671519	0.86118736058898	0.86118030859456	0.86089130392543	0.861281825843432	2017	0.86089130392543	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	32	-65.14563274	-35.19446255	ARG	Argentina	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.859366015972749	0.859456684555378	0.85968199605156	0.859745504674417	0.85945646583655	0.85942514875	0.859001987638889	0.858961577430556	0.858420658333333	0.857732252361111	0.857231024444444	0.856699125784116	0.855896304143717	0.855198887043071	0.854259747994832	0.853576928592173	0.852640840954685	0.851297212767983	0.850450822110664	0.849383383585093	0.848634854531107	0.847646004148553	0.846637888487254	0.845675439454738	0.844265897566055	0.846572016837541	2017	0.844265897566055	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	32	-65.14563274	-35.19446255	ARG	Argentina	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.873869629001223	0.873191236281978	0.87248501077341	0.871836241438186	0.871521857777778	0.871070785416667	0.870675008125	0.870560869930555	0.870338682152778	0.870063571597222	0.869921876875	0.869774452777778	0.86967529356314	0.869691823493378	0.869923320449577	0.870028598447797	0.870431566297734	0.870403130138776	0.870877325967026	0.871453628612008	0.871693010083148	0.872211214882087	0.872550466652334	0.873000504759217	0.873600037718343	0.872611046819026	2017	0.873600037718343	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	36	134.3499412	-25.57717202	AUS	Australia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	MP	0.89635606003177	0.89530891585164	0.89399808199217	0.89249864087274	0.8902929261278	0.88730587433935	0.88413664377551	0.88111814139226	0.87756958000665	0.87447410160892	0.87150013991105	0.86864334554583	0.86502123867178	0.86219564276594	0.85874406764431	0.85577982325933	0.8528029309814	0.85004819325724	0.84729520314717	0.84401043601755	0.84086890039834	0.83773865719203	0.83503586814719	0.8316648645523	0.8282298944689	0.834707636951752	2017	0.8282298944689	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	36	134.3499412	-25.57717202	AUS	Australia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	LB	0.893332148413092	0.892718569877837	0.890617910104557	0.887375400507611	0.884668595608889	0.881526004309187	0.878471154140283	0.875223891037092	0.872109374600023	0.868913943160354	0.865728455623026	0.862913121186518	0.859243735871603	0.856342949981985	0.85225449548588	0.847972705550717	0.843234142926834	0.838331412727856	0.833611830759482	0.828791088961892	0.824831811532653	0.818565354051194	0.813844248302843	0.808838490789111	0.802865188597069	0.813789018654574	2017	0.802865188597069	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
2017.Q2.G.01	ER_RSK_LST	Red List Index	36	134.3499412	-25.57717202	AUS	Australia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NOTAP	UB	0.899579434930804	0.898228208796321	0.89702320266758	0.89564596944619	0.894405162786929	0.892750837909311	0.889455597623702	0.886492323394047	0.88322538936597	0.880081809036766	0.877130092290268	0.874191542743583	0.870718170856061	0.867566453819411	0.864592643150715	0.861881926458072	0.858817152788612	0.856309470220991	0.854487871169794	0.853589661595425	0.852672910815171	0.851484497385898	0.850630971839256	0.85017695838965	0.849281122291114	0.850849292144218	2017	0.849281122291114	BirdLife International and IUCN (2017), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region.	E
