series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	1	15+	ANNUAL	BOTHSEX	PERCENT	15.2	2015	15.2	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	2	15+	ANNUAL	MALE	PERCENT	17	2015	17	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	36	134.3499412	-25.57717202	AUS	Australia	3	15+	ANNUAL	FEMALE	PERCENT	13.5	2015	13.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	40	14.14172472	47.58704857	AUT	Austria	1	15+	ANNUAL	BOTHSEX	PERCENT	30.5	2015	30.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	40	14.14172472	47.58704857	AUT	Austria	2	15+	ANNUAL	MALE	PERCENT	32.2	2015	32.2	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	40	14.14172472	47.58704857	AUT	Austria	3	15+	ANNUAL	FEMALE	PERCENT	29	2015	29	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	1	15+	ANNUAL	BOTHSEX	PERCENT	11.3	2015	11.3	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	2	15+	ANNUAL	MALE	PERCENT	20.1	2015	20.1	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	44	-78.05111663	24.69546597	BHS	Bahamas	3	15+	ANNUAL	FEMALE	PERCENT	3.2	2015	3.2	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	1	15+	ANNUAL	BOTHSEX	PERCENT	26.1	2015	26.1	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	2	15+	ANNUAL	MALE	PERCENT	36.9	2015	36.9	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	48	50.5490754	26.04407747	BHR	Bahrain	3	15+	ANNUAL	FEMALE	PERCENT	5.9	2015	5.9	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	1	15+	ANNUAL	BOTHSEX	PERCENT	23.2	2015	23.2	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	2	15+	ANNUAL	MALE	PERCENT	45.1	2015	45.1	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	50	89.17660788	22.86961622	BGD	Bangladesh	3	15+	ANNUAL	FEMALE	PERCENT	1.1	2015	1.1	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	1	15+	ANNUAL	BOTHSEX	PERCENT	24.6	2015	24.6	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	2	15+	ANNUAL	MALE	PERCENT	52.5	2015	52.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	51	44.93839317	40.29499741	ARM	Armenia	3	15+	ANNUAL	FEMALE	PERCENT	1.5	2015	1.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	1	15+	ANNUAL	BOTHSEX	PERCENT	7.9	2015	7.9	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	2	15+	ANNUAL	MALE	PERCENT	14.4	2015	14.4	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	52	-59.5346489	13.13648273	BRB	Barbados	3	15+	ANNUAL	FEMALE	PERCENT	2	2015	2	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	1	15+	ANNUAL	BOTHSEX	PERCENT	28.6	2015	28.6	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	2	15+	ANNUAL	MALE	PERCENT	32	2015	32	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	56	4.660976456	50.64104975	BEL	Belgium	3	15+	ANNUAL	FEMALE	PERCENT	25.4	2015	25.4	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	60	-64.78155012	32.27881922	BMU	Bermuda	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	64	90.45098484	27.39598568	BTN	Bhutan	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15+	ANNUAL	BOTHSEX	PERCENT	39.3	2015	39.3	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	15+	ANNUAL	MALE	PERCENT	48.4	2015	48.4	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	15+	ANNUAL	FEMALE	PERCENT	30.5	2015	30.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	1	15+	ANNUAL	BOTHSEX	PERCENT	19.8	2015	19.8	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	2	15+	ANNUAL	MALE	PERCENT	33.8	2015	33.8	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	72	23.81380223	-22.18810073	BWA	Botswana	3	15+	ANNUAL	FEMALE	PERCENT	5.8	2015	5.8	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	1	15+	ANNUAL	BOTHSEX	PERCENT	14.3	2015	14.3	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	2	15+	ANNUAL	MALE	PERCENT	18.4	2015	18.4	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	76	-53.08432878	-10.77668561	BRA	Brazil	3	15+	ANNUAL	FEMALE	PERCENT	10.5	2015	10.5	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	84	-88.70199554	17.19965901	BLZ	Belize	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15+	ANNUAL	BOTHSEX	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	15+	ANNUAL	MALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	15+	ANNUAL	FEMALE	PERCENT					
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15+	ANNUAL	BOTHSEX	PERCENT	16.9	2015	16.9	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	15+	ANNUAL	MALE	PERCENT	30.9	2015	30.9	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	15+	ANNUAL	FEMALE	PERCENT	2.1	2015	2.1	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	1	15+	ANNUAL	BOTHSEX	PERCENT	37.7	2015	37.7	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	2	15+	ANNUAL	MALE	PERCENT	45.4	2015	45.4	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	100	25.23763153	42.75731323	BGR	Bulgaria	3	15+	ANNUAL	FEMALE	PERCENT	30.6	2015	30.6	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
2017.Q2.G.01	SH_PRV_SMOK	Prevalence of current tobacco use among persons aged 15 years and older, total and by sex (%)	104	96.51752295	21.19332882	MMR	Myanmar	1	15+	ANNUAL	BOTHSEX	PERCENT	20.8	2015	20.8	World Health Organization (WHO) Department of the Prevention of Noncommunicable Diseases;  Secretariat of the WHO Framework Convention on Tobacco Control	E
