series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	12	2.678164227	28.15940032	DZA	Algeria	2	ANNUAL	ALLAREA	PERCENT										82.96605	83.07031	83.17146	83.26935	83.36414	83.45581	83.54437	83.361026	2015	83.54437	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	12	2.678164227	28.15940032	DZA	Algeria	3	ANNUAL	URBAN	PERCENT										87.87966	87.87966	87.87966	87.87966	87.87966	87.87966	87.87966	87.87966	2015	87.87966	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	20	1.576257417	42.54548611	AND	Andorra	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	20	1.576257417	42.54548611	AND	Andorra	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	RURAL	PERCENT													14.85933	14.85933	14.85933	14.85933	14.85933	2015	14.85933	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	24	17.57817062	-12.33724746	AGO	Angola	2	ANNUAL	ALLAREA	PERCENT													24.13376	24.30969	24.48406	24.65665	24.39604	2015	24.65665	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	24	17.57817062	-12.33724746	AGO	Angola	3	ANNUAL	URBAN	PERCENT													37.10069	37.10069	37.10069	37.10069	37.10069	2015	37.10069	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	32	-65.14563274	-35.19446255	ARG	Argentina	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	RURAL	PERCENT						30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	30.92208	2015	30.92208	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	ALLAREA	PERCENT						38.27858	38.47286	38.67043	38.87102	39.07435	39.28098	39.49035	39.70027	39.90964	40.11901	40.32783	39.90942	2015	40.32783	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	URBAN	PERCENT						58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	58.36248	2015	58.36248	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	RURAL	PERCENT	66.38698	67.27239	68.1578	69.04321	69.92862	70.81402	71.69943	72.58484	73.47025	74.35566	75.24107	76.12648	77.01189	77.01189	77.01189	77.01189	76.834808	2015	77.01189	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	ALLAREA	PERCENT	83.9565	84.18344	84.46086	84.757	85.05374	85.35107	85.64878	85.94732	86.22911	86.49632	86.7671	87.04167	87.31986	87.2895	87.2629	87.24021	87.230828	2015	87.24021	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	URBAN	PERCENT	93.55662	93.53791	93.51919	93.50048	93.48176	93.46304	93.44433	93.42561	93.4069	93.38818	93.36947	93.35075	93.33203	93.33203	93.33203	93.33203	93.335774	2015	93.33203	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	RURAL	PERCENT									86.30618	86.30618	86.30618	86.30618	86.30618	86.30618	86.30618	86.30618	86.30618	2015	86.30618	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	ALLAREA	PERCENT									88.46935	88.46935	88.46935	88.46935	88.46935	88.46935	88.46935	88.46935	88.46935	2015	88.46935	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	URBAN	PERCENT									89.82342	89.82342	89.82342	89.82342	89.82342	89.82342	89.82342	89.82342	89.82342	2015	89.82342	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	60	-64.78155012	32.27881922	BMU	Bermuda	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	RURAL	PERCENT							75.21757	75.21757	75.21757	75.21757	75.21757	75.21757	75.21757	75.21757	75.21757		75.21757	2014	75.21757	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	ALLAREA	PERCENT							79.05589	79.14751	79.24035	79.33403	79.4288	79.52466	79.61944	79.71276	79.80462		79.66537	2014	79.80462	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	URBAN	PERCENT							87.32125	87.32125	87.32125	87.32125	87.32125	87.32125	87.32125	87.32125	87.32125		87.32125	2014	87.32125	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	RURAL	PERCENT									95.95402	95.95402	95.95402	95.95402	95.95402	95.95402	95.95402	95.95402	95.95402	2015	95.95402	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	ALLAREA	PERCENT									96.95104	96.9516	96.95269	96.95435	96.95656	96.95931	96.96262	96.96647	96.959862	2015	96.96647	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	URBAN	PERCENT									98.49997	98.49997	98.49997	98.49997	98.49997	98.49997	98.49997	98.49997	98.49997	2015	98.49997	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	RURAL	PERCENT						76.60501	76.60501	76.60501	76.60501	76.60501	78.24077	79.87653	81.5123	83.14806	84.78382	86.41958	83.148058	2015	86.41958	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	ALLAREA	PERCENT						77.9037	77.89613	77.88856	77.88099	77.87345	79.39233	80.91307	82.43548	83.95941	85.48469	87.01112	83.960754	2015	87.01112	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	URBAN	PERCENT						79.4093	79.4093	79.4093	79.4093	79.4093	80.80189	82.19447	83.58706	84.97964	86.37223	87.76482	84.979644	2015	87.76482	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	100	25.23763153	42.75731323	BGR	Bulgaria	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	RURAL	PERCENT													73.776	73.776	73.776	73.776	73.776	2015	73.776	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	ALLAREA	PERCENT													79.67731	79.77509	79.87396	79.97338	79.824935	2015	79.97338	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	104	96.51752295	21.19332882	MMR	Myanmar	3	ANNUAL	URBAN	PERCENT													91.9512	91.9512	91.9512	91.9512	91.9512	2015	91.9512	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	RURAL	PERCENT							4.02402	4.02402	4.02402	4.02402	4.02402	4.02402	4.02402	4.02402	4.02402		4.02402	2014	4.02402	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	ALLAREA	PERCENT							5.89926	5.94742	5.99695	6.04726	6.09893	6.15178	6.20579	6.26097	6.31732		6.233965	2014	6.31732	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	108	29.89080992	-3.366387428	BDI	Burundi	3	ANNUAL	URBAN	PERCENT							23.52325	23.52325	23.52325	23.52325	23.52325	23.52325	23.52325	23.52325	23.52325		23.52325	2014	23.52325	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	112	28.04940161	53.54193075	BLR	Belarus	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	RURAL	PERCENT									59.65985	59.65985	59.65985	59.65985	59.65985	59.65985	59.65985	59.65985	59.65985	2015	59.65985	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	ALLAREA	PERCENT									65.2433	65.28132	65.32248	65.36736	65.41596	65.46798	65.52372	65.58346	65.471696	2015	65.58346	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	116	104.922836	12.71163737	KHM	Cambodia	3	ANNUAL	URBAN	PERCENT									88.24459	88.24459	88.24459	88.24459	88.24459	88.24459	88.24459	88.24459	88.24459	2015	88.24459	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	RURAL	PERCENT											0.61578	0.61578	0.61578	0.61578	0.61578	0.61578	0.61578	2015	0.61578	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_HNDWSH	Proportion of population with basic handwashing facilities on premises	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	ALLAREA	PERCENT											2.5731	2.59525	2.61721	2.63898	2.6606	2.68195	2.638798	2015	2.68195	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
