series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2012	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	ALLAREA	mgr/m^3	15.4999725786135	2012	15.4999725786135	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	URBAN	mgr/m^3	15.9249681120365	2012	15.9249681120365	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	ALLAREA	mgr/m^3	48.3409854821861	2012	48.3409854821861	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	URBAN	mgr/m^3	38.9999975209909	2012	38.9999975209909	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	ALLAREA	mgr/m^3	27.1256027222719	2012	27.1256027222719	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	URBAN	mgr/m^3	31.6468747063654	2012	31.6468747063654	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	ALLAREA	mgr/m^3	41.5993082019298	2012	41.5993082019298	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	URBAN	mgr/m^3	55.0524000100404	2012	55.0524000100404	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	ALLAREA	mgr/m^3	15.6274769646826	2012	15.6274769646826	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	URBAN	mgr/m^3	19.2135178995292	2012	19.2135178995292	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	ALLAREA	mgr/m^3	10.4786780438716	2012	10.4786780438716	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	URBAN	mgr/m^3	11.3091524021325	2012	11.3091524021325	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	ALLAREA	mgr/m^3	21.6595672323385	2012	21.6595672323385	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	URBAN	mgr/m^3	20.6722058715632	2012	20.6722058715632	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	ALLAREA	mgr/m^3	4.97142150559906	2012	4.97142150559906	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	URBAN	mgr/m^3	5.00000015035391	2012	5.00000015035391	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	ALLAREA	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	ALLAREA	mgr/m^3	5.47440105150182	2012	5.47440105150182	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	URBAN	mgr/m^3	5.38608869320135	2012	5.38608869320135	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	ALLAREA	mgr/m^3	26.7698423611414	2012	26.7698423611414	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	URBAN	mgr/m^3	30.2763396260379	2012	30.2763396260379	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	ALLAREA	mgr/m^3	50.9659997473648	2012	50.9659997473648	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	URBAN	mgr/m^3	56.6274172870337	2012	56.6274172870337	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	ALLAREA	mgr/m^3	38.0426983681044	2012	38.0426983681044	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	URBAN	mgr/m^3	48.9039332896429	2012	48.9039332896429	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	ALLAREA	mgr/m^3	17.3583466042856	2012	17.3583466042856	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	URBAN	mgr/m^3	18.0382463516469	2012	18.0382463516469	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	ALLAREA	mgr/m^3	22.9944072629377	2012	22.9944072629377	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	URBAN	mgr/m^3	25.0000015035392	2012	25.0000015035392	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	ALLAREA	mgr/m^3	65.1975850656823	2012	65.1975850656823	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	URBAN	mgr/m^3	63.5909239616975	2012	63.5909239616975	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	ALLAREA	mgr/m^3	7.00185650727216	2012	7.00185650727216	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	URBAN	mgr/m^3	7.1710207904252	2012	7.1710207904252	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	ALLAREA	mgr/m^3	36.4234906597277	2012	36.4234906597277	Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	URBAN	mgr/m^3					
2017.Q2.G.01	EN_ATM_PM25	Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	ALLAREA	mgr/m^3					
