series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	12	2.678164227	28.15940032	DZA	Algeria	2	ANNUAL	MALE	PER_100000_POP	3.958	5.201	5.38	4.957	2015	4.957	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	12	2.678164227	28.15940032	DZA	Algeria	3	ANNUAL	BOTHSEX	PER_100000_POP	3.006	3.644	3.394	3.089	2015	3.089	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	FEMALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ANNUAL	MALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ANNUAL	BOTHSEX	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	FEMALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20	1.576257417	42.54548611	AND	Andorra	2	ANNUAL	MALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20	1.576257417	42.54548611	AND	Andorra	3	ANNUAL	BOTHSEX	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	FEMALE	PER_100000_POP	9.291	10.582	11.456	11.588	2015	11.588	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	24	17.57817062	-12.33724746	AGO	Angola	2	ANNUAL	MALE	PER_100000_POP	27.75	29.674	30.007	29.504	2015	29.504	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	24	17.57817062	-12.33724746	AGO	Angola	3	ANNUAL	BOTHSEX	PER_100000_POP	18.396	20.021	20.647	20.478	2015	20.478	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	FEMALE	PER_100000_POP	0.067	0	0	0	2015	0	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	MALE	PER_100000_POP	4.864	3.382	0.475	0	2015	0	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ANNUAL	BOTHSEX	PER_100000_POP	2.317	1.615	0.227	0	2015	0	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	FEMALE	PER_100000_POP	0.927	1.307	1.319	1.219	2015	1.219	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	MALE	PER_100000_POP	4.2	5.53	5.823	5.337	2015	5.337	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ANNUAL	BOTHSEX	PER_100000_POP	2.527	3.387	3.552	3.269	2015	3.269	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	FEMALE	PER_100000_POP	5.121	4.632	4.73	4.944	2015	4.944	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	MALE	PER_100000_POP	21.896	20.136	21.429	23.862	2015	23.862	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	32	-65.14563274	-35.19446255	ARG	Argentina	3	ANNUAL	BOTHSEX	PER_100000_POP	13.329	12.216	12.898	14.201	2015	14.201	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	FEMALE	PER_100000_POP	5.788	5.53	5.82	6.341	2015	6.341	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	MALE	PER_100000_POP	21.044	18.213	18.311	17.189	2015	17.189	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	BOTHSEX	PER_100000_POP	13.398	11.859	12.068	11.761	2015	11.761	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	FEMALE	PER_100000_POP	10.487	8.528	7.511	7.781	2015	7.781	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	MALE	PER_100000_POP	29.64	26.174	24.837	25.344	2015	25.344	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	BOTHSEX	PER_100000_POP	19.782	17.105	15.954	16.406	2015	16.406	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	FEMALE	PER_100000_POP	0.879	0.243	1.21	0.428	2015	0.428	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	MALE	PER_100000_POP	2.463	1.085	2.622	3.174	2015	3.174	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	BOTHSEX	PER_100000_POP	1.651	0.654	1.9	1.772	2015	1.772	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	FEMALE	PER_100000_POP	2.451	2.62	2.632	2.408	2015	2.408	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	MALE	PER_100000_POP	6.999	9.16	9.432	9.069	2015	9.069	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	BOTHSEX	PER_100000_POP	5.052	6.549	6.875	6.536	2015	6.536	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	FEMALE	PER_100000_POP	8.199	9.063	8.222	6.493	2015	6.493	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	MALE	PER_100000_POP	5.911	4.555	4.357	4.556	2015	4.556	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	BOTHSEX	PER_100000_POP	7.031	6.767	6.267	5.515	2015	5.515	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	FEMALE	PER_100000_POP	1.801	1.798	2.215	2.351	2015	2.351	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	MALE	PER_100000_POP	6.412	7.216	8.113	8.832	2015	8.832	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	BOTHSEX	PER_100000_POP	3.968	4.455	5.247	5.356	2015	5.356	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	FEMALE	PER_100000_POP	0.732	0.537	0.633	0.266	2015	0.266	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	MALE	PER_100000_POP	3.243	4.481	2.795	0.586	2015	0.586	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	BOTHSEX	PER_100000_POP	1.938	2.43	1.671	0.419	2015	0.419	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	FEMALE	PER_100000_POP	13.163	11.344	12.125	12.398	2015	12.398	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	MALE	PER_100000_POP	32.506	30.051	28.85	28.956	2015	28.956	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	BOTHSEX	PER_100000_POP	22.62	20.501	20.32	20.544	2015	20.544	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	FEMALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	MALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	60	-64.78155012	32.27881922	BMU	Bermuda	3	ANNUAL	BOTHSEX	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	FEMALE	PER_100000_POP	10.778	9.758	9.404	9.406	2015	9.406	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	MALE	PER_100000_POP	15.158	14.421	13.195	13.731	2015	13.731	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	BOTHSEX	PER_100000_POP	13.03	12.242	11.438	11.729	2015	11.729	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	FEMALE	PER_100000_POP	16.341	16.073	14.625	13.132	2015	13.132	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	MALE	PER_100000_POP	30.58	28.202	26.413	24.34	2015	24.34	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	BOTHSEX	PER_100000_POP	23.48	22.154	20.533	18.745	2015	18.745	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	FEMALE	PER_100000_POP	4.083	3.241	2.695	2.727	2015	2.727	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	MALE	PER_100000_POP	15.607	12.804	9.336	9.257	2015	9.257	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	BOTHSEX	PER_100000_POP	9.828	8.005	6.002	5.977	2015	5.977	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	FEMALE	PER_100000_POP	5.417	5.518	5.058	4.615	2015	4.615	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	MALE	PER_100000_POP	17.544	16.877	15.259	14.844	2015	14.844	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	BOTHSEX	PER_100000_POP	11.451	11.187	10.154	9.726	2015	9.726	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	FEMALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	MALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	BOTHSEX	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	FEMALE	PER_100000_POP	2.069	2.529	2.759	2.912	2015	2.912	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	MALE	PER_100000_POP	8.337	9.358	9.207	9.774	2015	9.774	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	BOTHSEX	PER_100000_POP	5.166	5.899	5.935	6.286	2015	6.286	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	FEMALE	PER_100000_POP	2.586	1.115	2.761	2.3	2015	2.3	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	MALE	PER_100000_POP	13.322	8.97	9.354	12.416	2015	12.416	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	BOTHSEX	PER_100000_POP	7.991	5.062	6.059	7.343	2015	7.343	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	FEMALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	MALE	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	BOTHSEX	PER_100000_POP								
2017.Q2.G.01	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	FEMALE	PER_100000_POP	7.608	4.869	4.815	4.392	2015	4.392	Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
