geoAreaCode	years	Age	Freq	Location	Sex	Units	Bounds	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source
8	1995	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	1996	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	1997	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	1998	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	1999	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2000	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2001	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2002	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2003	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2004	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2005	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2006	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2007	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2008	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2009	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania	4	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction
8	2010	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania	2	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction
8	2011	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania	1	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction
8	2012	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania	1	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction
8	2013	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
8	2014	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	20.06660928	41.13897007	6	ALB	Albania				
10	1990	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1991	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1992	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1993	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1994	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1995	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1996	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1997	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1998	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	1999	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2000	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2001	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2002	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2003	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2004	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2005	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2006	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2007	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2008	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2009	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2010	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2011	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2012	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2013	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
10	2014	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	21.47585697	-80.40897662	13	ATA	Antarctica				
12	1990	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1991	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1992	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1993	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1994	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1995	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1996	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1997	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1998	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	1999	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2000	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2001	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2002	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2003	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2004	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2005	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2006	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2007	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2008	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2009	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2010	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2011	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2012	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2013	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
12	2014	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	2.678164227	28.15940032	66	DZA	Algeria				
16	1990	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1991	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1992	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1993	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1994	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1995	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1996	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1997	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1998	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	1999	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2000	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2001	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2002	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2003	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2004	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2005	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2006	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2007	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
16	2008	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	2017.Q2.G.01	VC_DSR_DMGHLTH	Damage to critical infrastructure, health facilities	-170.7187269	-14.30587306	12	ASM	American Samoa				
