series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	FEMALE	NUMBER	0.03	0.03	0.031	0.034	2015	0.034	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	MALE	NUMBER	0.044	0.05	0.051	0.057	2015	0.057	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	BOTHSEX	NUMBER	0.074	0.08	0.082	0.091	2015	0.091	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	FEMALE	NUMBER	0.679	0.731	0.724	0.703	2015	0.703	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	MALE	NUMBER	1.279	1.29	1.313	1.307	2015	1.307	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	BOTHSEX	NUMBER	1.958	2.022	2.036	2.01	2015	2.01	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	FEMALE	NUMBER	0.078	0.062	0.052	0.052	2015	0.052	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	MALE	NUMBER	0.295	0.245	0.178	0.176	2015	0.176	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	BOTHSEX	NUMBER	0.373	0.307	0.23	0.228	2015	0.228	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	E
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	FEMALE	NUMBER	0.047	0.052	0.052	0.052	2015	0.052	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	MALE	NUMBER	0.152	0.157	0.156	0.168	2015	0.168	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	BOTHSEX	NUMBER	0.199	0.209	0.208	0.22	2015	0.22	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	FEMALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	MALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	BOTHSEX	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	FEMALE	NUMBER	1.84	2.415	2.781	3.076	2015	3.076	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	CA
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	MALE	NUMBER	7.241	8.703	9.007	9.989	2015	9.989	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	CA
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	BOTHSEX	NUMBER	9.081	11.118	11.788	13.065	2015	13.065	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	CA
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	FEMALE	NUMBER	0.003	0.002	0.004	0.004	2015	0.004	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	MALE	NUMBER	0.017	0.013	0.015	0.022	2015	0.022	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	BOTHSEX	NUMBER	0.02	0.014	0.019	0.026	2015	0.026	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	FEMALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	MALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	BOTHSEX	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	FEMALE	NUMBER	0.015	0.011	0.012	0.013	2015	0.013	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	MALE	NUMBER	0.033	0.03	0.03	0.034	2015	0.034	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	BOTHSEX	NUMBER	0.048	0.041	0.042	0.046	2015	0.046	Global Health Estimates 2015- Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization, 2016.	M
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	FEMALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	MALE	NUMBER								
2017.Q2.G.01	SH_STA_SCIDEN	Number of deaths attributed to suicide, total and by sex (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	BOTHSEX	NUMBER								
