series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	11	40-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	12	15-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	13	35-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	14	25-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	15	45-59	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	10	21.47585697	-80.40897662	ATA	Antarctica	16	35-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	1	20-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	2	15-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	3	15-19	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	4	25-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	5	30-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	6	40-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	7	35-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	8	45-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	9	20-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	10	30-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	11	40-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	12	15-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	13	35-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	14	25-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	15	45-59	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	12	2.678164227	28.15940032	DZA	Algeria	16	35-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	1	20-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	2	15-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	3	15-19	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	4	25-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	5	30-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	6	40-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	7	35-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	8	45-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	9	20-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	10	30-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	11	40-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	12	15-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	13	35-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	14	25-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	15	45-59	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	16	-170.7187269	-14.30587306	ASM	American Samoa	16	35-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	1	20-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	2	15-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	3	15-19	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	4	25-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	5	30-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	6	40-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	7	35-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	8	45-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	9	20-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	10	30-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	11	40-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	12	15-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	13	35-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	14	25-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	15	45-59	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	20	1.576257417	42.54548611	AND	Andorra	16	35-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	1	20-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	2	15-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	3	15-19	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	4	25-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	5	30-34	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	6	40-44	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	7	35-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	8	45-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	9	20-29	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	10	30-39	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	11	40-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	12	15-24	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	13	35-49	ANNUAL	PERCENT																		
2017.Q2.G.01	VC_VAW_MARR	Proportion of ever-partnered women and girls aged 15 to 49 years subjected to physical or sexual violence by a current or former intimate partner in the previous 12 months	24	17.57817062	-12.33724746	AGO	Angola	14	25-34	ANNUAL	PERCENT																		
