series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	51	44.93839317	40.29499741	ARM	Armenia	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	51	44.93839317	40.29499741	ARM	Armenia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	52	-59.5346489	13.13648273	BRB	Barbados	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	52	-59.5346489	13.13648273	BRB	Barbados	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	52	-59.5346489	13.13648273	BRB	Barbados	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	56	4.660976456	50.64104975	BEL	Belgium	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	56	4.660976456	50.64104975	BEL	Belgium	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	56	4.660976456	50.64104975	BEL	Belgium	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	60	-64.78155012	32.27881922	BMU	Bermuda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	60	-64.78155012	32.27881922	BMU	Bermuda	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	60	-64.78155012	32.27881922	BMU	Bermuda	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	64	90.45098484	27.39598568	BTN	Bhutan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	64	90.45098484	27.39598568	BTN	Bhutan	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	64	90.45098484	27.39598568	BTN	Bhutan	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	72	23.81380223	-22.18810073	BWA	Botswana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	72	23.81380223	-22.18810073	BWA	Botswana	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	72	23.81380223	-22.18810073	BWA	Botswana	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	76	-53.08432878	-10.77668561	BRA	Brazil	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	66.299347		66.299347	2013	66.299347	Third Regional Comparative and Explanatory Study (TERCE)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	76	-53.08432878	-10.77668561	BRA	Brazil	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP	60.144512		60.144512	2013	60.144512	Third Regional Comparative and Explanatory Study (TERCE)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	76	-53.08432878	-10.77668561	BRA	Brazil	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP	72.871094		72.871094	2013	72.871094	Third Regional Comparative and Explanatory Study (TERCE)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	84	-88.70199554	17.19965901	BLZ	Belize	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	84	-88.70199554	17.19965901	BLZ	Belize	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	84	-88.70199554	17.19965901	BLZ	Belize	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	100	25.23763153	42.75731323	BGR	Bulgaria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	100	25.23763153	42.75731323	BGR	Bulgaria	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	100	25.23763153	42.75731323	BGR	Bulgaria	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	104	96.51752295	21.19332882	MMR	Myanmar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	104	96.51752295	21.19332882	MMR	Myanmar	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	104	96.51752295	21.19332882	MMR	Myanmar	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	108	29.89080992	-3.366387428	BDI	Burundi	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		79.099998	79.099998	2014	79.099998	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	108	29.89080992	-3.366387428	BDI	Burundi	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP		78.899994	78.899994	2014	78.899994	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	108	29.89080992	-3.366387428	BDI	Burundi	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP		79.299995	79.299995	2014	79.299995	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	112	28.04940161	53.54193075	BLR	Belarus	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	112	28.04940161	53.54193075	BLR	Belarus	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	112	28.04940161	53.54193075	BLR	Belarus	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	116	104.922836	12.71163737	KHM	Cambodia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	116	104.922836	12.71163737	KHM	Cambodia	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	116	104.922836	12.71163737	KHM	Cambodia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	120	12.7419827	5.692387031	CMR	Cameroon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		29.6	29.6	2014	29.6	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	120	12.7419827	5.692387031	CMR	Cameroon	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP		31	31	2014	31	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	120	12.7419827	5.692387031	CMR	Cameroon	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	PERCENT	MP		28.299999	28.299999	2014	28.299999	CONFEMEN Programme for the Analysis of Education Systems (PASEC)	C
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	124	-101.6575058	57.72360191	CAN	Canada	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							
2017.Q2.G.01	SE_G23_RDG	Proportion of children inÂ grades 2/3 achieving at least a minimum proficiency level in reading	124	-101.6575058	57.72360191	CAN	Canada	2	ALLAGE	ANNUAL	ALLAREA	MALE	PERCENT	MP							
