series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	METONS	2.62	2.51	2.56	2.37	2.4	2.55	2.71	2.64	2.72	2.99	3	2.812	2010	3	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	METONS	1.86	1.82	1.79	1.76	1.78	1.78	1.79	1.73	1.71	1.78	1.75	1.752	2010	1.75	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	METONS	7.67	7.42	7.08	6.95	7.61	8.16	8.68	9.53	9.47	7.42	6.73	8.366	2010	6.73	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	METONS	6.85	8.87	10.28	10.89	12.46	12.33	13.33	13.68	15.92	12.27	9.66	12.972	2010	9.66	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	METONS	9.67	9.44	9.58	8.35	8.5	7.37	7.31	8.03	8.04	7.81	7.66	7.77	2010	7.66	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	METONS	17.85	17.88	19.71	18.35	19.02	19.03	18.59	20.17	21.29	17.82	19.05	19.384	2010	19.05	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	METONS	19.27	19.84	19.5	19.75	20.63	20.66	21.01	21.18	20.98	18.86	17.84	19.974	2010	17.84	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	METONS	3.28	2.85	2.62	2.68	2.46	3	4.02	4.07	3.99	4.31	4.08	4.094	2010	4.08	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	METONS	25.08	25.48	24.07	23.92	25.09	27.56	27.98	27.5	27.45	22.68	21.17	25.356	2010	21.17	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	METONS	5.52	6.15	5.73	8.21	3.97	5.14	3.24	3.8	3.47	5.35	5.88	4.348	2010	5.88	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	METONS	6.49	7	6.8	6.3	5.97	5.76	6.03	5.81	5.41	4.11	4.34	5.14	2010	4.34	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	METONS	5.82	6.11	6.09	6.96	6.57	6.53	6.73	7.13	7.85	7.85	7.76	7.464	2010	7.76	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	METONS	4.47	4.66	4.72	4.79	4.62	4.44	4.76	4.73	4.71	4.8	4.8	4.76	2010	4.8	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	METONS	16.55	25.6	30.77	35.02	44.98	45.6	43.86	45.7	49.52	47.44	43.19	45.942	2010	43.19	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	METONS	1.03	1.06	1.1	1.12	1.12	1.18	1.2	1.21	1.24	1.29	1.33	1.254	2010	1.33	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	METONS	1.2	1.41	0.99	1.13	0.82	0.95	0.82	0.85	0.6	0.5	0.48	0.65	2010	0.48	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	METONS	14.73	15.15	17.09	24.62	25.75	26.98	28.87	33.11	29.17	27.68	26.39	29.044	2010	26.39	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	METONS	8.63	8.09	7.44	8.03	8.5	8.18	8.87	7.32	7.77	6.52	6.85	7.466	2010	6.85	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	METONS	34.22	34.38	34.59	36.57	37.31	37.09	38.59	39.29	37.25	28.98	29.55	34.732	2010	29.55	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	METONS	15.99	15.59	15.46	14.79	15.91	15.26	15.51	15.93	15.63	13.69	13.3	14.812	2010	13.3	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	METONS	2.38	2.4	2.65	2.59	2.4	2.71	2.81	2.84	3.22	3.33	2.78	2.996	2010	2.78	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	METONS	4.17	4.57	4.33	5.26	2.69	2.54	3.77	2.83	3.16	3.37	2.75	3.176	2010	2.75	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	METONS	2.45	2.71	2.85	3.16	3.41	3.58	3.16	3.7	4.03	4.54	4.89	4.064	2010	4.89	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	METONS	2.12	2.05	2.97	3.15	3.03	2.89	2.8	2.35	2.63	2.75	2.88	2.682	2010	2.88	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	METONS	18.6	17.67	17.16	16.72	17.26	16.79	17.06	17.32	17.23	16.54	16.62	16.954	2010	16.62	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	METONS	5.16	5.02	5.17	5.48	5.08	5.44	5.67	5.46	5.44	5.42	5.85	5.568	2010	5.85	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	METONS	4.1	4.03	3.99	3.89	4.49	5.1	4.76	5.03	4.86	5.17	4.95	4.954	2010	4.95	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	METONS	15.74	16.17	16.54	17.72	17.9	17.55	17.56	21.12	20.52	17.9	14.43	18.306	2010	14.43	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	METONS	6.66	6.53	6.74	7.03	7.01	7.56	7.47	7.98	8.2	8.27	5.47	7.478	2010	5.47	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	METONS	5.25	5.59	5.48	5.58	5.64	6	5.82	5.96	5.72	5.58	5.65	5.746	2010	5.65	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	METONS	4.76	4.66	4.76	5.63	5.32	5.34	4.86	5.13	5.19	4.35	4.51	4.808	2010	4.51	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	METONS	22.51	29.96	24.34	22.31	22.68	16.1	16.32	17.53	16.86	18.21	21.49	18.082	2010	21.49	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	METONS	1.51	1.46	1.43	1.41	1.44	1.46	1.46	1.5	1.46	1.49	1.51	1.484	2010	1.51	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	METONS	4.84	5.11	4.96	5.47	5.57	5.59	6.16	6.06	5.74	5.92	5.8	5.936	2010	5.8	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	METONS	12.06	13.63	13.11	13.52	15.89	17.99	15.21	12.13	13.54	11.33	10.63	12.568	2010	10.63	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	METONS	21.22	19.67	18.66	19.36	21.04	23.94	26.56	23.65	22.78	18.07	17.21	21.654	2010	17.21	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	356	79.3608464	22.34642074	IND	India	1	ANNUAL	METONS	3.01	3.06	3.06	3.17	3.21	3.33	3.54	3.81	3.97	4.08	4.17	3.914	2010	4.17	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	METONS	5.05	4.94	6.03	6.21	6.52	6.68	6.52	7.19	6.99	6.54	6.73	6.794	2010	6.73	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	METONS	6.99	7.42	7.78	8.07	8.5	8.81	9.4	10.44	10.1	11.25	10.31	10.3	2010	10.31	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	METONS	4.51	4.55	4.84	2.94	3.09	3.25	3.17	3.49	3.8	4.04	4.25	3.75	2010	4.25	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	METONS	43.92	45.05	43.69	41.51	43.02	45.84	52	51.01	40.94	32.19	28.6	40.948	2010	28.6	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	METONS	16.84	15.28	14.68	14.12	10.34	13.05	12.89	13.11	12.07	12.85	13.33	12.85	2010	13.33	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	METONS	16.55	16.19	15.17	13.7	14.61	14.97	14.91	14.34	13.72	12.14	10.93	13.208	2010	10.93	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	METONS	2.8	2.65	2.72	2.57	2.54	2.52	2.55	2.48	2.6	2.52	2.57	2.544	2010	2.57	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPC	Domestic material consumption per capita	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	METONS	8.99	9.56	9.85	9.96	10.36	9.01	9.67	8.74	9.14	8	6.91	8.492	2010	6.91	Environment Live	C
