series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	CON_USD	22.969001	89.523227	39.204025	65.607583	65.121725	94.211943	70.7337006	2015	94.211943		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	CON_USD	1.01764	2.628344	4.73826	3.080681	1.310689	2.122543	2.7761034	2015	2.122543		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	CON_USD	9.068024	8.994874	14.933549	18.978711	35.704996	22.941615	20.310749	2015	22.941615		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	CON_USD	26.38559	12.208052	17.216039	15.35821	18.729477	29.067456	18.5158468	2015	29.067456		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	CON_USD	38.75421	18.933746	23.853563	57.454708	40.585463	20.301657	32.2258274	2015	20.301657		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	CON_USD	1.0264	0.718458	0.652612	0.343722	0.396707	0.335947	0.4894892	2015	0.335947		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	CON_USD	104.112923	9.433798	92.276211	66.151893	43.010721	51.245885	52.4237016	2015	51.245885		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	CON_USD	14.69263	12.176019	5.412753	9.007015	8.300704	1.602241	7.2997464	2015	1.602241		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	CON_USD	7.683422	4.02053	9.390541	6.833219	4.092747	2.26317	5.3200414	2015	2.26317		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	CON_USD	1.36405							2010	1.36405		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	CON_USD	21.605163	16.288195	25.35312	16.860723	5.549627	9.049822	14.6202974	2015	9.049822		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	CON_USD	261.714959	306.668461	338.955271	388.071851	420.566287	514.062151	393.6648042	2015	514.062151		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	CON_USD	0.054719	0.086663	0.051532	0.120074	0.050548	0.171023	0.095968	2015	0.171023		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	CON_USD	0.195057	-0.358117	0.38033	-0.69803	0.362258	-0.917117	-0.2461352	2015	-0.917117		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	CON_USD	0.076629							2010	0.076629		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	CON_USD	4.350029	3.355456	1.85324	1.658518	2.910628	2.013257	2.3582198	2015	2.013257		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	CON_USD	50.188488	52.460709	47.627038	59.139011	61.851936	46.487065	53.5131518	2015	46.487065		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	CON_USD	0.009577	0.057004		0.081665		0.086426	0.0750316666666667	2015	0.086426		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	CON_USD	9.207676	6.154456	8.590588	4.675446	5.304938	2.386816	5.4224488	2015	2.386816		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	CON_USD	10.110131	9.002211	4.832582	4.747847	6.312707	2.611046	5.5012786	2015	2.611046		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	CON_USD	7.287078	4.85848	4.470745	3.023904	2.373615	3.015747	3.5484982	2015	3.015747		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	CON_USD	6.713931	6.749569	1.507121	0.375716	0.395457	0.711855	1.9479436	2015	0.711855		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	CON_USD	193.051665	312.279374	330.882389	577.813834	413.814672	390.737825	405.1056188	2015	390.737825		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	CON_USD	26.939468	9.159452	10.91289	18.335748	14.242293	11.876046	12.9052858	2015	11.876046		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	CON_USD	3.679801	3.098921	9.271378	9.180063	9.225734	14.278708	9.0109608	2015	14.278708		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	CON_USD	3.537075	2.763651	7.217753	3.83766	3.585714	5.454734	4.5719024	2015	5.454734		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	CON_USD	2.068184	1.93581	1.31412	2.47385	1.876382	2.993937	2.1188198	2015	2.993937		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	CON_USD	17.515186	13.995522	6.044866	8.173935	5.905965	2.891311	7.4023198	2015	2.891311		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	CON_USD	15.187697	19.004543	23.122983	27.865234	20.208475	21.128084	22.2658638	2015	21.128084		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	CON_USD	72.59804	66.375838	72.741174	48.246481	72.569235	96.253884	71.2373224	2015	96.253884		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	CON_USD	123.416836	94.691334	163.091108	142.41873	122.743499	141.448798	132.8786938	2015	141.448798		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	CON_USD	0.233003	0.242631	1.645818	0.995195	0.767355	1.054865	0.9411728	2015	1.054865		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	CON_USD	0	0	-0.007872	0.008542	-0.015579	0.001925	-0.0025968	2015	0.001925		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	CON_USD	15.097867	27.539603	20.091163	23.906869	25.155376	46.299834	28.598569	2015	46.299834		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	CON_USD	23.582763	6.758509	28.763141	15.908828	94.198859	139.516287	57.0291248	2015	139.516287		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	CON_USD	4.664587	2.285891	2.659093	0.745285	0.973662	1.624856	1.6577574	2015	1.624856		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	CON_USD	14.431951	72.034612	52.981978	60.833522	41.281419	56.62161	56.7506282	2015	56.62161		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	CON_USD	27.229464	22.798829	29.901175	15.279679	26.285745	35.939917	26.041069	2015	35.939917		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	356	79.3608464	22.34642074	IND	India	1	ANNUAL	CON_USD	242.27149	270.333678	222.698921	331.4357	189.634456	312.138464	265.2482438	2015	312.138464		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	CON_USD	99.773494	92.461676	161.084045	132.224344	59.296865	77.812757	104.5759374	2015	77.812757		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	CON_USD	4.968517	4.586328	10.051367	4.893929	4.030953	3.482884	5.4090922	2015	3.482884		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	CON_USD	49.208775	14.494967	4.962675	22.685158	11.551937	11.66335	13.0716174	2015	11.66335		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	CON_USD	69.075099	26.973094	34.143046	55.99834	72.428612	51.559517	48.2205218	2015	51.559517		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	CON_USD	1.213515	0.537977	0.45727	0.131972	0.07074	0.179315	0.2754548	2015	0.179315		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	CON_USD	26.77372	17.032022	12.583255	6.99074	8.577233	4.230118	9.8826736	2015	4.230118		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	CON_USD	35.680851	20.10385	28.995454	18.056507	24.22454	37.236438	25.7233578	2015	37.236438		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	CON_USD	180.437457	187.029417	178.831365	188.860226	192.037654	188.395665	187.0308654	2015	188.395665		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	CON_USD	27.44835	15.587583	16.519842	22.601322	25.374813	23.597568	20.7362256	2015	23.597568		
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	CON_USD											
2017.Q2.G.01	DC_TOF_HLTHNT	Total net official disbursements for medical research and basic heath sectors, by recipient	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	CON_USD											
