series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	12	2.678164227	28.15940032	DZA	Algeria	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	16	-170.7187269	-14.30587306	ASM	American Samoa	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	16	-170.7187269	-14.30587306	ASM	American Samoa	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	16	-170.7187269	-14.30587306	ASM	American Samoa	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	20	1.576257417	42.54548611	AND	Andorra	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	20	1.576257417	42.54548611	AND	Andorra	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	20	1.576257417	42.54548611	AND	Andorra	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	24	17.57817062	-12.33724746	AGO	Angola	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	24	17.57817062	-12.33724746	AGO	Angola	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	24	17.57817062	-12.33724746	AGO	Angola	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	31	50.01064725	40.39229544	AZE	Azerbaijan	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	31	50.01064725	40.39229544	AZE	Azerbaijan	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	31	50.01064725	40.39229544	AZE	Azerbaijan	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	32	-65.14563274	-35.19446255	ARG	Argentina	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	32	-65.14563274	-35.19446255	ARG	Argentina	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	32	-65.14563274	-35.19446255	ARG	Argentina	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	36	134.3499412	-25.57717202	AUS	Australia	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2.8	2015	2.8	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	36	134.3499412	-25.57717202	AUS	Australia	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	2.1	2015	2.1	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	36	134.3499412	-25.57717202	AUS	Australia	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	3.5	2015	3.5	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	40	14.14172472	47.58704857	AUT	Austria	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	40	14.14172472	47.58704857	AUT	Austria	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	40	14.14172472	47.58704857	AUT	Austria	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	44	-78.05111663	24.69546597	BHS	Bahamas	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	44	-78.05111663	24.69546597	BHS	Bahamas	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	44	-78.05111663	24.69546597	BHS	Bahamas	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	48	50.5490754	26.04407747	BHR	Bahrain	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	48	50.5490754	26.04407747	BHR	Bahrain	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	48	50.5490754	26.04407747	BHR	Bahrain	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	50	89.17660788	22.86961622	BGD	Bangladesh	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	50	89.17660788	22.86961622	BGD	Bangladesh	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	50	89.17660788	22.86961622	BGD	Bangladesh	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	51	44.93839317	40.29499741	ARM	Armenia	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2.7	2015	2.7	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	51	44.93839317	40.29499741	ARM	Armenia	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	2	2015	2	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	51	44.93839317	40.29499741	ARM	Armenia	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	3.4	2015	3.4	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	52	-59.5346489	13.13648273	BRB	Barbados	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	52	-59.5346489	13.13648273	BRB	Barbados	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	52	-59.5346489	13.13648273	BRB	Barbados	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	56	4.660976456	50.64104975	BEL	Belgium	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	56	4.660976456	50.64104975	BEL	Belgium	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	56	4.660976456	50.64104975	BEL	Belgium	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	60	-64.78155012	32.27881922	BMU	Bermuda	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	60	-64.78155012	32.27881922	BMU	Bermuda	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	60	-64.78155012	32.27881922	BMU	Bermuda	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	64	90.45098484	27.39598568	BTN	Bhutan	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	64	90.45098484	27.39598568	BTN	Bhutan	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	64	90.45098484	27.39598568	BTN	Bhutan	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1.4	2015	1.4	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	0.9	2015	0.9	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	1.9	2015	1.9	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	72	23.81380223	-22.18810073	BWA	Botswana	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	35	2015	35	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	72	23.81380223	-22.18810073	BWA	Botswana	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	32.4	2015	32.4	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	72	23.81380223	-22.18810073	BWA	Botswana	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	37.6	2015	37.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	76	-53.08432878	-10.77668561	BRA	Brazil	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.3	2015	0.3	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	76	-53.08432878	-10.77668561	BRA	Brazil	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	0.3	2015	0.3	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	76	-53.08432878	-10.77668561	BRA	Brazil	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	0.3	2015	0.3	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	84	-88.70199554	17.19965901	BLZ	Belize	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	84	-88.70199554	17.19965901	BLZ	Belize	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	84	-88.70199554	17.19965901	BLZ	Belize	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	100	25.23763153	42.75731323	BGR	Bulgaria	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	100	25.23763153	42.75731323	BGR	Bulgaria	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	100	25.23763153	42.75731323	BGR	Bulgaria	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	104	96.51752295	21.19332882	MMR	Myanmar	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2.1	2015	2.1	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	104	96.51752295	21.19332882	MMR	Myanmar	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	1.5	2015	1.5	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	104	96.51752295	21.19332882	MMR	Myanmar	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	2.7	2015	2.7	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	108	29.89080992	-3.366387428	BDI	Burundi	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	108	29.89080992	-3.366387428	BDI	Burundi	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	108	29.89080992	-3.366387428	BDI	Burundi	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	112	28.04940161	53.54193075	BLR	Belarus	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.6	2015	0.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	112	28.04940161	53.54193075	BLR	Belarus	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	0.3	2015	0.3	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	112	28.04940161	53.54193075	BLR	Belarus	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	0.9	2015	0.9	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	116	104.922836	12.71163737	KHM	Cambodia	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	14.6	2015	14.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	116	104.922836	12.71163737	KHM	Cambodia	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	13.3	2015	13.3	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	116	104.922836	12.71163737	KHM	Cambodia	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	15.9	2015	15.9	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	120	12.7419827	5.692387031	CMR	Cameroon	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	27.6	2015	27.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	120	12.7419827	5.692387031	CMR	Cameroon	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	25.6	2015	25.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	120	12.7419827	5.692387031	CMR	Cameroon	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	29.6	2015	29.6	Food and Agriculture Organisation of the United Nations (FAO)	G
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	124	-101.6575058	57.72360191	CAN	Canada	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.6	2015	0.6	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	124	-101.6575058	57.72360191	CAN	Canada	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	0.6	2015	0.6	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	124	-101.6575058	57.72360191	CAN	Canada	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	0.6	2015	0.6	Food and Agriculture Organisation of the United Nations (FAO)	CA
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	140	20.93559492	7.003720791	CAF	Central African Republic	1	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					
2017.Q2.G.01	AG_PRD_FIESS	Estimated prevalence of severe food insecurity in the population	140	20.93559492	7.003720791	CAF	Central African Republic	2	15+	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB					
