geoAreaCode	years	Age	Freq	Sex	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
8	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	20.06660928	41.13897007	6	ALB	Albania					
8	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	20.06660928	41.13897007	6	ALB	Albania					
10	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	21.47585697	-80.40897662	13	ATA	Antarctica					
12	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
12	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
12	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
12	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
12	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
12	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	2.678164227	28.15940032	66	DZA	Algeria					
16	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-170.7187269	-14.30587306	12	ASM	American Samoa					
20	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
20	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
20	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
20	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
20	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
20	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	1.576257417	42.54548611	7	AND	Andorra					
24	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
24	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
24	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
24	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
24	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
24	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	17.57817062	-12.33724746	3	AGO	Angola					
28	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
28	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
28	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
28	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
28	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
28	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda					
31	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.01064725	40.39229544	19	AZE	Azerbaijan					
32	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
32	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
32	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
32	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
32	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
32	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-65.14563274	-35.19446255	10	ARG	Argentina					
36	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
36	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
36	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
36	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
36	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
36	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	134.3499412	-25.57717202	17	AUS	Australia					
40	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	41.9	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
40	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	48.2	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
40	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	44	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
40	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	48.7	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
40	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	39.9	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
40	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	14.14172472	47.58704857	18	AUT	Austria	47.6	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
44	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
44	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
44	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
44	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
44	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
44	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-78.05111663	24.69546597	27	BHS	Bahamas					
48	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
48	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
48	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
48	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
48	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
48	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	50.5490754	26.04407747	26	BHR	Bahrain					
50	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
50	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
50	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
50	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
50	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
50	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	89.17660788	22.86961622	24	BGD	Bangladesh					
51	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
51	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
51	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
51	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
51	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
51	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	44.93839317	40.29499741	11	ARM	Armenia					
52	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
52	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
52	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
52	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
52	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
52	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-59.5346489	13.13648273	35	BRB	Barbados					
56	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	40.5	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
56	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	37.7	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
56	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	41.2	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
56	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	38.6	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
56	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	39.8	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
56	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	4.660976456	50.64104975	21	BEL	Belgium	36.9	Float		Eurostat.  Adult Education Survey (AES), waves 2007 and 20011	C
60	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
60	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
60	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
60	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
60	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
60	2011	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	-64.78155012	32.27881922	32	BMU	Bermuda					
64	2007	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90.45098484	27.39598568	37	BTN	Bhutan					
64	2011	25-64	ANNUAL	BOTHSEX	PERCENT	1	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90.45098484	27.39598568	37	BTN	Bhutan					
64	2007	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90.45098484	27.39598568	37	BTN	Bhutan					
64	2011	25-64	ANNUAL	MALE	PERCENT	2	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90.45098484	27.39598568	37	BTN	Bhutan					
64	2007	25-64	ANNUAL	FEMALE	PERCENT	3	2017.Q2.G.01	SE_ADT_EDUCTRN	Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months	90.45098484	27.39598568	37	BTN	Bhutan					
