series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	NUMBER	215	232	93	333	754	240	236	152	165	1558	196	124	181	152	130	320	224	259	298	324	451	544	236	219	329	248		258	2015	248	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	NUMBER							190						1		1			1		152		59	2	4	4			3.33333333333333	2014	4	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	NUMBER	9							44				1			1						3								2010	3	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	NUMBER	16	60	19	15	28	13	57	20	14	12	8	2	18	1	9	9	7	30	9	28	41	11	14	12	10	8	11	11	2016	11	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	NUMBER			2			1			11	1			2					2			5	5	3	2				2.5	2013	2	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	NUMBER	15	104	83	101	115	15	6	13	23	38	22																		2000	22	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	NUMBER	149	165	228	401	217	67	287	321	428	187	201	162	355	164	44	64	51	30	160	58	133	435	685	589	513	486	860	626.6	2016	860	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	NUMBER	5	7	13	2	4	82	13	13	638	9	22	1818	7	3	12	185	68	22	67	77	48	61	20	6	21	4		12.75	2015	4	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	NUMBER		2	3921	10	40	185	177	441	133	2	152	96	146	730	335	548	1840	181	151	6	62								2010	62	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	NUMBER	3	1	2	50				53	1	36	7	2	7	31	36	3	8	83	14	28	3	1	25					25	2012	25	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	NUMBER								8	31									20											2007	20	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	NUMBER	121	25	10	6	88	2	22	8	1	31	18	8	9	15	140	50	129	21	25	57	69	185	28					28	2012	28	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	NUMBER		2	3	4				10			2		1				1		2	1	1			4				4	2013	4	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	NUMBER										1																			1999	1	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	NUMBER		9													33	2		1											2007	1	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	NUMBER			1					228					1		4														2004	4	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	NUMBER	348	74	158	146	80	77	153	94	367	83	110	57	133	73	55	498	68	37	97	62	256	97	86	66				76	2013	66	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	NUMBER	3	1				12		5	3					2	3	34	12	5	8	8	3	12	4	3				3.5	2013	3	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	NUMBER	6		5	229		102	9		9449	40	2	41	54	13	19	90	22	6	478	18	138	634	974	89				531.5	2013	89	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	356	79.3608464	22.34642074	IND	India	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	NUMBER	438	122	4944	40	879	233	420	2	487	3492	875	22	634	2012	168853	2012	7411	942	470	1967	1770	691	399	706	437			514	2014	437	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	NUMBER	40372	1154	725	1384	785	973	758	3350	1158	938	609	1858	1268	26661	522	634	304	356	404	77	90	6							2011	6	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	NUMBER	5			14	4	1			19	4		2	46	29	22	9	45	6	16	52	17	21	1					1	2012	1	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	NUMBER	1	10	27		44	1	1				9	3		11				5	13		5	3							2011	3	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	NUMBER													77	7		11	17	11	62	282	148	36	24	172	224	723	582	345	2016	582	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	NUMBER																																
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	NUMBER			4		12		9	15		40	40	4	4	117	7	19	16	25	45	59	50	28	19					19	2012	19	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
2017.Q2.G.01	VC_DSR_MORT	Number of deaths due to disaster, total (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	NUMBER	1	3	45				1	4		1	1	8		2	3	1	5		4				1	1				1	2013	1	UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	C
