geoAreaCode	years	Freq	Sex	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
12	2010	ANNUAL	FEMALE	PER_100000_POP	1	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.378	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2015	ANNUAL	FEMALE	PER_100000_POP	1	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.198	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2000	ANNUAL	MALE	PER_100000_POP	2	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.958	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2005	ANNUAL	MALE	PER_100000_POP	2	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	5.201	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2010	ANNUAL	MALE	PER_100000_POP	2	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	5.380	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2015	ANNUAL	MALE	PER_100000_POP	2	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	4.957	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.006	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.644	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.394	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
12	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	2.678164227	28.15940032	66	DZA	Algeria	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.089	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
16	2000	ANNUAL	FEMALE	PER_100000_POP	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2005	ANNUAL	FEMALE	PER_100000_POP	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2010	ANNUAL	FEMALE	PER_100000_POP	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2015	ANNUAL	FEMALE	PER_100000_POP	1	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2000	ANNUAL	MALE	PER_100000_POP	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2005	ANNUAL	MALE	PER_100000_POP	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2010	ANNUAL	MALE	PER_100000_POP	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2015	ANNUAL	MALE	PER_100000_POP	2	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	-170.7187269	-14.30587306	12	ASM	American Samoa							
16	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	-170.7187269	-14.30587306	12	ASM	American Samoa							
20	2000	ANNUAL	FEMALE	PER_100000_POP	1	1.576257417	42.54548611	7	AND	Andorra							
20	2005	ANNUAL	FEMALE	PER_100000_POP	1	1.576257417	42.54548611	7	AND	Andorra							
20	2010	ANNUAL	FEMALE	PER_100000_POP	1	1.576257417	42.54548611	7	AND	Andorra							
20	2015	ANNUAL	FEMALE	PER_100000_POP	1	1.576257417	42.54548611	7	AND	Andorra							
20	2000	ANNUAL	MALE	PER_100000_POP	2	1.576257417	42.54548611	7	AND	Andorra							
20	2005	ANNUAL	MALE	PER_100000_POP	2	1.576257417	42.54548611	7	AND	Andorra							
20	2010	ANNUAL	MALE	PER_100000_POP	2	1.576257417	42.54548611	7	AND	Andorra							
20	2015	ANNUAL	MALE	PER_100000_POP	2	1.576257417	42.54548611	7	AND	Andorra							
20	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	1.576257417	42.54548611	7	AND	Andorra							
20	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	1.576257417	42.54548611	7	AND	Andorra							
20	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	1.576257417	42.54548611	7	AND	Andorra							
20	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	1.576257417	42.54548611	7	AND	Andorra							
24	2000	ANNUAL	FEMALE	PER_100000_POP	1	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	9.291	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2005	ANNUAL	FEMALE	PER_100000_POP	1	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	10.582	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2010	ANNUAL	FEMALE	PER_100000_POP	1	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	11.456	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2015	ANNUAL	FEMALE	PER_100000_POP	1	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	11.588	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2000	ANNUAL	MALE	PER_100000_POP	2	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	27.750	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2005	ANNUAL	MALE	PER_100000_POP	2	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	29.674	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2010	ANNUAL	MALE	PER_100000_POP	2	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	30.007	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2015	ANNUAL	MALE	PER_100000_POP	2	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	29.504	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	18.396	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20.021	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20.647	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
24	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	20.478	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	M
28	2000	ANNUAL	FEMALE	PER_100000_POP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.067	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2005	ANNUAL	FEMALE	PER_100000_POP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.000	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2010	ANNUAL	FEMALE	PER_100000_POP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.000	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2015	ANNUAL	FEMALE	PER_100000_POP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.000	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2000	ANNUAL	MALE	PER_100000_POP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	4.864	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2005	ANNUAL	MALE	PER_100000_POP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.382	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2010	ANNUAL	MALE	PER_100000_POP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.475	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2015	ANNUAL	MALE	PER_100000_POP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.000	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	2.317	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.615	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.227	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
28	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.000	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	CA
31	2000	ANNUAL	FEMALE	PER_100000_POP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	0.927	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2005	ANNUAL	FEMALE	PER_100000_POP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.307	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2010	ANNUAL	FEMALE	PER_100000_POP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.319	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2015	ANNUAL	FEMALE	PER_100000_POP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	1.219	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2000	ANNUAL	MALE	PER_100000_POP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	4.200	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2005	ANNUAL	MALE	PER_100000_POP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	5.530	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2010	ANNUAL	MALE	PER_100000_POP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	5.823	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2015	ANNUAL	MALE	PER_100000_POP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	5.337	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2000	ANNUAL	BOTHSEX	PER_100000_POP	3	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	2.527	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2005	ANNUAL	BOTHSEX	PER_100000_POP	3	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.387	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2010	ANNUAL	BOTHSEX	PER_100000_POP	3	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.552	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
31	2015	ANNUAL	BOTHSEX	PER_100000_POP	3	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_STA_SCIDE	Suicide mortality rate, total and by sex (deaths per 100,000 population)	3.269	Float		Global Health Estimates 2015: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2015. Geneva, World Health Organization; 2016.	E
