geoAreaCode	years	Age	Freq	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
8	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	9.235341	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	13.81439	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	19.24198	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	28.37121	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	32.56261	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	33.68426	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	34.90691	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	35.43926	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	35.2002	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	34.57135	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
8	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	20.06660928	41.13897007	6	ALB	Albania	35.09911	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
10	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	21.47585697	-80.40897662	13	ATA	Antarctica					
12	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	1.261233	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	1.496023	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	2.375364	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	3.703074	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	4.184965	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	5.310394	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	5.907585	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	6.084373	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	6.19587	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	6.500538	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	7.491266	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
12	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	2.678164227	28.15940032	66	DZA	Algeria	8.265656	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
16	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
16	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-170.7187269	-14.30587306	12	ASM	American Samoa					
20	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
20	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	1.576257417	42.54548611	7	AND	Andorra					
24	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	0.946407	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	1.61192	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	3.382393	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	4.915366	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	6.984767	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	9.366832	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	11.71605	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	14.32656	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	17.11494	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	19.14666	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	20.49139	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
24	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	17.57817062	-12.33724746	3	AGO	Angola	21.19263	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	53.01864	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	65.9051	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	64.88213	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	62.17786	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	69.1574	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	71.1305	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	74.59323	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	76.43974	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	78.22607	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2013	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	82.92242	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2014	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	80.19831	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
28	2015	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	77.56615	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2004	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2005	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan					
31	2006	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	17.00431	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2007	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	20.27845	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2008	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	22.62817	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2009	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	24.61058	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2010	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	27.04553	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2011	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	29.90811	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
31	2012	15+	ANNUAL	PER_100000_POP	1	2017.Q2.G.01	FB_ATM_TOTL	Number of automated teller machines (ATMs) per 100,000 adults	50.01064725	40.39229544	19	AZE	Azerbaijan	31.21332	Float		Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
