series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2012	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	44	-78.05111663	24.69546597	BHS	Bahamas	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	48	50.5490754	26.04407747	BHR	Bahrain	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	48	50.5490754	26.04407747	BHR	Bahrain	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	48	50.5490754	26.04407747	BHR	Bahrain	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	50	89.17660788	22.86961622	BGD	Bangladesh	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	50	89.17660788	22.86961622	BGD	Bangladesh	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	50	89.17660788	22.86961622	BGD	Bangladesh	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	51	44.93839317	40.29499741	ARM	Armenia	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	51	44.93839317	40.29499741	ARM	Armenia	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	51	44.93839317	40.29499741	ARM	Armenia	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	52	-59.5346489	13.13648273	BRB	Barbados	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	52	-59.5346489	13.13648273	BRB	Barbados	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	52	-59.5346489	13.13648273	BRB	Barbados	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	56	4.660976456	50.64104975	BEL	Belgium	1	16-65	ANNUAL	BOTHSEX	PERCENT	96.886914		96.886914	2012	96.886914	Programme for the International Assessment of Adult Competencies (PIAAC)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	56	4.660976456	50.64104975	BEL	Belgium	2	16-65	ANNUAL	MALE	PERCENT	97.1801626566		97.1801626566	2012	97.1801626566	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	56	4.660976456	50.64104975	BEL	Belgium	3	16-65	ANNUAL	FEMALE	PERCENT	96.5868386466		96.5868386466	2012	96.5868386466	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	60	-64.78155012	32.27881922	BMU	Bermuda	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	60	-64.78155012	32.27881922	BMU	Bermuda	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	60	-64.78155012	32.27881922	BMU	Bermuda	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	64	90.45098484	27.39598568	BTN	Bhutan	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	64	90.45098484	27.39598568	BTN	Bhutan	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	64	90.45098484	27.39598568	BTN	Bhutan	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	72	23.81380223	-22.18810073	BWA	Botswana	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	72	23.81380223	-22.18810073	BWA	Botswana	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	72	23.81380223	-22.18810073	BWA	Botswana	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	76	-53.08432878	-10.77668561	BRA	Brazil	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	76	-53.08432878	-10.77668561	BRA	Brazil	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	76	-53.08432878	-10.77668561	BRA	Brazil	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	84	-88.70199554	17.19965901	BLZ	Belize	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	84	-88.70199554	17.19965901	BLZ	Belize	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	84	-88.70199554	17.19965901	BLZ	Belize	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	100	25.23763153	42.75731323	BGR	Bulgaria	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	100	25.23763153	42.75731323	BGR	Bulgaria	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	100	25.23763153	42.75731323	BGR	Bulgaria	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	104	96.51752295	21.19332882	MMR	Myanmar	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	104	96.51752295	21.19332882	MMR	Myanmar	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	104	96.51752295	21.19332882	MMR	Myanmar	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	108	29.89080992	-3.366387428	BDI	Burundi	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	108	29.89080992	-3.366387428	BDI	Burundi	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	108	29.89080992	-3.366387428	BDI	Burundi	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	112	28.04940161	53.54193075	BLR	Belarus	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	112	28.04940161	53.54193075	BLR	Belarus	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	112	28.04940161	53.54193075	BLR	Belarus	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	116	104.922836	12.71163737	KHM	Cambodia	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	116	104.922836	12.71163737	KHM	Cambodia	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	116	104.922836	12.71163737	KHM	Cambodia	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	120	12.7419827	5.692387031	CMR	Cameroon	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	120	12.7419827	5.692387031	CMR	Cameroon	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	120	12.7419827	5.692387031	CMR	Cameroon	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	124	-101.6575058	57.72360191	CAN	Canada	1	16-65	ANNUAL	BOTHSEX	PERCENT	94.040236		94.040236	2012	94.040236	Programme for the International Assessment of Adult Competencies (PIAAC)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	124	-101.6575058	57.72360191	CAN	Canada	2	16-65	ANNUAL	MALE	PERCENT	94.9111208901		94.9111208901	2012	94.9111208901	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	124	-101.6575058	57.72360191	CAN	Canada	3	16-65	ANNUAL	FEMALE	PERCENT	93.0232926559		93.0232926559	2012	93.0232926559	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	16-65	ANNUAL	FEMALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	140	20.93559492	7.003720791	CAF	Central African Republic	1	16-65	ANNUAL	BOTHSEX	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	140	20.93559492	7.003720791	CAF	Central African Republic	2	16-65	ANNUAL	MALE	PERCENT							
2017.Q2.G.01	SE_ADT_NMRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional literacy skills	140	20.93559492	7.003720791	CAF	Central African Republic	3	16-65	ANNUAL	FEMALE	PERCENT							
