series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	FEMALE	PERCENT										14.930556								2009	14.930556	Pilot Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	MALE	PERCENT										5.138889								2009	5.138889	Pilot Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	FEMALE	PERCENT			19.166667								17.430556							2010	17.430556	2009-2010 Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	MALE	PERCENT			10.347222								8.888889							2010	8.888889	2009-2010 Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	FEMALE	PERCENT																16.944444	16.944444	2015	16.944444	Time use survey in Belarus	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	MALE	PERCENT																8.819444	8.819444	2015	8.819444	Time use survey in Belarus	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	FEMALE	PERCENT						13.75					13.472222							2010	13.472222	General Social Survey 2010 - Cycle 24- Time Use	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	MALE	PERCENT						8.75					9.097222							2010	9.097222	General Social Survey 2010 - Cycle 24- Time Use	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	140	20.93559492	7.003720791	CAF	Central African Republic	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	148	18.66618401	15.36279341	TCD	Chad	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	FEMALE	PERCENT									12.638889							15.555556	15.555556	2015	15.555556	Time Use Survey 2015	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	152	-71.23029019	-35.2652885	CHL	Chile	2	ANNUAL	MALE	PERCENT									4.375							7.013889	7.013889	2015	7.013889	Time Use Survey 2015	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	FEMALE	PERCENT									13.958333									2008	13.958333	Time Use Survey in China	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	156	104.1403375	32.30955217	CHN	China	2	ANNUAL	MALE	PERCENT									5.416667									2008	5.416667	Time Use Survey in China	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	FEMALE	PERCENT													16.388889				16.388889	2012	16.388889	Module in the Integrated Survey of Households	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	170	-73.07446751	3.888209046	COL	Colombia	2	ANNUAL	MALE	PERCENT													4.722222				4.722222	2012	4.722222	Module in the Integrated Survey of Households	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	174	43.34234565	-11.66121732	COM	Comoros	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	175	45.14015057	-12.82217691	MYT	Mayotte	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	178	15.22052612	-0.840544119	COG	Congo	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	FEMALE	PERCENT					21.666667							18.263889					18.263889	2011	18.263889	Time-use Survey in the Greater Metropolitan Area	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ANNUAL	MALE	PERCENT					5.694444							7.5					7.5	2011	7.5	Time-use Survey in the Greater Metropolitan Area	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	191	17.95874553	45.45172212	HRV	Croatia	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	192	-79.54460144	22.10030366	CUB	Cuba	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	196	33.22285964	35.05659437	CYP	Cyprus	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	203	15.33151382	49.73913871	CZE	Czechia	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	204	2.339933594	9.65401646	BEN	Benin	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	FEMALE	PERCENT										12.361111								2009	12.361111	Danish Time-Use and Consumption Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	208	9.326571283	56.03829721	DNK	Denmark	2	ANNUAL	MALE	PERCENT										9.375								2009	9.375	Danish Time-Use and Consumption Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	212	-61.3493756	15.43391378	DMA	Dominica	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	FEMALE	PERCENT													15.555556				15.555556	2012	15.555556	Time Use Module in ENEMDU	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ANNUAL	MALE	PERCENT													3.888889				3.888889	2012	3.888889	Time Use Module in ENEMDU	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	222	-88.86862995	13.73603564	SLV	El Salvador	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	FEMALE	PERCENT														16.041667			16.041667	2013	16.041667	Ethiopian Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	231	39.63505296	8.631223181	ETH	Ethiopia	2	ANNUAL	MALE	PERCENT														6.041667			6.041667	2013	6.041667	Ethiopian Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	232	38.11074289	16.12894644	ERI	Eritrea	2	ANNUAL	MALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	FEMALE	PERCENT	17.777778										15.069444							2010	15.069444	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	233	25.84093481	58.68487172	EST	Estonia	2	ANNUAL	MALE	PERCENT	10.625										10							2010	10	Time Use Survey	CA
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	FEMALE	PERCENT																					
2017.Q2.G.01	SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ANNUAL	MALE	PERCENT																					
