series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	348	19.41221519	47.1651448	HUN	Hungary	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	352	-19.02116966	64.79134763	ISL	Iceland	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	356	79.3608464	22.34642074	IND	India	1	15-49	ANNUAL	FEMALE	PERCENT					61.7		69.1		63.9								72		72	2016	72	India 2015-2016 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	360	113.9174	-0.994582204	IDN	Indonesia	1	15-49	ANNUAL	FEMALE	PERCENT				77.1					77				79			78.8			78.8	2015	78.8	Indonesia 2015 PMA2020 Round 1	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15-49	ANNUAL	FEMALE	PERCENT												68.6								2011	68.6	Iran (Islamic Republic of) 2010 Multiple-Indicator Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	368	43.76606267	33.05013795	IRQ	Iraq	1	15-49	ANNUAL	FEMALE	PERCENT												59.3								2011	59.3	Iraq 2011 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	372	-7.121425272	53.25274054	IRL	Ireland	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	376	34.62277992	31.06164552	ISR	Israel	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	380	12.57022427	42.79917282	ITA	Italy	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15-49	ANNUAL	FEMALE	PERCENT													30.9							2012	30.9	Côte d'Ivoire 2011-2012 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	388	-77.31068409	18.15616857	JAM	Jamaica	1	15-49	ANNUAL	FEMALE	PERCENT				82						82.9										2009	82.9	Jamaica 2008 Reproductive and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	392	139.2716103	36.6554539	JPN	Japan	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15-49	ANNUAL	FEMALE	PERCENT												79.6								2011	79.6	Kazakhstan 2010-2011 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	400	37.13024774	30.65365973	JOR	Jordan	1	15-49	ANNUAL	FEMALE	PERCENT			58.3					59.1		57.8			58							2012	58	Jordan 2012 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	404	37.86096816	0.534797278	KEN	Kenya	1	15-49	ANNUAL	FEMALE	PERCENT				47.2						55.4					70.5	76.2			73.35	2015	76.2	Kenya 2015 PMA Round 4	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15-49	ANNUAL	FEMALE	PERCENT											76.7				89.8				89.8	2014	89.8	Democratic People's Republic of Korea 2014 Socio Economic Demographic Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	414	47.49305029	29.53949468	KWT	Kuwait	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15-49	ANNUAL	FEMALE	PERCENT													62.1							2012	62.1	Kyrgyzstan 2012 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15-49	ANNUAL	FEMALE	PERCENT	40.3					53.3							61.3							2012	61.3	Lao People's Democratic Republic 2011-2012 Social Indicator Survey (MICS/DHS)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	422	35.89391711	33.92152458	LBN	Lebanon	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	426	28.25362195	-29.58041814	LSO	Lesotho	1	15-49	ANNUAL	FEMALE	PERCENT						51.5					64.9				76.1				76.1	2014	76.1	Lesotho 2014 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	428	26.42461876	56.64196636	LVA	Latvia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	430	-9.311879038	6.448381009	LBR	Liberia	1	15-49	ANNUAL	FEMALE	PERCENT								21.9						37.2					37.2	2013	37.2	Liberia 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	434	18.0295985	27.04042819	LBY	Libya	1	15-49	ANNUAL	FEMALE	PERCENT								29.6												2007	29.6	Libya 2007 Family Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	440	23.90517807	55.33680309	LTU	Lithuania	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	442	6.092656563	49.77679538	LUX	Luxembourg	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	450	46.6982339	-19.38514785	MDG	Madagascar	1	15-49	ANNUAL	FEMALE	PERCENT					35.5					49.6										2009	49.6	Madagascar 2008-2009 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	454	33.4884625	-13.40819859	MWI	Malawi	1	15-49	ANNUAL	FEMALE	PERCENT	43.1					44.7					58.4				73.6		74.6		74.1	2016	74.6	Malawi 2015-2016 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	458	116.8346314	5.452415309	MYS	Malaysia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	462	73.09672546	-0.614385021	MDV	Maldives	1	15-49	ANNUAL	FEMALE	PERCENT										42.7										2009	42.7	Maldives 2009 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	466	-3.522016039	17.35311254	MLI	Mali	1	15-49	ANNUAL	FEMALE	PERCENT		18.3					19.3							27.3		48.1			37.7	2015	48.1	Mali 2015 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	470	14.44617519	35.89194275	MLT	Malta	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	474	-60.91544135	14.56086108	MTQ	Martinique	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	478	-10.33187259	20.26089546	MRT	Mauritania	1	15-49	ANNUAL	FEMALE	PERCENT		13.5										23.8				30.4			30.4	2015	30.4	Mauritania 2015 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	480	57.568022	-20.28581998	MUS	Mauritius	1	15-49	ANNUAL	FEMALE	PERCENT			49.6												40.8				40.8	2014	40.8	Mauritius 2014 Contraceptive Prevalence Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	484	-102.5148166	23.93378032	MEX	Mexico	1	15-49	ANNUAL	FEMALE	PERCENT				82.1			80.2			81.9						80.9			80.9	2015	80.9	Mexico 2015 Encuesta Nacional de Niños, Niñas y Mujeres	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	492	7.424214814	43.73532918	MCO	Monaco	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	496	103.0728057	46.83892054	MNG	Mongolia	1	15-49	ANNUAL	FEMALE	PERCENT				79.3					71.3		65.3			68.3					68.3	2013	68.3	Mongolia 2013 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15-49	ANNUAL	FEMALE	PERCENT						55.4							60.4							2012	60.4	Moldova 2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	499	19.25214024	42.78717043	MNE	Montenegro	1	15-49	ANNUAL	FEMALE	PERCENT														34.1					34.1	2013	34.1	Montenegro 2013 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	500	-62.19261223	16.73558313	MSR	Montserrat	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	504	-6.281942841	31.8440131	MAR	Morocco	1	15-49	ANNUAL	FEMALE	PERCENT					73.2							74.8								2011	74.8	Morocco 2011 Enquête Nationale sur la Population et la Santé Familiale	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15-49	ANNUAL	FEMALE	PERCENT					46.8							28.2								2011	28.2	Mozambique 2011 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	512	57.87743482	21.98805614	OMN	Oman	1	15-49	ANNUAL	FEMALE	PERCENT									19.1											2008	19.1	Oman 2008 Reproductive Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	516	17.21907885	-22.13817068	NAM	Namibia	1	15-49	ANNUAL	FEMALE	PERCENT	63							70.6						75.1					75.1	2013	75.1	Namibia 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	520	166.92313	-0.528742623	NRU	Nauru	1	15-49	ANNUAL	FEMALE	PERCENT								42.5												2007	42.5	Nauru 2007 Demographic Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	524	83.94678863	28.25866332	NPL	Nepal	1	15-49	ANNUAL	FEMALE	PERCENT		52.8					60.8					56								2011	56	Nepal 2011 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	528	5.331480568	51.86728884	NLD	Netherlands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	531	-68.95033464	12.15058042	CUW	Curaçao	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	533	-69.97050586	12.50878756	ABW	Aruba	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	540	165.5067368	-21.41742531	NCL	New Caledonia	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	548	167.0679779	-15.34445547	VUT	Vanuatu	1	15-49	ANNUAL	FEMALE	PERCENT														50.7					50.7	2013	50.7	Vanuatu 2013 Demographic and Health Survey – MICS	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	554	170.4755673	-43.98721568	NZL	New Zealand	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	558	-85.03060315	12.84210839	NIC	Nicaragua	1	15-49	ANNUAL	FEMALE	PERCENT		79.4						84					89.8							2012	89.8	Nicaragua 2011-2012 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	562	9.400167877	17.42143036	NER	Niger	1	15-49	ANNUAL	FEMALE	PERCENT							35.5						40.8				35.3		35.3	2016	35.3	Niger 2016 PMA Round 1	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	566	8.097363256	9.585789025	NGA	Nigeria	1	15-49	ANNUAL	FEMALE	PERCENT				27.2					27.9			28.8					32.5		32.5	2016	32.5	Nigeria 2016 PMA Round 1	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	570	-169.8601693	-19.05000475	NIU	Niue	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	578	11.47846389	61.34311134	NOR	Norway	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	584	171.0839119	7.110213497	MHL	Marshall Islands	1	15-49	ANNUAL	FEMALE	PERCENT								80.5												2007	80.5	Marshall Islands 2007 Demographic Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	585	134.5733878	7.502307591	PLW	Palau	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	586	68.80479684	29.36491634	PAK	Pakistan	1	15-49	ANNUAL	FEMALE	PERCENT		33.3						39.6						47					47	2013	47	Pakistan 2012-2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	591	-81.26616623	8.450965746	PAN	Panama	1	15-49	ANNUAL	FEMALE	PERCENT														75.9					75.9	2013	75.9	Panama 2013 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	15-49	ANNUAL	FEMALE	PERCENT								40.6												2007	40.6	Papua New Guinea 2006 Demographic and Health Survey (national)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	600	-60.54854225	-21.70216237	PRY	Paraguay	1	15-49	ANNUAL	FEMALE	PERCENT					76.2				84.1											2008	84.1	Paraguay 2008 Encuesta Nacional de Demografía y Salud Sexual y Reproductiva	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	604	-71.82093277	-13.58939705	PER	Peru	1	15-49	ANNUAL	FEMALE	PERCENT	60.6								57.8	62.2	62.2	62.8	62	61.8	62.7				62.25	2014	62.7	Peru 2014 Demographic and Health Survey (Continuous)	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	608	120.8601418	14.16591706	PHL	Philippines	1	15-49	ANNUAL	FEMALE	PERCENT				46.6					46.8			54		51.5					51.5	2013	51.5	Philippines 2013 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	616	19.40660158	52.1226733	POL	Poland	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	620	-7.961599811	39.68509315	PRT	Portugal	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	15-49	ANNUAL	FEMALE	PERCENT											64.9				37.6				37.6	2014	37.6	Guinea-Bissau 2014 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	15-49	ANNUAL	FEMALE	PERCENT				62.3							38.3									2010	38.3	Timor-Leste 2009-2010 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	634	51.19152467	25.28355379	QAT	Qatar	1	15-49	ANNUAL	FEMALE	PERCENT													68.9							2012	68.9	Qatar 2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	638	55.53171398	-21.13183266	REU	Réunion	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	642	24.98481009	45.83893563	ROU	Romania	1	15-49	ANNUAL	FEMALE	PERCENT					46.5															2004	46.5	Romania 2004 Reproductive and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	643	99.01404926	61.61899849	RUS	Russian Federation	1	15-49	ANNUAL	FEMALE	PERCENT												72.4								2011	72.4	Russian Federation 2011 Reproductive Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	646	29.92310194	-1.999842114	RWA	Rwanda	1	15-49	ANNUAL	FEMALE	PERCENT	11.5					17.4						61.5				65.9			65.9	2015	65.9	Rwanda 2014-2015 Demographic and Health Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	660	-63.05651612	18.21525315	AIA	Anguilla	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	15-49	ANNUAL	FEMALE	PERCENT													72.4							2012	72.4	Saint Lucia 2012 Multiple Indicator Cluster Survey	C
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	674	12.46329038	43.93841766	SMR	San Marino	1	15-49	ANNUAL	FEMALE	PERCENT																							
2017.Q2.G.01	SH_FPL_MTMM	Proportion of women married or in a union of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	15-49	ANNUAL	FEMALE	PERCENT										44.3					50.3				50.3	2014	50.3	Sao Tome and Principe 2014 Multiple Indicator Cluster Survey	C
