series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Location	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	12	2.678164227	28.15940032	DZA	Algeria	2	ANNUAL	ALLAREA	PERCENT	21.18107	21.06416	20.94397	20.82061	20.69412	20.56465	20.43214	20.29674	20.15839	20.01825	19.87628	19.73263	19.58749	19.44095	19.29315	19.14422	19.439688	2015	19.14422	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	12	2.678164227	28.15940032	DZA	Algeria	3	ANNUAL	URBAN	PERCENT	19.42867	19.2593	19.08993	18.92057	18.7512	18.58183	18.41246	18.2431	18.07373	17.90436	17.73499	17.56563	17.39626	17.22689	17.05752	16.88816	17.226892	2015	16.88816	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	16	-170.7187269	-14.30587306	ASM	American Samoa	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	16	-170.7187269	-14.30587306	ASM	American Samoa	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	16	-170.7187269	-14.30587306	ASM	American Samoa	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	20	1.576257417	42.54548611	AND	Andorra	1	ANNUAL	RURAL	PERCENT	6.46286	15.31473	24.16659	33.01846	41.87033	50.7222	59.57407	68.42593	77.2778	86.12967	94.98154	100	100	100	100	100	100	2015	100	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	20	1.576257417	42.54548611	AND	Andorra	2	ANNUAL	ALLAREA	PERCENT	6.46286	15.31473	24.16659	33.01846	41.87033	50.7222	59.57407	68.42593	77.2778	86.12967	94.98154	100	100	100	100	100	100	2015	100	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	20	1.576257417	42.54548611	AND	Andorra	3	ANNUAL	URBAN	PERCENT	6.46286	15.31473	24.16659	33.01846	41.87033	50.7222	59.57407	68.42593	77.2778	86.12967	94.98154	100	100	100	100	100	100	2015	100	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	24	17.57817062	-12.33724746	AGO	Angola	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	24	17.57817062	-12.33724746	AGO	Angola	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	24	17.57817062	-12.33724746	AGO	Angola	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	28	-61.7999755	17.07761471	ATG	Antigua and Barbuda	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	31	50.01064725	40.39229544	AZE	Azerbaijan	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ANNUAL	URBAN	PERCENT	71.15064	71.58501	72.01938	72.45375	72.88813	72.84383	72.80117	72.76013	72.72072	72.68293	72.64677	72.61224	72.57934	72.54806	72.98975	73.37312	72.820502	2015	73.37312	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	32	-65.14563274	-35.19446255	ARG	Argentina	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	32	-65.14563274	-35.19446255	ARG	Argentina	2	ANNUAL	ALLAREA	PERCENT	28.7763	28.61369	28.45541	28.30187	28.15365	28.01109	27.87401	27.74237	27.61599	27.48801	27.35124	27.21996	27.09431	27.00113	26.7425	26.484	26.90838	2015	26.484	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	32	-65.14563274	-35.19446255	ARG	Argentina	3	ANNUAL	URBAN	PERCENT	26.55864	26.46852	26.38293	26.30187	26.22534	26.15334	26.08587	26.02293	25.96453	25.90273	25.8301	25.762	25.69844	25.6394	25.38694	25.13448	25.524252	2015	25.13448	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	36	134.3499412	-25.57717202	AUS	Australia	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	36	134.3499412	-25.57717202	AUS	Australia	2	ANNUAL	ALLAREA	PERCENT	65.4521	65.4521	65.4521	65.4521	65.4521	66.2486	67.0451	67.8416	68.6381	69.4346	70.2311	71.0276	71.8241	72.6206	73.4171	74.2136	72.6206	2015	74.2136	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	36	134.3499412	-25.57717202	AUS	Australia	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	RURAL	PERCENT	92.16402	92.16403	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	92.16404	2015	92.16404	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	40	14.14172472	47.58704857	AUT	Austria	2	ANNUAL	ALLAREA	PERCENT	96.78213	96.7822	96.78256	96.78208	96.78147	96.78086	96.78018	96.77957	96.77896	96.77834	96.77766	96.77705	96.77644	96.7768	96.77822	96.78062	96.777826	2015	96.78062	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	40	14.14172472	47.58704857	AUT	Austria	3	ANNUAL	URBAN	PERCENT	99.18242	99.18242	99.18242	99.18106	99.17949	99.17792	99.17636	99.17479	99.17322	99.17165	99.17008	99.16852	99.16695	99.16538	99.16381	99.16224	99.16538	2015	99.16224	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	44	-78.05111663	24.69546597	BHS	Bahamas	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	44	-78.05111663	24.69546597	BHS	Bahamas	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	48	50.5490754	26.04407747	BHR	Bahrain	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	48	50.5490754	26.04407747	BHR	Bahrain	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	RURAL	PERCENT	15.21333	16.33957	17.46581	18.59205	19.71829	20.84501	21.97173	23.09845	24.22517	25.35189	26.4786	27.60532	28.73204	29.85876	30.98548	32.1122	29.85876	2015	32.1122	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	50	89.17660788	22.86961622	BGD	Bangladesh	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	50	89.17660788	22.86961622	BGD	Bangladesh	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	51	44.93839317	40.29499741	ARM	Armenia	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	51	44.93839317	40.29499741	ARM	Armenia	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	52	-59.5346489	13.13648273	BRB	Barbados	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	52	-59.5346489	13.13648273	BRB	Barbados	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	56	4.660976456	50.64104975	BEL	Belgium	2	ANNUAL	ALLAREA	PERCENT	69.82652	69.8267	69.82688	69.82707	72.09995	74.37282	76.6457	78.91858	81.19136	83.46405	85.73674	88.00943	90.28212	92.55481	94.8275	97.10019	92.55481	2015	97.10019	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	56	4.660976456	50.64104975	BEL	Belgium	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	60	-64.78155012	32.27881922	BMU	Bermuda	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	60	-64.78155012	32.27881922	BMU	Bermuda	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	64	90.45098484	27.39598568	BTN	Bhutan	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	64	90.45098484	27.39598568	BTN	Bhutan	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	2	ANNUAL	ALLAREA	PERCENT	14.76002	15.04981	15.33904	15.62729	15.91459	16.20084	16.48625	16.77063	17.05399	17.33644	17.61789	17.89836	18.17794	18.45645	18.73401	19.01062	18.455476	2015	19.01062	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	3	ANNUAL	URBAN	PERCENT	18.73319	18.95748	19.18176	19.40604	19.63032	19.85461	20.07889	20.30317	20.52746	20.75174	20.97602	21.2003	21.42459	21.64887	21.87315	22.09743	21.648868	2015	22.09743	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	2	ANNUAL	ALLAREA	PERCENT	23.24982	23.23344	23.21717	23.2008	23.20306	23.20545	23.20795	23.21058	23.20865	23.20222	23.19114	23.17504	23.15377	23.12739	23.09552	23.07979	23.126302	2015	23.07979	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	3	ANNUAL	URBAN	PERCENT	11.5296	11.35197	11.17435	10.99672	10.84815	10.69988	10.5519	10.40422	10.25684	10.10976	9.96298	9.81649	9.67031	9.52442	9.37883	9.40937	9.559884	2015	9.40937	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	72	23.81380223	-22.18810073	BWA	Botswana	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	72	23.81380223	-22.18810073	BWA	Botswana	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	74	3.410732868	-54.43295905	BVT	Bouvet Island	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	74	3.410732868	-54.43295905	BVT	Bouvet Island	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	76	-53.08432878	-10.77668561	BRA	Brazil	2	ANNUAL	ALLAREA	PERCENT	26.35305	26.96761	27.60733	28.27599	28.97375	29.7009	30.45783	31.24479	32.06206	32.90965	33.78804	34.69758	35.6377	36.60883	37.61116	38.64487	36.640028	2015	38.64487	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	76	-53.08432878	-10.77668561	BRA	Brazil	3	ANNUAL	URBAN	PERCENT	28.52856	29.06901	29.64484	30.25606	30.90266	31.58464	32.30201	33.05476	33.84289	34.66641	35.52531	36.41959	37.34926	38.31431	39.31475	40.35056	38.349694	2015	40.35056	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	84	-88.70199554	17.19965901	BLZ	Belize	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	84	-88.70199554	17.19965901	BLZ	Belize	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	90	160.1584117	-9.622391719	SLB	Solomon Islands	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	90	160.1584117	-9.622391719	SLB	Solomon Islands	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	92	-64.63294223	18.42256578	VGB	British Virgin Islands	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	92	-64.63294223	18.42256578	VGB	British Virgin Islands	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	96	114.6288563	4.49736984	BRN	Brunei Darussalam	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	96	114.6288563	4.49736984	BRN	Brunei Darussalam	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	100	25.23763153	42.75731323	BGR	Bulgaria	2	ANNUAL	ALLAREA	PERCENT	71.81864	72.11034	72.42938	72.74727	73.06467	71.3355	69.30653	67.2301	65.10638	62.93537	60.71746	58.45268	56.14127	53.78336	51.32635	48.85509	53.71175	2015	48.85509	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	100	25.23763153	42.75731323	BGR	Bulgaria	3	ANNUAL	URBAN	PERCENT	81.32284	81.52403	81.72522	81.92641	82.1276	79.7124	76.94296	74.14312	71.31289	68.45225	65.56121	62.63977	59.68793	56.70569	53.64217	50.57866	56.650844	2015	50.57866	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	104	96.51752295	21.19332882	MMR	Myanmar	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	104	96.51752295	21.19332882	MMR	Myanmar	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	108	29.89080992	-3.366387428	BDI	Burundi	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	108	29.89080992	-3.366387428	BDI	Burundi	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	RURAL	PERCENT	66.47614	66.47614	66.47614	66.47614	67.21539	67.88918	68.49752	69.04041	69.51786	69.92985	70.27639	70.55748	70.77312	70.92331	71.00805	71.02734	70.85786	2015	71.02734	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	112	28.04940161	53.54193075	BLR	Belarus	2	ANNUAL	ALLAREA	PERCENT	81.6946	81.797	81.89851	81.99892	81.72806	81.41601	81.06373	80.6722	80.24247	79.77505	79.27137	78.73132	78.15616	77.54682	76.90436	76.2297	77.513672	2015	76.2297	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	112	28.04940161	53.54193075	BLR	Belarus	3	ANNUAL	URBAN	PERCENT	87.9542	87.9542	87.9542	87.9542	87.16772	86.36961	85.55987	84.73851	83.90553	83.06091	82.20468	81.33681	80.45733	79.56621	78.66348	77.74911	79.554588	2015	77.74911	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	116	104.922836	12.71163737	KHM	Cambodia	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	116	104.922836	12.71163737	KHM	Cambodia	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	120	12.7419827	5.692387031	CMR	Cameroon	2	ANNUAL	ALLAREA	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	120	12.7419827	5.692387031	CMR	Cameroon	3	ANNUAL	URBAN	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	RURAL	PERCENT																					
2017.Q2.G.01	SH_SAN_SAFE	Proportion of population using safely managed sanitation services	124	-101.6575058	57.72360191	CAN	Canada	2	ANNUAL	ALLAREA	PERCENT	73.07236	73.07236	73.07236	73.51668	73.95302	74.38138	74.80176	75.21417	75.61859	76.01503	76.4035	76.78399	76.78399	76.78399	76.78399	76.78399	76.78399	2015	76.78399	WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)	E
