series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2000	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	36	134.3499412	-25.57717202	AUS	Australia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	40	14.14172472	47.58704857	AUT	Austria	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	44	-78.05111663	24.69546597	BHS	Bahamas	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	48	50.5490754	26.04407747	BHR	Bahrain	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	50	89.17660788	22.86961622	BGD	Bangladesh	1	20-24	ANNUAL	FEMALE	PERCENT													58.6		58.6	2014	58.6	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	51	44.93839317	40.29499741	ARM	Armenia	1	20-24	ANNUAL	FEMALE	PERCENT									7.2							2010	7.2	DHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	52	-59.5346489	13.13648273	BRB	Barbados	1	20-24	ANNUAL	FEMALE	PERCENT											10.7				10.7	2012	10.7	MICS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	56	4.660976456	50.64104975	BEL	Belgium	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	60	-64.78155012	32.27881922	BMU	Bermuda	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	64	90.45098484	27.39598568	BTN	Bhutan	1	20-24	ANNUAL	FEMALE	PERCENT									25.8							2010	25.8	MICS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	20-24	ANNUAL	FEMALE	PERCENT							21.7									2008	21.7	DHS 2008	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	20-24	ANNUAL	FEMALE	PERCENT										3.5					3.5	2011	3.5	MICS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	72	23.81380223	-22.18810073	BWA	Botswana	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	76	-53.08432878	-10.77668561	BRA	Brazil	1	20-24	ANNUAL	FEMALE	PERCENT					35.6											2006	35.6	PNDS 2006	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	84	-88.70199554	17.19965901	BLZ	Belize	1	20-24	ANNUAL	FEMALE	PERCENT										25.9					25.9	2011	25.9	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	20-24	ANNUAL	FEMALE	PERCENT						22.4										2007	22.4	DHS 2007	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	100	25.23763153	42.75731323	BGR	Bulgaria	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	104	96.51752295	21.19332882	MMR	Myanmar	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	108	29.89080992	-3.366387428	BDI	Burundi	1	20-24	ANNUAL	FEMALE	PERCENT									20.4							2010	20.4	DHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	112	28.04940161	53.54193075	BLR	Belarus	1	20-24	ANNUAL	FEMALE	PERCENT											3.2				3.2	2012	3.2	MICS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	116	104.922836	12.71163737	KHM	Cambodia	1	20-24	ANNUAL	FEMALE	PERCENT													18.5		18.5	2014	18.5	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	120	12.7419827	5.692387031	CMR	Cameroon	1	20-24	ANNUAL	FEMALE	PERCENT													31		31	2014	31	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	124	-101.6575058	57.72360191	CAN	Canada	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	20-24	ANNUAL	FEMALE	PERCENT				18												2005	18	DHS 2005	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	140	20.93559492	7.003720791	CAF	Central African Republic	1	20-24	ANNUAL	FEMALE	PERCENT									67.9							2010	67.9	MICS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	144	80.70489654	7.614693343	LKA	Sri Lanka	1	20-24	ANNUAL	FEMALE	PERCENT					11.8											2006	11.8	DHS 2006-07	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	148	18.66618401	15.36279341	TCD	Chad	1	20-24	ANNUAL	FEMALE	PERCENT													66.9		66.9	2014	66.9	DHS 2014-15	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	152	-71.23029019	-35.2652885	CHL	Chile	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	156	104.1403375	32.30955217	CHN	China	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	162	105.6426067	-10.4882473	CXR	Christmas Island	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	170	-73.07446751	3.888209046	COL	Colombia	1	20-24	ANNUAL	FEMALE	PERCENT									23							2010	23	DHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	174	43.34234565	-11.66121732	COM	Comoros	1	20-24	ANNUAL	FEMALE	PERCENT											31.6				31.6	2012	31.6	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	175	45.14015057	-12.82217691	MYT	Mayotte	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	178	15.22052612	-0.840544119	COG	Congo	1	20-24	ANNUAL	FEMALE	PERCENT										32.6					32.6	2011	32.6	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	20-24	ANNUAL	FEMALE	PERCENT												37.3			37.3	2013	37.3	DHS 2013-14	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	184	-159.7711391	-21.22696458	COK	Cook Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	188	-84.19712782	9.970998683	CRI	Costa Rica	1	20-24	ANNUAL	FEMALE	PERCENT										21.2					21.2	2011	21.2	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	191	17.95874553	45.45172212	HRV	Croatia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	192	-79.54460144	22.10030366	CUB	Cuba	1	20-24	ANNUAL	FEMALE	PERCENT													26		26	2014	26	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	196	33.22285964	35.05659437	CYP	Cyprus	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	203	15.33151382	49.73913871	CZE	Czechia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	204	2.339933594	9.65401646	BEN	Benin	1	20-24	ANNUAL	FEMALE	PERCENT													25.9		25.9	2014	25.9	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	208	9.326571283	56.03829721	DNK	Denmark	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	212	-61.3493756	15.43391378	DMA	Dominica	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	20-24	ANNUAL	FEMALE	PERCENT													35.9		35.9	2014	35.9	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	218	-78.37005241	-1.447785891	ECU	Ecuador	1	20-24	ANNUAL	FEMALE	PERCENT			22.2													2004	22.2	ENDEMAIN 2004	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	222	-88.86862995	13.73603564	SLV	El Salvador	1	20-24	ANNUAL	FEMALE	PERCENT													25.5		25.5	2014	25.5	ENS/MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	20-24	ANNUAL	FEMALE	PERCENT										29.5					29.5	2011	29.5	DHS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	231	39.63505296	8.631223181	ETH	Ethiopia	1	20-24	ANNUAL	FEMALE	PERCENT										41					41	2011	41	DHS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	232	38.11074289	16.12894644	ERI	Eritrea	1	20-24	ANNUAL	FEMALE	PERCENT									40.7							2010	40.7	EPHS 2010	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	233	25.84093481	58.68487172	EST	Estonia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	242	177.9660884	-17.83301566	FJI	Fiji	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	246	23.308447	61.91586738	FIN	Finland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	248	19.80945969	60.1544901	ALA	Åland Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	250	2.457288129	46.62660861	FRA	France	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	254	-53.23619089	3.922673437	GUF	French Guiana	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	262	42.18274707	11.56004161	DJI	Djibouti	1	20-24	ANNUAL	FEMALE	PERCENT					5.4											2006	5.4	MICS 2006	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	266	11.78727747	-0.60687619	GAB	Gabon	1	20-24	ANNUAL	FEMALE	PERCENT											21.9				21.9	2012	21.9	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	268	43.3713615	42.04813028	GEO	Georgia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	270	-15.39944785	13.45295927	GMB	Gambia	1	20-24	ANNUAL	FEMALE	PERCENT												30.4			30.4	2013	30.4	DHS 2013	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	275	35.25694122	31.94347933	PSE	State of Palestine	1	20-24	ANNUAL	FEMALE	PERCENT													15.3		15.3	2014	15.3	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	276	10.3806066	51.08862743	DEU	Germany	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	288	-1.205623522	7.964825185	GHA	Ghana	1	20-24	ANNUAL	FEMALE	PERCENT													20.7		20.7	2014	20.7	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	292	-5.347561686	36.13895036	GIB	Gibraltar	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	296	-157.5643005	1.768837732	KIR	Kiribati	1	20-24	ANNUAL	FEMALE	PERCENT								20.3								2009	20.3	DHS 2009	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	300	22.58307827	39.47301873	GRC	Greece	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	304	-41.39371316	74.75625681	GRL	Greenland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	308	-61.68248568	12.11238395	GRD	Grenada	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	316	144.7029305	13.35485404	GUM	Guam	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	320	-91.2312746	15.00273719	GTM	Guatemala	1	20-24	ANNUAL	FEMALE	PERCENT							30.3									2008	30.3	ENSMI 2008-09	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	324	-11.28173419	11.00210343	GIN	Guinea	1	20-24	ANNUAL	FEMALE	PERCENT											51.7				51.7	2012	51.7	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	328	-58.97322037	4.788012784	GUY	Guyana	1	20-24	ANNUAL	FEMALE	PERCENT													30.2		30.2	2014	30.2	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	332	-72.33640958	18.40426539	HTI	Haiti	1	20-24	ANNUAL	FEMALE	PERCENT											17.5				17.5	2012	17.5	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	336	12.45315803	41.90343751	VAT	Holy See	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	340	-86.59974381	14.82243161	HND	Honduras	1	20-24	ANNUAL	FEMALE	PERCENT										33.6					33.6	2011	33.6	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	348	19.41221519	47.1651448	HUN	Hungary	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	352	-19.02116966	64.79134763	ISL	Iceland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	356	79.3608464	22.34642074	IND	India	1	20-24	ANNUAL	FEMALE	PERCENT				47.4												2005	47.4	NFHS 2005-06	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	360	113.9174	-0.994582204	IDN	Indonesia	1	20-24	ANNUAL	FEMALE	PERCENT												13.6			13.6	2013	13.6	SUSENAS 2013	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	368	43.76606267	33.05013795	IRQ	Iraq	1	20-24	ANNUAL	FEMALE	PERCENT										24.3					24.3	2011	24.3	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	372	-7.121425272	53.25274054	IRL	Ireland	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	376	34.62277992	31.06164552	ISR	Israel	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	380	12.57022427	42.79917282	ITA	Italy	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	20-24	ANNUAL	FEMALE	PERCENT										33.2					33.2	2011	33.2	DHS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	388	-77.31068409	18.15616857	JAM	Jamaica	1	20-24	ANNUAL	FEMALE	PERCENT										7.9					7.9	2011	7.9	MICS 2011	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	392	139.2716103	36.6554539	JPN	Japan	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	20-24	ANNUAL	FEMALE	PERCENT														7	7	2015	7	MICS 2015	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	400	37.13024774	30.65365973	JOR	Jordan	1	20-24	ANNUAL	FEMALE	PERCENT											8.4				8.4	2012	8.4	DHS 2012	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	404	37.86096816	0.534797278	KEN	Kenya	1	20-24	ANNUAL	FEMALE	PERCENT													22.9		22.9	2014	22.9	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	410	127.8610254	36.45201023	KOR	Republic of Korea	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	414	47.49305029	29.53949468	KWT	Kuwait	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	20-24	ANNUAL	FEMALE	PERCENT													11.6		11.6	2014	11.6	MICS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	20-24	ANNUAL	FEMALE	PERCENT										35.4					35.4	2011	35.4	MICS 2011-12	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	422	35.89391711	33.92152458	LBN	Lebanon	1	20-24	ANNUAL	FEMALE	PERCENT								6.1								2009	6.1	MICS 2009	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	426	28.25362195	-29.58041814	LSO	Lesotho	1	20-24	ANNUAL	FEMALE	PERCENT													17.3		17.3	2014	17.3	DHS 2014	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	428	26.42461876	56.64196636	LVA	Latvia	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	430	-9.311879038	6.448381009	LBR	Liberia	1	20-24	ANNUAL	FEMALE	PERCENT												35.9			35.9	2013	35.9	DHS 2013	C
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	434	18.0295985	27.04042819	LBY	Libya	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	438	9.552985019	47.14167005	LIE	Liechtenstein	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	440	23.90517807	55.33680309	LTU	Lithuania	1	20-24	ANNUAL	FEMALE	PERCENT																			
2017.Q2.G.01	SP_DYN_MRBF18	Proportion of women aged 20-24 years who were married by age 18	442	6.092656563	49.77679538	LUX	Luxembourg	1	20-24	ANNUAL	FEMALE	PERCENT																			
