series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	CU_USD			1224445.1			163177.5	12080851.4	17305037.1	10782378.1	10082861.025	2014	10782378.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	CU_USD					70326.4	5031831.9	15525.9		1800	1279871.05	2014	1800		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	CU_USD	90039.2	123223.4	241418.2	34284.5	15688.7	337332.1	813007.8	10893.5		294230.525	2013	10893.5	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	CU_USD	390000.8	111897.2	39220	550497.1	59817	162997.9	30981.8			84598.9	2012	30981.8		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	CU_USD	2411705.4	373881.6	295780	119417.6	1391918.9	515892.7	4553882.2	22693	2500000	1796877.36	2014	2500000		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	CU_USD	510883.2	245814.2	340562.7	51200.3	344494.4	98002.7	25649.1	17527.4	24017.1	101938.14	2014	24017.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	CU_USD	265680	2896687.6	2929072.7	43600.9	102924.6	3277096.6	221568.8	375842	3075293	1410545	2014	3075293		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	CU_USD								2356		2356	2013	2356		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	CU_USD	120885.9	89622.4	29138.2	9078.9	18009.6	1212558.2	101307	47592	15702.1	279033.78	2014	15702.1		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	CU_USD	3795.5										2006	3795.5		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	CU_USD				5000				3000	4900	3950	2014	4900		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	CU_USD	272267.4	225708.1	33970	24390	34498.2	1055046.1	24361.4		1200	278776.425	2014	1200		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	CU_USD	212618.2	3903040.1	135961.9		4382246.3	1464.4	25706.9	15324.9	7119127	2308773.9	2014	7119127		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	CU_USD	279722.6	151364.1	416320	24820	69712	232555.4	128660.4		18738	112416.45	2014	18738		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	CU_USD		7618	9689.5	19501.1	15137.5	891586.4	34053.2	5089.9		236466.75	2013	5089.9		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	CU_USD	858267.1	970481.3	1063432.8	371445.4	3638927.4	2376731.6	469266.6		826881	1827951.65	2014	826881		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	CU_USD	121746.3	42910.8	9780	122460	104092.2	1445246.9	407017.1	1991682.6	4526120	1694831.76	2014	4526120		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	CU_USD	40070	43692.2	757531.5	3599498	140693.4	540104.6	17829.3	246547.3	518994.5	292833.82	2014	518994.5	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	CU_USD	283889.4	727777.4	197280	34640	411853.9	910608.5	156971.6	243047.1	150744.6	374645.14	2014	150744.6		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	CU_USD	1486488.8	1465519.4	9281375.8	4083509.1	11542877.9	36649616.7	312069.8	41008234.2	11367304	20176020.52	2014	11367304	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	CU_USD	2538067.1	964552.9	5469528.4	688206.9	441642.1	362235.7	12721095.2	2609180.3	3159591	3858748.86	2014	3159591		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	CU_USD	126527.3	73618	56575.9		20010	154401.4	178318.1	191914.2	162838	141496.34	2014	162838		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	CU_USD	272261.8	197258.8	58980.1	155814.6	197505.7	15588874.1	249055.9	238592.7	161.2	3254837.92	2014	161.2		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	CU_USD	225136.4	119074.3	98580	19870	33460	200292.1	71543.6		101554.7	101712.6	2014	101554.7	2016 Partner Report on Support to Statistics (PRESS), the Partnership in Statistics for Development in the 21st Century (PARIS21)	G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	CU_USD														
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	CU_USD	174911.1	48625.6	5e+05	46943.6	267413	811715.1	22120.4	5089.9	26717	226611.08	2014	26717		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	CU_USD	300168.9	1643511	269480	1589851.5	1307876.1	54727	3740431	29600894.9	2544194	7449624.6	2014	2544194		G
2017.Q2.G.01	SG_STT_CAPTY	Dollar value of all resources made available to strengthen statistical capacity in developing countries	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	CU_USD	671950	549607	471751.6	3758325.5	6546721.3	3509446.1	462580.3	9553446.7	3808206.9	4776080.26	2014	3808206.9		G
