geoAreaCode	years	Age	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source
8	2001	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	1096	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2002	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	990	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2003	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	893	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2004	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	805	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2005	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	726	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2006	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	649	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2007	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	584	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2008	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	529	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2009	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	496	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2010	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	483	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2011	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	490	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2012	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	513	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2013	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	540	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2014	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	561	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
8	2015	<1Y	ANNUAL	NUMBER	1	20.06660928	41.13897007	6	ALB	Albania	SH_DYN_IMRTN	Infant deaths, total (number)	564	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
10	2000	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2001	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2002	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2003	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2004	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2005	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2006	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2007	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2008	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2009	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2010	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2011	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2012	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2013	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2014	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
10	2015	<1Y	ANNUAL	NUMBER	1	21.47585697	-80.40897662	13	ATA	Antarctica						
12	2000	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	19289	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2001	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	18771	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2002	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	18475	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2003	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	18427	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2004	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	18619	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2005	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	18959	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2006	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	19565	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2007	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	20269	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2008	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	20972	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2009	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21491	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2010	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21820	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2011	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21805	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2012	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21801	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2013	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21619	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2014	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	21375	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
12	2015	<1Y	ANNUAL	NUMBER	1	2.678164227	28.15940032	66	DZA	Algeria	SH_DYN_IMRTN	Infant deaths, total (number)	20899	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
16	2000	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2001	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2002	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2003	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2004	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2005	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2006	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2007	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2008	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2009	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2010	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2011	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2012	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2013	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2014	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
16	2015	<1Y	ANNUAL	NUMBER	1	-170.7187269	-14.30587306	12	ASM	American Samoa						
20	2000	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2001	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2002	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2003	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2004	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2005	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2006	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2007	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2008	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2009	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2010	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2011	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2012	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2013	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2014	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
20	2015	<1Y	ANNUAL	NUMBER	1	1.576257417	42.54548611	7	AND	Andorra	SH_DYN_IMRTN	Infant deaths, total (number)	2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2000	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	94432	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2001	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	96091	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2002	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	98109	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2003	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	100333	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2004	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	102676	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2005	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	104649	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2006	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	106123	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2007	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	107035	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2008	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	107705	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2009	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	108082	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2010	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	108137	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2011	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	107441	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2012	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	106694	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2013	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	105861	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2014	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	105154	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
24	2015	<1Y	ANNUAL	NUMBER	1	17.57817062	-12.33724746	3	AGO	Angola	SH_DYN_IMRTN	Infant deaths, total (number)	104291	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2000	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	22	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2001	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	21	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2002	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	20	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2003	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	19	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2004	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	17	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2005	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	16	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2006	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	15	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2007	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	14	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2008	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	13	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2009	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	12	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2010	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	11	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2011	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	11	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2012	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	10	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2013	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2014	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
28	2015	<1Y	ANNUAL	NUMBER	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DYN_IMRTN	Infant deaths, total (number)	9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2000	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	7545	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2001	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	6878	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2002	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	6412	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2003	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	6107	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2004	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5906	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2005	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5754	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2006	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5605	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2007	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5482	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2008	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5413	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
31	2009	<1Y	ANNUAL	NUMBER	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DYN_IMRTN	Infant deaths, total (number)	5446	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
