series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	PER_100000_POP	18.7	18.9	19.1	19.5	18.8	18.8	18.9	18.9	19.1	19.4	19.2	19.3	19.3	19.2	19.28	2013	19.2	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	PER_100000_POP	16.3	19.8	15	9	12.7	15	12.5	17.6	10.3	11.4	7.5	11.8	8	8.1	9.36	2013	8.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	PER_100000_POP	12.6	13.1	12.2	12.3	12.2	12.5	13.9	14.3	14.4	12.1	10.5	9	8.3	8.3	9.64	2013	8.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	PER_100000_POP	21.8	21.5	21.3	21	20.8	20.6	20.4	19.9	20	20	19.8	19.7	20.3	20.3	20.02	2013	20.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	PER_100000_POP	31	31	30.2	30.5	30.4	30.8	30.7	30.9	30.8	30.8	30.9	31.2	31.3	31.3	31.1	2013	31.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	PER_100000_POP	17.6	17.5	25.8	26.4	23.1	22.7	22.4	23.2	23.6	19.3	21.9	18.5	15.7	13.7	17.82	2013	13.7	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	PER_100000_POP	17.8	17.8	17.9	18	18	18.2	18.4	18.3	18.5	18.8	18.7	18.7	17.5	17.4	18.22	2013	17.4	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	PER_100000_POP	27.7	27.7	28	28.1	28.4	28.7	28.5	28.8	28.9	28.9	29.1	29	27.6	27.6	28.44	2013	27.6	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	PER_100000_POP	9.5	8.9	9.4	9.1	8.9	9.4	9.1	8.8	8	7.1	7.3	6.3	6.5	6	6.64	2013	6	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	PER_100000_POP	26.2	26.4	26.6	26.8	26.8	26.7	26.6	26.3	26.2	26.4	26.7	26.5	25.9	26.1	26.32	2013	26.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	PER_100000_POP	30.7	30.5	30.3	31	31.1	31.2	31	31.1	31.1	31.3	31.2	31.2	30.1	32.4	31.24	2013	32.4	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	PER_100000_POP	18.3	18.5	18.5	18.6	18.7	19	19.1	18.9	19	19.2	19.1	19	17.4	17.4	18.42	2013	17.4	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	PER_100000_POP	25.9	25.7	25.8	25.6	25	24.8	24.8	25.1	25.3	25.3	28.5	25.5	24.1	24.1	25.5	2013	24.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	PER_100000_POP	17.3	15.6	15.4	17.3	17.1	17	18	12.8	13.8	12.3	12.2	12.1	11.7	12.4	12.14	2013	12.4	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	PER_100000_POP	18	22	22.3	21	20.7	21.1	21	20.6	21.2	20.4	20.2	20.7	19.3	18.8	19.88	2013	18.8	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	PER_100000_POP	19.9	19.9	18.9	17	17.3	16.7	17.2	17.6	17.6	17.3	15.8	15.3	16.8	16.8	16.4	2013	16.8	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	PER_100000_POP	27.4	27.5	27.7	27.7	27.7	27.8	27.7	27.8	27.7	27.8	28.1	28.4	28	28	28.06	2013	28	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	PER_100000_POP	27.2	27	26.9	27.3	27.5	27.3	27.1	27.6	27.5	27.8	27.6	27.5	26.4	26.4	27.14	2013	26.4	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	PER_100000_POP	32.7	33	33.1	33.7	34	34.2	34.1	34.4	34.5	35.2	35.1	35	33.3	33.2	34.36	2013	33.2	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	PER_100000_POP	5.6	11.1	10.9	16.1	26.2	15.5	10.2	25.2	20	9.9	9.9	14.7	14.6	24.2	14.66	2013	24.2	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	C
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	PER_100000_POP	17.9	17.3	17.1	15.4	15.3	14.2	16.2	15.5	16.1	15.2	13.7	13	14.5	13.9	14.06	2013	13.9	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	PER_100000_POP	14.6	14.5	14.2	15.9	14.1	13.6	14	14.2	15.2	12.8	10.5	11.1	9.6	9.2	10.64	2013	9.2	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	PER_100000_POP	15.7	13.9	12.9	11.1	11.1	11.4	9.5	8.5	9.1	8.8	8.3	7.8	8.9	7.5	8.26	2013	7.5	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	PER_100000_POP	12.3	12.1	12.1	12.1	14.3	12.5	9.2	11.1	9.8	9.2	8.2	7.7	6	5.2	7.26	2013	5.2	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	PER_100000_POP	14.5	13	14	14.2	13.5	12.6	10.3	11.8	10.3	8.6	7.6	6.7	6.5	6.1	7.1	2013	6.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	PER_100000_POP	28.7	28.7	28.9	28.9	29.2	29.4	29.2	29.4	29.4	29.4	29.6	29.6	27.7	27.7	28.8	2013	27.7	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	PER_100000_POP	9.5	8.5	8.6	8	6.8	6.4	5.7	7.4	7.4	5.5	5	3.9	3	3.5	4.18	2013	3.5	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	PER_100000_POP	15.8	15.8	15.8	15.7	14.2	14.2	14.1	14.1	14.1	5.6	11.2	12.6	16.7	15.3	12.28	2013	15.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	C
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	PER_100000_POP	28.8	31.4	33.5	39.3	35.4	28.5	24.9	23.5	25.2	23	26.9	29.1	27.8	29.3	27.22	2013	29.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	PER_100000_POP	13.6	14.5	14.7	14.7	13.4	16.8	17.4	18	19.9	23	24.5	24.7	22.2	20.1	22.9	2013	20.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	PER_100000_POP	35.5	34.9	32.8	35.3	35.5	29.6	32.8	30.8	28.3	24.5	22.2	20.9	19.4	21.1	21.62	2013	21.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	PER_100000_POP	22.2	21	20.5	20.8	20.3	20.2	20.4	20.5	20.5	21.4	21.7	21.8	22.5	22.9	22.06	2013	22.9	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	PER_100000_POP	22.4	22.4	22.6	22.8	22.5	22.5	22.3	22.2	22.1	22.1	22.2	25.1	25.4	25.3	24.02	2013	25.3	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	PER_100000_POP	24.6	24.8	25.1	25.4	25.6	25.9	25.9	26	26.4	26.4	26.6	26.7	24	24.1	25.56	2013	24.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PER_100000_POP	17.9	16.2	17.2	13.9	14	14.7	19.3	17.1	12.5	8.7	6.8	8.2	6.7	7	7.48	2013	7	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PER_100000_POP	9.6	8	7.6	9.8	9.8	9.5	11.1	7.7	8.1	7.3	7.8	8.8	7.5	5.8	7.44	2013	5.8	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PER_100000_POP	8.1	8.9	8.5	7.9	7.6	7.3	6.5	7.4	6.7	5.7	5.2	5.4	4.7	4.8	5.16	2013	4.8	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PER_100000_POP	12.9	13	12.4	10	8.9	8.7	7.7	7.5	6.9	6.9	6.3	6.2	5.7	5.1	6.04	2013	5.1	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	CA
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PER_100000_POP																			
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PER_100000_POP	26.8	27.3	27.7	27.9	28.1	28.6	28.7	29	29.3	29.6	30	27.3	24.7	24.7	27.26	2013	24.7	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
2017.Q2.G.01	SH_STA_TRAF	Death rate due to road traffic injuries	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PER_100000_POP	22.8	22.8	22.8	23.3	23.5	23.6	23.6	23.9	24.1	24.9	24.9	24.8	23	22.9	24.1	2013	22.9	Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)	E
