series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	INDEX							89	89	2016	89		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	INDEX				29.2				29.2	2013	29.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	INDEX							43.6	43.6	2016	43.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	INDEX							70.5	70.5	2016	70.5		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	INDEX							55.8	55.8	2016	55.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	INDEX							86.4	86.4	2016	86.4		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	INDEX							70.6	70.6	2016	70.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	INDEX							98.6	98.6	2016	98.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	INDEX							93	93	2016	93		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	INDEX	85.7	85.2	91.8	88.2	87.9	91.2		89.775	2015	91.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	INDEX							28	28	2016	28		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	INDEX							88.7	88.7	2016	88.7		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	INDEX							62.5	62.5	2016	62.5		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	INDEX							70.9	70.9	2016	70.9		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	INDEX							80.7	80.7	2016	80.7		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	INDEX							94.2	94.2	2016	94.2		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	INDEX		1.3		27.3				27.3	2013	27.3	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	INDEX							79.1	79.1	2016	79.1		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	INDEX							49.3	49.3	2016	49.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	INDEX							71.3	71.3	2016	71.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	INDEX	30.6		43.2	95	98.2			78.8	2014	98.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	INDEX	83.2	85.7	96.4	87.9	87.9	95.8		92	2015	95.8	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	INDEX							89.4	89.4	2016	89.4		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	INDEX			39.2	43.4	45.7			42.7666666666667	2014	45.7	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	INDEX							51.7	51.7	2016	51.7		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	INDEX							81.6	81.6	2016	81.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	INDEX	49.6	52.7		62.2	32.9			47.55	2014	32.9	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	INDEX	80.7	86.3	92.4		99.3			95.85	2014	99.3	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	INDEX							73.7	73.7	2016	73.7		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	INDEX	59.2	57.5	65.3	70.2	60.1			65.2	2014	60.1	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	INDEX	76.4								2010	76.4	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	INDEX							65.8	65.8	2016	65.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	INDEX							55.3	55.3	2016	55.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	INDEX		13.3			52.4	56.8		54.6	2015	56.8	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	INDEX	32.5	73.5	75.7	77.4	79.4	84.9		79.35	2015	84.9	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	INDEX							56.3	56.3	2016	56.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	INDEX							15.8	15.8	2016	15.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	INDEX							82.8	82.8	2016	82.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	INDEX							85.3	85.3	2016	85.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	INDEX							72.2	72.2	2016	72.2		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	356	79.3608464	22.34642074	IND	India	1	ANNUAL	INDEX							98.2	98.2	2016	98.2		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	INDEX							98.8	98.8	2016	98.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	INDEX	63.9	65.6	91.5	91.6	84.4	85.2		88.175	2015	85.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	INDEX	49.3	69.9	71.7	93.5	91.2			85.4666666666667	2014	91.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	INDEX	52.5	50.6	78.2					78.2	2012	78.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	INDEX							71.1	71.1	2016	71.1		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	INDEX							90.3	90.3	2016	90.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	INDEX							78	78	2016	78		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	INDEX							82.6	82.6	2016	82.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	INDEX							99.6	99.6	2016	99.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	INDEX		83.2	85.7	82.1	84.9	77.9		82.65	2015	77.9	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	INDEX							72.3	72.3	2016	72.3		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	INDEX	61.2	72.8	66	69.2				67.6	2013	69.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	INDEX							72.8	72.8	2016	72.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	INDEX	74.2		100	100	99.7			99.9	2014	99.7	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	INDEX							84.9	84.9	2016	84.9		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	INDEX		50.4							2011	50.4	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	INDEX							75.4	75.4	2016	75.4		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	INDEX	55	51.4	56.7	70.9	75.6			67.7333333333333	2014	75.6	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	INDEX							74.2	74.2	2016	74.2		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	INDEX							90.8	90.8	2016	90.8		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	INDEX	37.8	26.4							2011	26.4	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	INDEX							63.6	63.6	2016	63.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	INDEX							75.7	75.7	2016	75.7		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	INDEX							81.9	81.9	2016	81.9		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	INDEX							88.4	88.4	2016	88.4		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	INDEX		26.5		28.6	28.6			28.6	2014	28.6	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	INDEX		63.5			40.2			40.2	2014	40.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	INDEX							100	100	2016	100		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	INDEX							60.5	60.5	2016	60.5		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	INDEX		55.2							2011	55.2	World Health Organisation	C
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	INDEX							78.6	78.6	2016	78.6		NA
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	INDEX												
2017.Q2.G.01	SH_IHR_CAPPRD	International Health Regulations (IHR) core capacity index	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	INDEX	26.8	19.5	25.3		30.6	28.8		28.2333333333333	2015	28.8	World Health Organisation	C
