geoAreaCode	years	Age	Freq	Location	Sex	Units	Bounds	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
24	2000	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	4.959	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
24	2005	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	5.656	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
24	2010	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	6.303	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
24	2015	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	17.57817062	-12.33724746	3	AGO	Angola	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	7.536	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	M
28	2000	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.049	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2005	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.051	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2010	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.058	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2015	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.062	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2000	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.022	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2005	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.023	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2010	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.025	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2015	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.028	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2000	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.028	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2005	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.028	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2010	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.033	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
28	2015	30-70	ANNUAL	ALLAREA	MALE	NUMBER	MP	3	-61.7999755	17.07761471	15	ATG	Antigua and Barbuda	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	0.034	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	CA
31	2000	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	11.646	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
31	2005	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	11.815	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
31	2010	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	9.542	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
31	2015	30-70	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	11.95	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
31	2000	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	4.257	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
31	2005	30-70	ANNUAL	ALLAREA	FEMALE	NUMBER	MP	2	50.01064725	40.39229544	19	AZE	Azerbaijan	SH_DTH_CARDIO	Number of deaths attributed to cardiovascular disease	4.325	Float		WHO methods and data sources for country-level causes of death 2000-2015. http://www.who.int/healthinfo/global_burden_disease/GlobalCOD_method_2000_2015.pdf	E
