series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	40	14.14172472	47.58704857	AUT	Austria	1	ANNUAL	KG_PER_CON_USD	0.18	0.17	0.17	0.18	0.18	0.17	0.16	0.14	0.15	0.17	0.16	0.15	0.14	0.14	0.13	0.144	2014	0.13	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	44	-78.05111663	24.69546597	BHS	Bahamas	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	48	50.5490754	26.04407747	BHR	Bahrain	1	ANNUAL	KG_PER_CON_USD	0.04	0.06	0.06	0.06	0.05	0.06	0.07	0.07	0.07	0.08	0.19	0.2	0.11	0.42	0.5	0.284	2014	0.5	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	50	89.17660788	22.86961622	BGD	Bangladesh	1	ANNUAL	KG_PER_CON_USD	0.45	0.48	0.49	0.51	0.36	0.38	0.39	0.4	0.43	0.47	0.5	0.46	0.46	0.43	0.38	0.446	2014	0.38	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	51	44.93839317	40.29499741	ARM	Armenia	1	ANNUAL	KG_PER_CON_USD	1.31	1.41	1.21	1.28	1.42	1.62	1.72	1.38	1.56	1.2	0.58	0.6	0.64	0.59	0.38	0.558	2014	0.38	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	52	-59.5346489	13.13648273	BRB	Barbados	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	56	4.660976456	50.64104975	BEL	Belgium	1	ANNUAL	KG_PER_CON_USD	0.5	0.51	0.41	0.42	0.36	0.31	0.32	0.3	0.3	0.3	0.31	0.25	0.26	0.27	0.27	0.272	2014	0.27	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	60	-64.78155012	32.27881922	BMU	Bermuda	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	64	90.45098484	27.39598568	BTN	Bhutan	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	ANNUAL	KG_PER_CON_USD	0.6	0.55	0.59	0.6	0.6	0.62	0.61	0.63	0.63	0.7	0.68	0.74	0.76	0.78	0.8	0.752	2014	0.8	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	ANNUAL	KG_PER_CON_USD	1.41	1.22	1.27	0.32	0.64	0.79	0.72	0.7	0.69	0.78	0.85	0.95	0.97	1.08	1.04	0.978	2014	1.04	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	72	23.81380223	-22.18810073	BWA	Botswana	1	ANNUAL	KG_PER_CON_USD	0.13	0.4	0.41	0.32	0.16	0.08	0.07	0.74	0.2	0.17	0.07	0.07	0.06	0.07	0.08	0.07	2014	0.08	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	76	-53.08432878	-10.77668561	BRA	Brazil	1	ANNUAL	KG_PER_CON_USD	0.35	0.34	0.34	0.33	0.31	0.29	0.29	0.3	0.29	0.29	0.31	0.34	0.33	0.31	0.32	0.322	2014	0.32	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	84	-88.70199554	17.19965901	BLZ	Belize	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	KG_PER_CON_USD	0.07	0.06	0.05	0.06	0.05	0.05	0.85	0.85	0.87	0.48	0.21	0.22	0.25	0.2	0.17	0.21	2014	0.17	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	KG_PER_CON_USD	2.05	1.88	1.71	1.62	1.56	1.43	1.35	1.23	0.87	0.55	0.63	0.53	0.47	0.48	0.48	0.518	2014	0.48	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	KG_PER_CON_USD	2.09	1.69	0.82	1.17	0.7	0.62	0.49	0.39	0.34	0.29	0.28	0.27	0.29	0.26	0.29	0.278	2014	0.29	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	KG_PER_CON_USD	0.58	0.56	0.51	0.52	0.47	0.42	0.37	0.37	0.34	0.31	0.31	0.29	0.3	0.33	0.33	0.312	2014	0.33	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	KG_PER_CON_USD	0.12	0.1	0.1	0.1	0.1	0.11	0.1	0.1	0.1	0.13	0.11	0.1	0.1	0.11	0.07	0.098	2014	0.07	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	KG_PER_CON_USD	0.06	0.06	0.07	0.06	0.06	0.05	0.07	0.09	0.09	0.11	0.1	0.1	0.1	0.1	0.1	0.1	2014	0.1	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	KG_PER_CON_USD	0.34	0.32	0.32	0.32	0.33	0.31	0.31	0.32	0.31	0.31	0.31	0.33	0.33	0.32	0.31	0.32	2014	0.31	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	KG_PER_CON_USD	0.13	0.15	0.15	0.19	0.13	0.17	0.16	0.15	0.13	0.12	0.11	0.1	0.11	0.09	0.08	0.098	2014	0.08	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	KG_PER_CON_USD	0.33	0.38	0.32	0.36	0.32	0.29	0.33	0.3	0.3	0.26	0.26	0.27	0.23	0.28	0.3	0.268	2014	0.3	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	KG_PER_CON_USD	1.36	1.34	1.26	1.25	1.53	1.65	1.54	1.5	1.43	1.38	1.3	1.28	1.17	1.1	1.06	1.182	2014	1.06	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	KG_PER_CON_USD	0.59	0.57	0.55	0.48	0.43	0.43	0.37	0.36	0.4	0.35	0.36	0.43	0.34	0.35	0.34	0.364	2014	0.34	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	KG_PER_CON_USD	0	0.05	0.04	0.15	0.07	0.06	0.09	0.08	0.18	0.15	0.07	0.08	0.23	0.18	0.11	0.134	2014	0.11	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	KG_PER_CON_USD	0.01	0.02	0.02	0.03	0.03	0.03	0.04	0.04	0.03	0.04	0.04	0.04	0.03	0.03	0.03	0.034	2014	0.03	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	KG_PER_CON_USD	0.19	0.22	0.17	0.21	0.19	0.19	0.18	0.2	0.2	0.18	0.18	0.17	0.17	0.15	0.15	0.164	2014	0.15	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	KG_PER_CON_USD	0.4	0.42	0.38	0.37	0.41	0.4	0.4	0.37	0.37	0.35	0.34	0.31	0.28	0.29	0.28	0.3	2014	0.28	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	KG_PER_CON_USD	1.97	2	1.37	1.07	0.99	1.37	1.64	1.53	1.21	1.78	1.94	1.6	1.56	1.39	1.35	1.568	2014	1.35	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	KG_PER_CON_USD	0.97	0.95	0.93	0.94	0.97	0.71	0.64	0.65	0.62	0.56	0.51	0.45	0.38	0.5	0.66	0.5	2014	0.66	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	KG_PER_CON_USD	0.99	0.88	0.78	0.78	0.72	0.61	0.5	0.43	0.37	0.41	0.31	0.29	0.27	0.27	0.27	0.282	2014	0.27	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	KG_PER_CON_USD	0.11	0.14	0.14	0.13	0.13	0.11	0.12	0.13	0.12	0.15	0.15	0.15	0.15	0.15	0.32	0.184	2014	0.32	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	KG_PER_CON_USD	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.1	0.1	0.1	0.09	0.08	0.08	0.08	0.086	2014	0.08	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	KG_PER_CON_USD	0.21	0.21	0.31	0.25	0.24	0.23	0.29	0.27	0.26	0.26	0.26	0.24	0.21	0.21	0.23	0.23	2014	0.23	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	KG_PER_CON_USD	0.47	0.44	0.46	0.44	0.41	0.43	0.39	0.35	0.36	0.41	0.41	0.41	0.42	0.43	0.47	0.428	2014	0.47	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	KG_PER_CON_USD	0.3	0.3	0.31	0.31	0.29	0.3	0.29	0.34	0.24	0.21	0.21	0.22	0.27	0.15	0.16	0.202	2014	0.16	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	KG_PER_CON_USD	1.58	1.85	1.9	1.79	1.96	1.8	1.74	1.74	1.64	1.48	1.68	2.03	1.69	1.82	1.77	1.798	2014	1.77	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	KG_PER_CON_USD	0.17	0.2	0.18	0.2	0.21	0.2	0.15	0.17	0.15	0.18	0.16	0.15	0.14	0.14	0.13	0.144	2014	0.13	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	KG_PER_CON_USD	0.47	0.51	0.33	0.35	0.36	0.35	0.31	0.4	0.38	0.3	0.25	0.26	0.23	0.29	0.22	0.25	2014	0.22	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	KG_PER_CON_USD	0.28	0.27	0.25	0.23	0.22	0.2	0.18	0.16	0.15	0.16	0.19	0.17	0.17	0.17	0.17	0.174	2014	0.17	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	KG_PER_CON_USD	0.24	0.24	0.23	0.22	0.21	0.18	0.18	0.17	0.17	0.15	0.16	0.15	0.15	0.17	0.15	0.156	2014	0.15	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	KG_PER_CON_USD																				
2017.Q2.G.01	EN_ATM_CO2MVA	Emissions of carbon dioxide per unit of Manufacturing Value Added	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	KG_PER_CON_USD	1.4	1.35	0.75	0.82	0.76	1.11	1.31	0.93	1.23	1.34	1.47	1.61	1.6	1.72	1.52	1.584	2014	1.52	UNIDO MVA 2017 Database. Available at https://stat.unido.org. IEA CO2 Emissions from Fuel Combustion Statistics 2016.	M
