series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	ANNUAL	METONS	18.55	15.02	13.98	13.8	14.29	14.12	14.24	16.78	15.32	19.86	16.49	16.538	2010	16.49	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	METONS	4.22	5.08	5.42	6.58	8.22	9.16	10.6	11.66	12.38	11.19	10.37	11.24	2010	10.37	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	METONS	0.62	0.69	0.75	1.09	1.12	1.18	1.17	1.27	1.42	1.63	1.58	1.414	2010	1.58	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	METONS	1.5	1.74	1.77	1.81	1.81	1.86	1.85	1.76	1.6	1.76	1.67	1.728	2010	1.67	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	METONS	0.06	0.03	0.04	0.04	0.05	0.04	0.06	0.07	0.05	0.05	0.05	0.056	2010	0.05	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	METONS	1.55	1.35	1.3	1.43	1.39	1.55	1.69	1.84	1.93	2.46	3.66	2.316	2010	3.66	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	METONS	1.6	1.64	1.61	1.63	1.68	1.69	1.6	1.62	1.61	1.9	1.83	1.712	2010	1.83	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	METONS	26.91	25.75	25.64	27.29	27.26	28	28.64	28.65	28.02	27.67	28.37	28.27	2010	28.37	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	METONS	4.53	3.98	4.46	4.51	4.84	5	5.83	7	5.8	6.2	5.88	6.142	2010	5.88	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	METONS	1.84	1.94	2.01	1.98	2.2	2.29	2.29	2.47	2.5	2.7	2.59	2.51	2010	2.59	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	METONS	1.45	1.55	1.51	1.48	1.56	1.77	1.87	2.04	2.28	2.23	2.45	2.174	2010	2.45	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	METONS	1.56	1.73	1.78	1.79	1.53	1.51	1.54	1.66	1.67	1.92	1.88	1.734	2010	1.88	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	METONS	16.49	17.48	17.55	17.75	16.52	17.19	16.46	15.86	16.07	16.23	17.4	16.404	2010	17.4	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	METONS	5.81	6.44	6.71	7.61	8.29	8.63	9.72	10.59	11.45	13.62	14.76	12.028	2010	14.76	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	METONS	6.4	5.62	5.56	6.28	6.63	7.13	7.59	7.97	8.14	8.15	7.87	7.944	2010	7.87	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	METONS	1.75	1.82	2.03	2.13	2.22	2.21	2.27	2.59	2.62	2.79	2.68	2.59	2010	2.68	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	METONS	1.77	1.73	1.66	1.67	1.71	1.74	1.72	1.7	1.73	1.83	1.81	1.758	2010	1.81	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	METONS	6.75	6.35	6.23	5.89	5.98	6.4	6.43	6.9	6.98	5.78	5.8	6.378	2010	5.8	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	METONS	10.29	11.67	12.77	13.75	15.13	15.26	16.09	16.19	17.34	15.2	12.97	15.558	2010	12.97	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	METONS	8.47	8.48	8.52	7.68	7.6	6.76	7	7.71	7.86	7.34	7.21	7.424	2010	7.21	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	METONS	25.63	24.01	25.37	24.37	24.79	25.1	24.89	27.2	27.86	23.59	24.1	25.528	2010	24.1	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	METONS	16.89	17.62	18.96	19.47	20.28	20.82	20.63	21.74	22.46	21.84	21.15	21.564	2010	21.15	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	METONS	2.31	2.05	1.89	2.04	1.98	2.43	3.43	3.74	3.62	3.81	3.57	3.634	2010	3.57	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	METONS	22.84	21.76	22.67	22.94	23.91	24.94	26.12	28.15	27.02	25.27	23.87	26.086	2010	23.87	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	METONS	5.41	5.31	5.27	4.43	4.18	4.68	4.94	5.12	4.98	4.11	4.42	4.714	2010	4.42	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	METONS	6.4	7.03	7.22	7.24	7.6	7.69	7.85	8.11	8.92	9.21	8.91	8.6	2010	8.91	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	METONS	5.28	5.06	5.02	5.09	4.82	4.82	5.06	5.23	5.11	5.04	5.04	5.096	2010	5.04	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	METONS	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.03	0.03	0.03	0.03	0.03	2010	0.03	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	METONS	1.16	1.26	1	0.97	0.91	1.02	0.96	0.99	0.64	0.58	0.57	0.748	2010	0.57	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	METONS	12.47	12.45	14.07	17.6	18.21	19.63	21.21	24.68	22.55	19.81	18.61	21.372	2010	18.61	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	METONS	5.3	5.26	5.19	6.07	7.14	7.05	7.75	7.3	6.33	5.74	5.69	6.562	2010	5.69	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	METONS	36.77	35.99	36.75	38.58	39.35	39.06	39.2	40.84	38.59	35.76	34.43	37.764	2010	34.43	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	METONS	21.94	21.16	21.65	22.03	22.6	22.78	22.49	23	22.73	22.02	20.59	22.166	2010	20.59	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	METONS	3.41	3.06	3.27	3.34	3.22	3.4	3.73	3.91	3.22	3.3	3.26	3.484	2010	3.26	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	METONS	4.92	4.64	4.72	5.17	4.82	4.61	5.22	5.19	4.66	4.77	4.14	4.796	2010	4.14	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	METONS	3.16	3.42	3.68	4.14	4.67	5.1	5.49	6.41	6.7	6.63	6.76	6.398	2010	6.76	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	METONS	2.64	2.21	2.63	3.08	3.17	3.13	3.04	2.68	2.49	2.51	2.52	2.648	2010	2.52	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	METONS	22.5	21.36	20.88	21.41	22.11	21.95	21.75	22.45	22.32	21.96	21.1	21.916	2010	21.1	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	METONS	2.14	2.25	2.36	2.69	2.58	2.96	3.1	3.15	3.1	2.92	3.28	3.11	2010	3.28	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	METONS	29.18	29.38	29.84	32.61	32.35	32.57	32.32	36.06	35.65	32.7	28.43	33.032	2010	28.43	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	METONS	3.33	3.48	3.42	3.67	3.57	3.78	3.76	3.83	3.66	3.51	3.44	3.64	2010	3.44	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	METONS	2.29	2.22	2.32	2.52	2.38	2.08	1.94	2.17	2.18	2.12	2	2.082	2010	2	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	METONS	136.69	100.15	104.42	89.55	84.69	97.11	90.59	99.87	100.26	94.88	107.25	98.57	2010	107.25	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	METONS	1.12	1.11	1.06	1.04	1.11	1.15	1.19	1.28	1.2	1.27	1.34	1.256	2010	1.34	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	METONS	3.31	3.49	3.45	3.51	3.48	3.52	3.88	4.01	3.98	4.22	4.09	4.036	2010	4.09	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	METONS	10.43	11.97	12.63	13.93	15.87	17.04	15.21	14.98	15.31	13.78	12.93	14.442	2010	12.93	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	METONS	34.1	29.02	28.51	32.21	36.59	45.66	49.7	49.64	37.09	27.27	26.81	38.102	2010	26.81	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	356	79.3608464	22.34642074	IND	India	1	ANNUAL	METONS	2.47	2.55	2.49	2.55	2.64	2.79	2.95	3.26	3.29	3.45	3.56	3.302	2010	3.56	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	METONS	2.82	2.87	3.47	3.88	3.79	3.88	3.97	4.14	4.29	4.57	5.04	4.402	2010	5.04	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	METONS	9.12	9.76	10.35	11.02	11.67	12.14	12.9	13.67	13.27	14.29	13.82	13.59	2010	13.82	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	METONS	2.37	2.7	2.84	1.82	2.17	2.38	2.34	2.52	2.68	3.1	3.04	2.736	2010	3.04	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	METONS	32.2	31.29	32.24	33.61	36.2	39.59	44.25	45.82	38.56	31.2	26.41	37.248	2010	26.41	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	METONS	23.88	23.31	23.06	20.82	17.63	19.14	19.08	19.45	18.83	18.05	18.56	18.794	2010	18.56	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	METONS	20.78	20.58	20.63	20.93	21.54	22.36	22.55	22.68	21.95	20.67	19.18	21.406	2010	19.18	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	METONS	1.32	1.23	1.22	1.27	1.17	1.17	1.12	1.09	1.03	1.04	1.01	1.058	2010	1.01	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	METONS	8.66	8.8	9	9.07	9.13	9.75	10.42	9.51	10.21	7.09	7.18	8.882	2010	7.18	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	METONS	25	23.61	22.25	22.28	23.26	23.89	23.75	22.14	22.16	20.13	20.11	21.658	2010	20.11	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	METONS	12.42	14.79	14.76	15.32	15.56	16.15	18.19	20.52	18.19	19.46	18.39	18.95	2010	18.39	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	METONS	7.2	7.14	7.55	7.22	7.96	8.58	8.31	8.29	7.83	7.69	7.82	7.988	2010	7.82	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	METONS	2.81	2.82	2.79	2.66	2.68	2.89	2.9	2.93	2.83	3.05	3.05	2.952	2010	3.05	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	METONS	1.03	1.22	1.16	1.28	1.26	1.32	1.3	1.18	1.09	1.12	0.97	1.132	2010	0.97	Environment Live	C
2017.Q2.G.01	EN_MAT_FTPRPC	Material footprint per capita	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	METONS	22.05	22.08	23.08	24.98	25.11	23.13	23.05	23.96	24.15	22.38	23.22	23.352	2010	23.22	Environment Live	C
