series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	FEMALE	PERCENT	29.8	32.7	33.5	31.3	34.4	34	31.6	31.4	32.3	32.2	33.3	36.8	36.4	36.5	36.7	36.5		36.525	2015	36.5	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	FEMALE	PERCENT																28.4		28.4	2015	28.4	Labour force survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	FEMALE	PERCENT															27.4			27.4	2014	27.4	Other household survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	FEMALE	PERCENT										46.3									2009	46.3	ILOSTAT - PC - Population census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	FEMALE	PERCENT	12.6	13.8									18								2010	18	ILOSTAT - HIES - National Socio-Economic Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	FEMALE	PERCENT	35.5	35	34.1	35.7	36.5	35.9	36.3	36.9	36	37	36.8	37.1	36.4	35.8	35.5			35.9	2014	35.5	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	FEMALE	PERCENT					51.4			46	44.4		41.9	43.7	42.4	39	38.1	42.5		40.5	2015	42.5	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	FEMALE	PERCENT			21.7	20.4	19.8	22.4	20.5	23.8	23.9	25.1	25.5	25.5	28.4	29	24.8			27.4	2014	24.8	ILOSTAT - LFS - Sri Lanka Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	FEMALE	PERCENT			32.7								23.9	24.9	23.6	29.5	27.1	25.4		26.4	2015	25.4	ILOSTAT - LFS - Encuesta Nacional de Empleo	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	FEMALE	PERCENT						16.8													2005	16.8	ILOSTAT - OE - Official Estimates	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	FEMALE	PERCENT										53.4	53.1								2010	53.1	ILOSTAT - LFS - Gran Encuesta Integrada de Hogares	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	FEMALE	PERCENT					26.1														2004	26.1	Other household survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	FEMALE	PERCENT		36.1										47.5							2011	47.5	ILOSTAT - PC - Population Census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	FEMALE	PERCENT	32.9	25.4	26.1	29.1	26.2	24.9	29.9	27	30.4		29.7	35.2	27.9	36.2		41.3		35.1333333333333	2015	41.3	ILOSTAT - LFS - Encuesta Continua de Empleo	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	FEMALE	PERCENT	24.7	24.7	27.1	24.6	22.6	24	25.6	20.7	25.4	25.2	25.8	24	26.1	24.4	23.2	26.2		24.975	2015	26.2	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	FEMALE	PERCENT										32.5	38.1								2010	38.1	ILOSTAT - LFS - Encuesta Nacional de Ocupación	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	FEMALE	PERCENT	14.8	19	17.6	17.5	17.3	14.8	16.2	15.4	16.1	12.2	13.8	15	15.8	18.9	17.3	22.8		18.7	2015	22.8	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	FEMALE	PERCENT	24.1	26.8	26.1	27.7	28.1	29.6	28.9	28.6	28.1	29	27.7	25.8	26.2	27.2	27.9	29.5		27.7	2015	29.5	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	FEMALE	PERCENT	24.2	21	21.4	25.8	23.8	24.2	24.5	28.3	23.9	24.9	22.7	27.8	28.5	27.2	26.3	26.9		27.225	2015	26.9	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	FEMALE	PERCENT		48.4																	2001	48.4	ILOSTAT - PC - Population Census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	FEMALE	PERCENT	30.6	30.9	30.6	31	32.8	32.4	41.7	30.6		31	34.1	42.4	38.6	37	34.9	43.3		38.45	2015	43.3	ILOSTAT - LFS - Encuesta Nacional de Fuerza de Trabajo	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	FEMALE	PERCENT	29.3	25.3	25		33.5	34.6	27.7			32.2	35.4	40.7	39.7	35.9	35.8	31.3		35.675	2015	31.3	ILOSTAT - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	FEMALE	PERCENT	26.1	25.4	25.7	32.1	33	27.4	28.8	24.7		37.9	29		37.1	43.5				40.3	2013	43.5	ILOSTAT - HS - Encuesta de Hogares de Propósitos Múltiples	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	FEMALE	PERCENT					23.2	20.1	15.7			20.9	20.3	19.9	22.1	26.5				24.3	2013	26.5	ILOSTAT - LFS - National Labor Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	FEMALE	PERCENT	40.4	36.9	37.9	31.2	35.2	37.2	33	33.5	35.9	35.3	36.1	35.4	31.8	33.4	32.6	30.7		32.125	2015	30.7	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	FEMALE	PERCENT					27.2										30.4			30.4	2014	30.4	Labour force survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	FEMALE	PERCENT	26.6	27.9	28.4	28.6	28.2	29.9	29.6	28.6	29.5	29.7	30.5	32	29.7	29.6	33.7	33.3		31.575	2015	33.3	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	FEMALE	PERCENT	35	35.5	36.4	35.4	35.9	37.6	37.9	37.8	38.5	38.1	38.5	39.3	39.3	36	32.7	31.7		34.925	2015	31.7	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	FEMALE	PERCENT	19	23.4	27.5	28.4	25.6	26.3	32.5	34											2007	34	ILOSTAT - LFS - Integrated Household Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	FEMALE	PERCENT													35.7					35.7	2012	35.7	ILOSTAT - LFS - Labour force survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	FEMALE	PERCENT	12.8	11.1	9.8	12.2	10.9	12.3	12.1	10.4	9.9			11.5	14.5	15		15.4		14.9666666666667	2015	15.4	ILOSTAT - LFS - Palestinian labour force survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	FEMALE	PERCENT	27.1	26.9	27.3	28	27.7	28.2	28.5	28.7	29.2	29.7	29.9	30.3	28.6	28.9	29	29.3		28.95	2015	29.3	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	FEMALE	PERCENT											50.1								2010	50.1	ILOSTAT - PC - Population census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	FEMALE	PERCENT						27.3					36.5								2010	36.5	ILOSTAT - PC - Population Census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	FEMALE	PERCENT	25.1	24.6	24.9	26.1	26	26.6	26.9	28.2	28.5	30.1	30.2	23.6	26	28.8	28.3	25.7		27.2	2015	25.7	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	FEMALE	PERCENT												48.3	44.9	34.2	43	29.8		37.975	2015	29.8	ILOSTAT - LFS - Encuesta Nacional de Empleo e Ingresos	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	FEMALE	PERCENT			25.4																2002	25.4	ILOSTAT - PC - Population census	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	FEMALE	PERCENT				24															2003	24	ILOSTAT - PC - Recensements de population	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	FEMALE	PERCENT																49.1		49.1	2015	49.1	ILOSTAT - LFS - Encuesta Permanente de Hogares de Propósitos Múltiples	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	FEMALE	PERCENT	24.2	25.7	25.5	26.1	26.9	27.1	29.3	29.8	29.5	29.9	30.7	32.1	33.2	31.2	33.7	33.2		32.825	2015	33.2	ILOSTAT - LFS - General Household Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	FEMALE	PERCENT	33.5	35.4	35.7	34.2	33.7	34.8	36.6	35.4	36.5	36.2	36.5	40.4	38.9	40.8	39.8	40.5		40	2015	40.5	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	FEMALE	PERCENT	29	28.9	29.4	37	33.6	27.4	29.4	29.7	32.9	33.6	34.3	39.8	39.9	37.6	37.2	38.2		38.225	2015	38.2	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	356	79.3608464	22.34642074	IND	India	1	ANNUAL	FEMALE	PERCENT	14					15.2					12.2		12.9					12.9	2012	12.9	Other household survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	FEMALE	PERCENT								19.7	22.1	19.4	21.2			23.2		22		22.6	2015	22	ILOSTAT - LFS - National Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	FEMALE	PERCENT						16.2	14.6	13.3	13.3	11.8	14.6				18.2	16.4		17.3	2015	16.4	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	FEMALE	PERCENT	26.3	27.5	27.3	28.7	28.7	30.3	30.6	39.2	40.4	39.6	39.1	33.4	32.6	33.1	33.8	34.3		33.45	2015	34.3	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	FEMALE	PERCENT	27.2	27.1	26.9	29.6	28.7	27.6	30.1	29.7	32.1	31.2	34.8	35.5	31.8	32.7	32.8	32.2		32.375	2015	32.2	ILOSTAT - LFS - Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	FEMALE	PERCENT	14.3	18.8	20.2	20.8	33.3	32.5	33	33.7	33.4	33.8	32.9	25.1	26	27	26.6	26.6		26.55	2015	26.6	ILOSTAT - LFS - EU Labour Force Survey	C
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	FEMALE	PERCENT																						
2017.Q2.G.01	IC_GEN_MGTL	Proportion of women in managerial positions	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	FEMALE	PERCENT										10.7	10.6	11.4	11.1	11.2	11.3	12.5		11.525	2015	12.5	ILOSTAT - LFS - Labour force survey	C
