geoAreaCode	years	Age	Freq	Sex	Units	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
4	2003	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2004	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2005	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2006	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2007	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2008	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2009	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2010	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2011	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2012	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2013	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2014	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2015	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2000	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2001	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2002	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2003	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2004	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2005	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2006	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2007	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2008	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2009	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2010	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2011	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2012	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2013	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2014	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
4	2015	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	66.02688198	33.83160199	2	AFG	Afghanistan					
8	2000	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	26.2	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2001	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	24.9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2002	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	23.6	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2003	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	22.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2004	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	21.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2005	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	20.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2006	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	19.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2007	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	18.7	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2008	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	17.9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2009	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	17.3	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2010	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	16.6	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2011	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	16	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2012	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	15.5	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2013	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	14.9	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2014	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	14.4	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2015	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania	14	Float		United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.	
8	2000	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2001	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2002	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2003	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2004	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2005	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2006	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2007	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2008	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2009	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2010	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2011	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2012	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2013	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2014	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2015	<5Y	ANNUAL	FEMALE	PER_1000_LIVE_BIRTHS	2	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2000	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2001	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2002	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2003	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2004	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2005	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2006	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2007	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2008	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2009	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2010	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2011	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2012	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2013	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2014	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
8	2015	<5Y	ANNUAL	MALE	PER_1000_LIVE_BIRTHS	3	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	20.06660928	41.13897007	6	ALB	Albania					
10	2000	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2001	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2002	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2003	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2004	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2005	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2006	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2007	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
10	2008	<5Y	ANNUAL	BOTHSEX	PER_1000_LIVE_BIRTHS	1	2017.Q2.G.01	SH_DYN_MORT	Under-five mortality rate, total and by sex (deaths per 1,000 live births)	21.47585697	-80.40897662	13	ATA	Antarctica					
