series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	148	18.66618401	15.36279341	TCD	Chad	1	ANNUAL	NUMBER			1									2009	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	152	-71.23029019	-35.2652885	CHL	Chile	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	156	104.1403375	32.30955217	CHN	China	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	170	-73.07446751	3.888209046	COL	Colombia	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	174	43.34234565	-11.66121732	COM	Comoros	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	175	45.14015057	-12.82217691	MYT	Mayotte	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	NUMBER	1											2007	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	NUMBER										1	1	2016	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	NUMBER							1				1	2013	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	212	-61.3493756	15.43391378	DMA	Dominica	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	NUMBER	1											2007	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	NUMBER									1		1	2015	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	NUMBER	1											2007	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	NUMBER	1											2007	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	NUMBER										1	1	2016	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	NUMBER										1	1	2016	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	NUMBER			1									2009	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	NUMBER							1				1	2013	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	NUMBER								1			1	2014	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	NUMBER							1				1	2013	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	NUMBER	1											2007	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	NUMBER									1		1	2015	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	NUMBER					1							2011	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	NUMBER										1	1	2016	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	NUMBER				1								2010	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	NUMBER								1			1	2014	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	NUMBER						1					1	2012	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	NUMBER															
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	NUMBER			1									2009	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
2017.Q2.G.01	SG_REG_CENSUSN	Number of countries that have conducted at least one population and housing census in the last 10 years	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	NUMBER							1				1	2013	1	Demographic and Social Statistics Branch, United Nations Statistics Division (UNSD), Department of Economic and Social Affairs, United Nations.	C
