geoAreaCode	sliceId	Age	Freq	Sex	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
92	2	25-64	ANNUAL	MALE	PERCENT	-64.63294223	18.42256578	254	VGB	British Virgin Islands	2007-2011	
92	3	25-64	ANNUAL	FEMALE	PERCENT	-64.63294223	18.42256578	254	VGB	British Virgin Islands	2007-2011	
96	1	25-64	ANNUAL	BOTHSEX	PERCENT	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2007-2011	
96	2	25-64	ANNUAL	MALE	PERCENT	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2007-2011	
96	3	25-64	ANNUAL	FEMALE	PERCENT	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2007-2011	
100	1	25-64	ANNUAL	BOTHSEX	PERCENT	25.23763153	42.75731323	25	BGR	Bulgaria	2007-2011	31.2
100	2	25-64	ANNUAL	MALE	PERCENT	25.23763153	42.75731323	25	BGR	Bulgaria	2007-2011	32.7
100	3	25-64	ANNUAL	FEMALE	PERCENT	25.23763153	42.75731323	25	BGR	Bulgaria	2007-2011	29.8
104	1	25-64	ANNUAL	BOTHSEX	PERCENT	96.51752295	21.19332882	149	MMR	Myanmar	2007-2011	
104	2	25-64	ANNUAL	MALE	PERCENT	96.51752295	21.19332882	149	MMR	Myanmar	2007-2011	
104	3	25-64	ANNUAL	FEMALE	PERCENT	96.51752295	21.19332882	149	MMR	Myanmar	2007-2011	
108	1	25-64	ANNUAL	BOTHSEX	PERCENT	29.89080992	-3.366387428	20	BDI	Burundi	2007-2011	
108	2	25-64	ANNUAL	MALE	PERCENT	29.89080992	-3.366387428	20	BDI	Burundi	2007-2011	
108	3	25-64	ANNUAL	FEMALE	PERCENT	29.89080992	-3.366387428	20	BDI	Burundi	2007-2011	
112	1	25-64	ANNUAL	BOTHSEX	PERCENT	28.04940161	53.54193075	30	BLR	Belarus	2007-2011	
112	2	25-64	ANNUAL	MALE	PERCENT	28.04940161	53.54193075	30	BLR	Belarus	2007-2011	
112	3	25-64	ANNUAL	FEMALE	PERCENT	28.04940161	53.54193075	30	BLR	Belarus	2007-2011	
116	1	25-64	ANNUAL	BOTHSEX	PERCENT	104.922836	12.71163737	121	KHM	Cambodia	2007-2011	
116	2	25-64	ANNUAL	MALE	PERCENT	104.922836	12.71163737	121	KHM	Cambodia	2007-2011	
116	3	25-64	ANNUAL	FEMALE	PERCENT	104.922836	12.71163737	121	KHM	Cambodia	2007-2011	
120	1	25-64	ANNUAL	BOTHSEX	PERCENT	12.7419827	5.692387031	47	CMR	Cameroon	2007-2011	
120	2	25-64	ANNUAL	MALE	PERCENT	12.7419827	5.692387031	47	CMR	Cameroon	2007-2011	
120	3	25-64	ANNUAL	FEMALE	PERCENT	12.7419827	5.692387031	47	CMR	Cameroon	2007-2011	
124	1	25-64	ANNUAL	BOTHSEX	PERCENT	-101.6575058	57.72360191	41	CAN	Canada	2007-2011	
124	2	25-64	ANNUAL	MALE	PERCENT	-101.6575058	57.72360191	41	CAN	Canada	2007-2011	
124	3	25-64	ANNUAL	FEMALE	PERCENT	-101.6575058	57.72360191	41	CAN	Canada	2007-2011	
132	1	25-64	ANNUAL	BOTHSEX	PERCENT	-23.63544151	15.07791834	53	CPV	Cabo Verde	2007-2011	
132	2	25-64	ANNUAL	MALE	PERCENT	-23.63544151	15.07791834	53	CPV	Cabo Verde	2007-2011	
132	3	25-64	ANNUAL	FEMALE	PERCENT	-23.63544151	15.07791834	53	CPV	Cabo Verde	2007-2011	
136	1	25-64	ANNUAL	BOTHSEX	PERCENT	-81.16740559	19.32266656	58	CYM	Cayman Islands	2007-2011	
136	2	25-64	ANNUAL	MALE	PERCENT	-81.16740559	19.32266656	58	CYM	Cayman Islands	2007-2011	
136	3	25-64	ANNUAL	FEMALE	PERCENT	-81.16740559	19.32266656	58	CYM	Cayman Islands	2007-2011	
140	1	25-64	ANNUAL	BOTHSEX	PERCENT	20.93559492	7.003720791	40	CAF	Central African Republic	2007-2011	
140	2	25-64	ANNUAL	MALE	PERCENT	20.93559492	7.003720791	40	CAF	Central African Republic	2007-2011	
140	3	25-64	ANNUAL	FEMALE	PERCENT	20.93559492	7.003720791	40	CAF	Central African Republic	2007-2011	
144	1	25-64	ANNUAL	BOTHSEX	PERCENT	80.70489654	7.614693343	132	LKA	Sri Lanka	2007-2011	
144	2	25-64	ANNUAL	MALE	PERCENT	80.70489654	7.614693343	132	LKA	Sri Lanka	2007-2011	
144	3	25-64	ANNUAL	FEMALE	PERCENT	80.70489654	7.614693343	132	LKA	Sri Lanka	2007-2011	
148	1	25-64	ANNUAL	BOTHSEX	PERCENT	18.66618401	15.36279341	222	TCD	Chad	2007-2011	
148	2	25-64	ANNUAL	MALE	PERCENT	18.66618401	15.36279341	222	TCD	Chad	2007-2011	
148	3	25-64	ANNUAL	FEMALE	PERCENT	18.66618401	15.36279341	222	TCD	Chad	2007-2011	
152	1	25-64	ANNUAL	BOTHSEX	PERCENT	-71.23029019	-35.2652885	44	CHL	Chile	2007-2011	
152	2	25-64	ANNUAL	MALE	PERCENT	-71.23029019	-35.2652885	44	CHL	Chile	2007-2011	
152	3	25-64	ANNUAL	FEMALE	PERCENT	-71.23029019	-35.2652885	44	CHL	Chile	2007-2011	
156	1	25-64	ANNUAL	BOTHSEX	PERCENT	104.1403375	32.30955217	45	CHN	China	2007-2011	
156	2	25-64	ANNUAL	MALE	PERCENT	104.1403375	32.30955217	45	CHN	China	2007-2011	
156	3	25-64	ANNUAL	FEMALE	PERCENT	104.1403375	32.30955217	45	CHN	China	2007-2011	
162	1	25-64	ANNUAL	BOTHSEX	PERCENT	105.6426067	-10.4882473	57	CXR	Christmas Island	2007-2011	
162	2	25-64	ANNUAL	MALE	PERCENT	105.6426067	-10.4882473	57	CXR	Christmas Island	2007-2011	
162	3	25-64	ANNUAL	FEMALE	PERCENT	105.6426067	-10.4882473	57	CXR	Christmas Island	2007-2011	
166	1	25-64	ANNUAL	BOTHSEX	PERCENT	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands	2007-2011	
166	2	25-64	ANNUAL	MALE	PERCENT	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands	2007-2011	
166	3	25-64	ANNUAL	FEMALE	PERCENT	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands	2007-2011	
170	1	25-64	ANNUAL	BOTHSEX	PERCENT	-73.07446751	3.888209046	51	COL	Colombia	2007-2011	
170	2	25-64	ANNUAL	MALE	PERCENT	-73.07446751	3.888209046	51	COL	Colombia	2007-2011	
170	3	25-64	ANNUAL	FEMALE	PERCENT	-73.07446751	3.888209046	51	COL	Colombia	2007-2011	
174	1	25-64	ANNUAL	BOTHSEX	PERCENT	43.34234565	-11.66121732	52	COM	Comoros	2007-2011	
174	2	25-64	ANNUAL	MALE	PERCENT	43.34234565	-11.66121732	52	COM	Comoros	2007-2011	
174	3	25-64	ANNUAL	FEMALE	PERCENT	43.34234565	-11.66121732	52	COM	Comoros	2007-2011	
175	1	25-64	ANNUAL	BOTHSEX	PERCENT	45.14015057	-12.82217691	160	MYT	Mayotte	2007-2011	
175	2	25-64	ANNUAL	MALE	PERCENT	45.14015057	-12.82217691	160	MYT	Mayotte	2007-2011	
175	3	25-64	ANNUAL	FEMALE	PERCENT	45.14015057	-12.82217691	160	MYT	Mayotte	2007-2011	
178	1	25-64	ANNUAL	BOTHSEX	PERCENT	15.22052612	-0.840544119	49	COG	Congo	2007-2011	
178	2	25-64	ANNUAL	MALE	PERCENT	15.22052612	-0.840544119	49	COG	Congo	2007-2011	
178	3	25-64	ANNUAL	FEMALE	PERCENT	15.22052612	-0.840544119	49	COG	Congo	2007-2011	
180	1	25-64	ANNUAL	BOTHSEX	PERCENT	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	2007-2011	
180	2	25-64	ANNUAL	MALE	PERCENT	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	2007-2011	
180	3	25-64	ANNUAL	FEMALE	PERCENT	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	2007-2011	
184	1	25-64	ANNUAL	BOTHSEX	PERCENT	-159.7711391	-21.22696458	50	COK	Cook Islands	2007-2011	
184	2	25-64	ANNUAL	MALE	PERCENT	-159.7711391	-21.22696458	50	COK	Cook Islands	2007-2011	
184	3	25-64	ANNUAL	FEMALE	PERCENT	-159.7711391	-21.22696458	50	COK	Cook Islands	2007-2011	
188	1	25-64	ANNUAL	BOTHSEX	PERCENT	-84.19712782	9.970998683	54	CRI	Costa Rica	2007-2011	
188	2	25-64	ANNUAL	MALE	PERCENT	-84.19712782	9.970998683	54	CRI	Costa Rica	2007-2011	
188	3	25-64	ANNUAL	FEMALE	PERCENT	-84.19712782	9.970998683	54	CRI	Costa Rica	2007-2011	
191	1	25-64	ANNUAL	BOTHSEX	PERCENT	17.95874553	45.45172212	101	HRV	Croatia	2007-2011	
191	2	25-64	ANNUAL	MALE	PERCENT	17.95874553	45.45172212	101	HRV	Croatia	2007-2011	
191	3	25-64	ANNUAL	FEMALE	PERCENT	17.95874553	45.45172212	101	HRV	Croatia	2007-2011	
192	1	25-64	ANNUAL	BOTHSEX	PERCENT	-79.54460144	22.10030366	55	CUB	Cuba	2007-2011	
192	2	25-64	ANNUAL	MALE	PERCENT	-79.54460144	22.10030366	55	CUB	Cuba	2007-2011	
192	3	25-64	ANNUAL	FEMALE	PERCENT	-79.54460144	22.10030366	55	CUB	Cuba	2007-2011	
196	1	25-64	ANNUAL	BOTHSEX	PERCENT	33.22285964	35.05659437	59	CYP	Cyprus	2007-2011	41.45
196	2	25-64	ANNUAL	MALE	PERCENT	33.22285964	35.05659437	59	CYP	Cyprus	2007-2011	43.05
196	3	25-64	ANNUAL	FEMALE	PERCENT	33.22285964	35.05659437	59	CYP	Cyprus	2007-2011	39.85
203	1	25-64	ANNUAL	BOTHSEX	PERCENT	15.33151382	49.73913871	60	CZE	Czechia	2007-2011	37.35
203	2	25-64	ANNUAL	MALE	PERCENT	15.33151382	49.73913871	60	CZE	Czechia	2007-2011	39.4
203	3	25-64	ANNUAL	FEMALE	PERCENT	15.33151382	49.73913871	60	CZE	Czechia	2007-2011	35.3
204	1	25-64	ANNUAL	BOTHSEX	PERCENT	2.339933594	9.65401646	22	BEN	Benin	2007-2011	
204	2	25-64	ANNUAL	MALE	PERCENT	2.339933594	9.65401646	22	BEN	Benin	2007-2011	
204	3	25-64	ANNUAL	FEMALE	PERCENT	2.339933594	9.65401646	22	BEN	Benin	2007-2011	
208	1	25-64	ANNUAL	BOTHSEX	PERCENT	9.326571283	56.03829721	64	DNK	Denmark	2007-2011	51.5
208	2	25-64	ANNUAL	MALE	PERCENT	9.326571283	56.03829721	64	DNK	Denmark	2007-2011	49.55
208	3	25-64	ANNUAL	FEMALE	PERCENT	9.326571283	56.03829721	64	DNK	Denmark	2007-2011	53.45
212	1	25-64	ANNUAL	BOTHSEX	PERCENT	-61.3493756	15.43391378	63	DMA	Dominica	2007-2011	
212	2	25-64	ANNUAL	MALE	PERCENT	-61.3493756	15.43391378	63	DMA	Dominica	2007-2011	
212	3	25-64	ANNUAL	FEMALE	PERCENT	-61.3493756	15.43391378	63	DMA	Dominica	2007-2011	
214	1	25-64	ANNUAL	BOTHSEX	PERCENT	-70.49847576	18.89832088	65	DOM	Dominican Republic	2007-2011	
214	2	25-64	ANNUAL	MALE	PERCENT	-70.49847576	18.89832088	65	DOM	Dominican Republic	2007-2011	
214	3	25-64	ANNUAL	FEMALE	PERCENT	-70.49847576	18.89832088	65	DOM	Dominican Republic	2007-2011	
218	1	25-64	ANNUAL	BOTHSEX	PERCENT	-78.37005241	-1.447785891	67	ECU	Ecuador	2007-2011	
218	2	25-64	ANNUAL	MALE	PERCENT	-78.37005241	-1.447785891	67	ECU	Ecuador	2007-2011	
218	3	25-64	ANNUAL	FEMALE	PERCENT	-78.37005241	-1.447785891	67	ECU	Ecuador	2007-2011	
222	1	25-64	ANNUAL	BOTHSEX	PERCENT	-88.86862995	13.73603564	206	SLV	El Salvador	2007-2011	
222	2	25-64	ANNUAL	MALE	PERCENT	-88.86862995	13.73603564	206	SLV	El Salvador	2007-2011	
222	3	25-64	ANNUAL	FEMALE	PERCENT	-88.86862995	13.73603564	206	SLV	El Salvador	2007-2011	
226	1	25-64	ANNUAL	BOTHSEX	PERCENT	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2007-2011	
226	2	25-64	ANNUAL	MALE	PERCENT	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2007-2011	
226	3	25-64	ANNUAL	FEMALE	PERCENT	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2007-2011	
231	1	25-64	ANNUAL	BOTHSEX	PERCENT	39.63505296	8.631223181	73	ETH	Ethiopia	2007-2011	
231	2	25-64	ANNUAL	MALE	PERCENT	39.63505296	8.631223181	73	ETH	Ethiopia	2007-2011	
231	3	25-64	ANNUAL	FEMALE	PERCENT	39.63505296	8.631223181	73	ETH	Ethiopia	2007-2011	
232	1	25-64	ANNUAL	BOTHSEX	PERCENT	38.11074289	16.12894644	69	ERI	Eritrea	2007-2011	
232	2	25-64	ANNUAL	MALE	PERCENT	38.11074289	16.12894644	69	ERI	Eritrea	2007-2011	
232	3	25-64	ANNUAL	FEMALE	PERCENT	38.11074289	16.12894644	69	ERI	Eritrea	2007-2011	
233	1	25-64	ANNUAL	BOTHSEX	PERCENT	25.84093481	58.68487172	72	EST	Estonia	2007-2011	46
233	2	25-64	ANNUAL	MALE	PERCENT	25.84093481	58.68487172	72	EST	Estonia	2007-2011	41.5
233	3	25-64	ANNUAL	FEMALE	PERCENT	25.84093481	58.68487172	72	EST	Estonia	2007-2011	50
234	1	25-64	ANNUAL	BOTHSEX	PERCENT	-7.122044325	62.21228119	78	FRO	Faroe Islands	2007-2011	
234	2	25-64	ANNUAL	MALE	PERCENT	-7.122044325	62.21228119	78	FRO	Faroe Islands	2007-2011	
234	3	25-64	ANNUAL	FEMALE	PERCENT	-7.122044325	62.21228119	78	FRO	Faroe Islands	2007-2011	
238	1	25-64	ANNUAL	BOTHSEX	PERCENT	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	2007-2011	
238	2	25-64	ANNUAL	MALE	PERCENT	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	2007-2011	
238	3	25-64	ANNUAL	FEMALE	PERCENT	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	2007-2011	
239	1	25-64	ANNUAL	BOTHSEX	PERCENT	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands	2007-2011	
239	2	25-64	ANNUAL	MALE	PERCENT	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands	2007-2011	
239	3	25-64	ANNUAL	FEMALE	PERCENT	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands	2007-2011	
242	1	25-64	ANNUAL	BOTHSEX	PERCENT	177.9660884	-17.83301566	75	FJI	Fiji	2007-2011	
242	2	25-64	ANNUAL	MALE	PERCENT	177.9660884	-17.83301566	75	FJI	Fiji	2007-2011	
242	3	25-64	ANNUAL	FEMALE	PERCENT	177.9660884	-17.83301566	75	FJI	Fiji	2007-2011	
246	1	25-64	ANNUAL	BOTHSEX	PERCENT	23.308447	61.91586738	74	FIN	Finland	2007-2011	55.35
246	2	25-64	ANNUAL	MALE	PERCENT	23.308447	61.91586738	74	FIN	Finland	2007-2011	48.7
246	3	25-64	ANNUAL	FEMALE	PERCENT	23.308447	61.91586738	74	FIN	Finland	2007-2011	62.2
248	1	25-64	ANNUAL	BOTHSEX	PERCENT	19.80945969	60.1544901	5	ALA	Åland Islands	2007-2011	
248	2	25-64	ANNUAL	MALE	PERCENT	19.80945969	60.1544901	5	ALA	Åland Islands	2007-2011	
248	3	25-64	ANNUAL	FEMALE	PERCENT	19.80945969	60.1544901	5	ALA	Åland Islands	2007-2011	
250	1	25-64	ANNUAL	BOTHSEX	PERCENT	2.457288129	46.62660861	77	FRA	France	2007-2011	42.8
250	2	25-64	ANNUAL	MALE	PERCENT	2.457288129	46.62660861	77	FRA	France	2007-2011	43.3
250	3	25-64	ANNUAL	FEMALE	PERCENT	2.457288129	46.62660861	77	FRA	France	2007-2011	42.3
254	1	25-64	ANNUAL	BOTHSEX	PERCENT	-53.23619089	3.922673437	95	GUF	French Guiana	2007-2011	
254	2	25-64	ANNUAL	MALE	PERCENT	-53.23619089	3.922673437	95	GUF	French Guiana	2007-2011	
254	3	25-64	ANNUAL	FEMALE	PERCENT	-53.23619089	3.922673437	95	GUF	French Guiana	2007-2011	
258	1	25-64	ANNUAL	BOTHSEX	PERCENT	-149.4052367	-17.67709294	191	PYF	French Polynesia	2007-2011	
258	2	25-64	ANNUAL	MALE	PERCENT	-149.4052367	-17.67709294	191	PYF	French Polynesia	2007-2011	
258	3	25-64	ANNUAL	FEMALE	PERCENT	-149.4052367	-17.67709294	191	PYF	French Polynesia	2007-2011	
260	1	25-64	ANNUAL	BOTHSEX	PERCENT	69.64849091	-49.6068576	14	ATF	French Southern Territories	2007-2011	
260	2	25-64	ANNUAL	MALE	PERCENT	69.64849091	-49.6068576	14	ATF	French Southern Territories	2007-2011	
260	3	25-64	ANNUAL	FEMALE	PERCENT	69.64849091	-49.6068576	14	ATF	French Southern Territories	2007-2011	
262	1	25-64	ANNUAL	BOTHSEX	PERCENT	42.18274707	11.56004161	62	DJI	Djibouti	2007-2011	
262	2	25-64	ANNUAL	MALE	PERCENT	42.18274707	11.56004161	62	DJI	Djibouti	2007-2011	
