geoAreaCode	sliceId	Freq	Location	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
70	1	ANNUAL	ALLAREA	mgr/m^3	17.78584332	44.16845548	28	BIH	Bosnia and Herzegovina	2008-2012	41.5993082019298
70	2	ANNUAL	URBAN	mgr/m^3	17.78584332	44.16845548	28	BIH	Bosnia and Herzegovina	2008-2012	55.0524000100404
72	1	ANNUAL	ALLAREA	mgr/m^3	23.81380223	-22.18810073	39	BWA	Botswana	2008-2012	15.6274769646826
72	2	ANNUAL	URBAN	mgr/m^3	23.81380223	-22.18810073	39	BWA	Botswana	2008-2012	19.2135178995292
74	1	ANNUAL	ALLAREA	mgr/m^3	3.410732868	-54.43295905	38	BVT	Bouvet Island	2008-2012	
74	2	ANNUAL	URBAN	mgr/m^3	3.410732868	-54.43295905	38	BVT	Bouvet Island	2008-2012	
76	1	ANNUAL	ALLAREA	mgr/m^3	-53.08432878	-10.77668561	34	BRA	Brazil	2008-2012	10.4786780438716
76	2	ANNUAL	URBAN	mgr/m^3	-53.08432878	-10.77668561	34	BRA	Brazil	2008-2012	11.3091524021325
84	1	ANNUAL	ALLAREA	mgr/m^3	-88.70199554	17.19965901	31	BLZ	Belize	2008-2012	21.6595672323385
84	2	ANNUAL	URBAN	mgr/m^3	-88.70199554	17.19965901	31	BLZ	Belize	2008-2012	20.6722058715632
86	1	ANNUAL	ALLAREA	mgr/m^3	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory	2008-2012	
86	2	ANNUAL	URBAN	mgr/m^3	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory	2008-2012	
90	1	ANNUAL	ALLAREA	mgr/m^3	160.1584117	-9.622391719	204	SLB	Solomon Islands	2008-2012	4.97142150559906
90	2	ANNUAL	URBAN	mgr/m^3	160.1584117	-9.622391719	204	SLB	Solomon Islands	2008-2012	5.00000015035391
92	1	ANNUAL	ALLAREA	mgr/m^3	-64.63294223	18.42256578	254	VGB	British Virgin Islands	2008-2012	
92	2	ANNUAL	URBAN	mgr/m^3	-64.63294223	18.42256578	254	VGB	British Virgin Islands	2008-2012	
96	1	ANNUAL	ALLAREA	mgr/m^3	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2008-2012	5.47440105150182
96	2	ANNUAL	URBAN	mgr/m^3	114.6288563	4.49736984	36	BRN	Brunei Darussalam	2008-2012	5.38608869320135
100	1	ANNUAL	ALLAREA	mgr/m^3	25.23763153	42.75731323	25	BGR	Bulgaria	2008-2012	26.7698423611414
100	2	ANNUAL	URBAN	mgr/m^3	25.23763153	42.75731323	25	BGR	Bulgaria	2008-2012	30.2763396260379
104	1	ANNUAL	ALLAREA	mgr/m^3	96.51752295	21.19332882	149	MMR	Myanmar	2008-2012	50.9659997473648
104	2	ANNUAL	URBAN	mgr/m^3	96.51752295	21.19332882	149	MMR	Myanmar	2008-2012	56.6274172870337
108	1	ANNUAL	ALLAREA	mgr/m^3	29.89080992	-3.366387428	20	BDI	Burundi	2008-2012	38.0426983681044
108	2	ANNUAL	URBAN	mgr/m^3	29.89080992	-3.366387428	20	BDI	Burundi	2008-2012	48.9039332896429
112	1	ANNUAL	ALLAREA	mgr/m^3	28.04940161	53.54193075	30	BLR	Belarus	2008-2012	17.3583466042856
112	2	ANNUAL	URBAN	mgr/m^3	28.04940161	53.54193075	30	BLR	Belarus	2008-2012	18.0382463516469
116	1	ANNUAL	ALLAREA	mgr/m^3	104.922836	12.71163737	121	KHM	Cambodia	2008-2012	22.9944072629377
116	2	ANNUAL	URBAN	mgr/m^3	104.922836	12.71163737	121	KHM	Cambodia	2008-2012	25.0000015035392
120	1	ANNUAL	ALLAREA	mgr/m^3	12.7419827	5.692387031	47	CMR	Cameroon	2008-2012	65.1975850656823
120	2	ANNUAL	URBAN	mgr/m^3	12.7419827	5.692387031	47	CMR	Cameroon	2008-2012	63.5909239616975
124	1	ANNUAL	ALLAREA	mgr/m^3	-101.6575058	57.72360191	41	CAN	Canada	2008-2012	7.00185650727216
124	2	ANNUAL	URBAN	mgr/m^3	-101.6575058	57.72360191	41	CAN	Canada	2008-2012	7.1710207904252
132	1	ANNUAL	ALLAREA	mgr/m^3	-23.63544151	15.07791834	53	CPV	Cabo Verde	2008-2012	36.4234906597277
132	2	ANNUAL	URBAN	mgr/m^3	-23.63544151	15.07791834	53	CPV	Cabo Verde	2008-2012	
136	1	ANNUAL	ALLAREA	mgr/m^3	-81.16740559	19.32266656	58	CYM	Cayman Islands	2008-2012	
136	2	ANNUAL	URBAN	mgr/m^3	-81.16740559	19.32266656	58	CYM	Cayman Islands	2008-2012	
140	1	ANNUAL	ALLAREA	mgr/m^3	20.93559492	7.003720791	40	CAF	Central African Republic	2008-2012	38.568038077838
140	2	ANNUAL	URBAN	mgr/m^3	20.93559492	7.003720791	40	CAF	Central African Republic	2008-2012	55.8850763947166
144	1	ANNUAL	ALLAREA	mgr/m^3	80.70489654	7.614693343	132	LKA	Sri Lanka	2008-2012	26.6747839372698
144	2	ANNUAL	URBAN	mgr/m^3	80.70489654	7.614693343	132	LKA	Sri Lanka	2008-2012	28.4623116787239
148	1	ANNUAL	ALLAREA	mgr/m^3	18.66618401	15.36279341	222	TCD	Chad	2008-2012	39.4859425459644
148	2	ANNUAL	URBAN	mgr/m^3	18.66618401	15.36279341	222	TCD	Chad	2008-2012	61.2778928879102
152	1	ANNUAL	ALLAREA	mgr/m^3	-71.23029019	-35.2652885	44	CHL	Chile	2008-2012	19.8209824379585
152	2	ANNUAL	URBAN	mgr/m^3	-71.23029019	-35.2652885	44	CHL	Chile	2008-2012	24.9937825030266
156	1	ANNUAL	ALLAREA	mgr/m^3	104.1403375	32.30955217	45	CHN	China	2008-2012	54.2830012745294
156	2	ANNUAL	URBAN	mgr/m^3	104.1403375	32.30955217	45	CHN	China	2008-2012	59.4747067548997
162	1	ANNUAL	ALLAREA	mgr/m^3	105.6426067	-10.4882473	57	CXR	Christmas Island	2008-2012	
162	2	ANNUAL	URBAN	mgr/m^3	105.6426067	-10.4882473	57	CXR	Christmas Island	2008-2012	
166	1	ANNUAL	ALLAREA	mgr/m^3	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands	2008-2012	
166	2	ANNUAL	URBAN	mgr/m^3	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands	2008-2012	
170	1	ANNUAL	ALLAREA	mgr/m^3	-73.07446751	3.888209046	51	COL	Colombia	2008-2012	16.8629901200179
170	2	ANNUAL	URBAN	mgr/m^3	-73.07446751	3.888209046	51	COL	Colombia	2008-2012	18.0624871843794
174	1	ANNUAL	ALLAREA	mgr/m^3	43.34234565	-11.66121732	52	COM	Comoros	2008-2012	16.0665850689711
174	2	ANNUAL	URBAN	mgr/m^3	43.34234565	-11.66121732	52	COM	Comoros	2008-2012	16.0000001218979
175	1	ANNUAL	ALLAREA	mgr/m^3	45.14015057	-12.82217691	160	MYT	Mayotte	2008-2012	
175	2	ANNUAL	URBAN	mgr/m^3	45.14015057	-12.82217691	160	MYT	Mayotte	2008-2012	
178	1	ANNUAL	ALLAREA	mgr/m^3	15.22052612	-0.840544119	49	COG	Congo	2008-2012	39.9990980493483
178	2	ANNUAL	URBAN	mgr/m^3	15.22052612	-0.840544119	49	COG	Congo	2008-2012	56.8774020084641
180	1	ANNUAL	ALLAREA	mgr/m^3	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	2008-2012	37.5078791441756
180	2	ANNUAL	URBAN	mgr/m^3	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	2008-2012	60.7408804596331
184	1	ANNUAL	ALLAREA	mgr/m^3	-159.7711391	-21.22696458	50	COK	Cook Islands	2008-2012	
184	2	ANNUAL	URBAN	mgr/m^3	-159.7711391	-21.22696458	50	COK	Cook Islands	2008-2012	
188	1	ANNUAL	ALLAREA	mgr/m^3	-84.19712782	9.970998683	54	CRI	Costa Rica	2008-2012	17.8809833883411
188	2	ANNUAL	URBAN	mgr/m^3	-84.19712782	9.970998683	54	CRI	Costa Rica	2008-2012	19.1375477008234
191	1	ANNUAL	ALLAREA	mgr/m^3	17.95874553	45.45172212	101	HRV	Croatia	2008-2012	19.178637605988
191	2	ANNUAL	URBAN	mgr/m^3	17.95874553	45.45172212	101	HRV	Croatia	2008-2012	20.315420291829
192	1	ANNUAL	ALLAREA	mgr/m^3	-79.54460144	22.10030366	55	CUB	Cuba	2008-2012	16.6039382339855
192	2	ANNUAL	URBAN	mgr/m^3	-79.54460144	22.10030366	55	CUB	Cuba	2008-2012	16.4537813252796
196	1	ANNUAL	ALLAREA	mgr/m^3	33.22285964	35.05659437	59	CYP	Cyprus	2008-2012	16.7467913558463
196	2	ANNUAL	URBAN	mgr/m^3	33.22285964	35.05659437	59	CYP	Cyprus	2008-2012	17.1523301364699
203	1	ANNUAL	ALLAREA	mgr/m^3	15.33151382	49.73913871	60	CZE	Czechia	2008-2012	20.0688907256506
203	2	ANNUAL	URBAN	mgr/m^3	15.33151382	49.73913871	60	CZE	Czechia	2008-2012	20.7078385818852
204	1	ANNUAL	ALLAREA	mgr/m^3	2.339933594	9.65401646	22	BEN	Benin	2008-2012	31.0028741788577
204	2	ANNUAL	URBAN	mgr/m^3	2.339933594	9.65401646	22	BEN	Benin	2008-2012	27.8576411631554
208	1	ANNUAL	ALLAREA	mgr/m^3	9.326571283	56.03829721	64	DNK	Denmark	2008-2012	10.3018267001645
208	2	ANNUAL	URBAN	mgr/m^3	9.326571283	56.03829721	64	DNK	Denmark	2008-2012	10.505268410401
212	1	ANNUAL	ALLAREA	mgr/m^3	-61.3493756	15.43391378	63	DMA	Dominica	2008-2012	13.4562855832658
212	2	ANNUAL	URBAN	mgr/m^3	-61.3493756	15.43391378	63	DMA	Dominica	2008-2012	12.9999989158205
214	1	ANNUAL	ALLAREA	mgr/m^3	-70.49847576	18.89832088	65	DOM	Dominican Republic	2008-2012	16.2117322891838
214	2	ANNUAL	URBAN	mgr/m^3	-70.49847576	18.89832088	65	DOM	Dominican Republic	2008-2012	16.9952871357027
218	1	ANNUAL	ALLAREA	mgr/m^3	-78.37005241	-1.447785891	67	ECU	Ecuador	2008-2012	13.2773020013024
218	2	ANNUAL	URBAN	mgr/m^3	-78.37005241	-1.447785891	67	ECU	Ecuador	2008-2012	13.2761230527113
222	1	ANNUAL	ALLAREA	mgr/m^3	-88.86862995	13.73603564	206	SLV	El Salvador	2008-2012	35.0754798973486
222	2	ANNUAL	URBAN	mgr/m^3	-88.86862995	13.73603564	206	SLV	El Salvador	2008-2012	37.0146537432282
226	1	ANNUAL	ALLAREA	mgr/m^3	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2008-2012	32.8537251566113
226	2	ANNUAL	URBAN	mgr/m^3	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	2008-2012	32.0000003047447
231	1	ANNUAL	ALLAREA	mgr/m^3	39.63505296	8.631223181	73	ETH	Ethiopia	2008-2012	29.725707066329
231	2	ANNUAL	URBAN	mgr/m^3	39.63505296	8.631223181	73	ETH	Ethiopia	2008-2012	36.2442002092129
232	1	ANNUAL	ALLAREA	mgr/m^3	38.11074289	16.12894644	69	ERI	Eritrea	2008-2012	35.4420528216547
232	2	ANNUAL	URBAN	mgr/m^3	38.11074289	16.12894644	69	ERI	Eritrea	2008-2012	35.6896097939907
233	1	ANNUAL	ALLAREA	mgr/m^3	25.84093481	58.68487172	72	EST	Estonia	2008-2012	8.39457830257317
233	2	ANNUAL	URBAN	mgr/m^3	25.84093481	58.68487172	72	EST	Estonia	2008-2012	8.42346974802458
234	1	ANNUAL	ALLAREA	mgr/m^3	-7.122044325	62.21228119	78	FRO	Faroe Islands	2008-2012	
234	2	ANNUAL	URBAN	mgr/m^3	-7.122044325	62.21228119	78	FRO	Faroe Islands	2008-2012	
238	1	ANNUAL	ALLAREA	mgr/m^3	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	2008-2012	
238	2	ANNUAL	URBAN	mgr/m^3	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)	2008-2012	
239	1	ANNUAL	ALLAREA	mgr/m^3	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands	2008-2012	
239	2	ANNUAL	URBAN	mgr/m^3	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands	2008-2012	
242	1	ANNUAL	ALLAREA	mgr/m^3	177.9660884	-17.83301566	75	FJI	Fiji	2008-2012	5.9154372001222
242	2	ANNUAL	URBAN	mgr/m^3	177.9660884	-17.83301566	75	FJI	Fiji	2008-2012	6.00000013043245
246	1	ANNUAL	ALLAREA	mgr/m^3	23.308447	61.91586738	74	FIN	Finland	2008-2012	6.9327370021526
246	2	ANNUAL	URBAN	mgr/m^3	23.308447	61.91586738	74	FIN	Finland	2008-2012	7.07861650158731
248	1	ANNUAL	ALLAREA	mgr/m^3	19.80945969	60.1544901	5	ALA	Åland Islands	2008-2012	
248	2	ANNUAL	URBAN	mgr/m^3	19.80945969	60.1544901	5	ALA	Åland Islands	2008-2012	
250	1	ANNUAL	ALLAREA	mgr/m^3	2.457288129	46.62660861	77	FRA	France	2008-2012	11.9521569085655
250	2	ANNUAL	URBAN	mgr/m^3	2.457288129	46.62660861	77	FRA	France	2008-2012	12.56245470585
254	1	ANNUAL	ALLAREA	mgr/m^3	-53.23619089	3.922673437	95	GUF	French Guiana	2008-2012	
254	2	ANNUAL	URBAN	mgr/m^3	-53.23619089	3.922673437	95	GUF	French Guiana	2008-2012	
258	1	ANNUAL	ALLAREA	mgr/m^3	-149.4052367	-17.67709294	191	PYF	French Polynesia	2008-2012	
258	2	ANNUAL	URBAN	mgr/m^3	-149.4052367	-17.67709294	191	PYF	French Polynesia	2008-2012	
260	1	ANNUAL	ALLAREA	mgr/m^3	69.64849091	-49.6068576	14	ATF	French Southern Territories	2008-2012	
260	2	ANNUAL	URBAN	mgr/m^3	69.64849091	-49.6068576	14	ATF	French Southern Territories	2008-2012	
262	1	ANNUAL	ALLAREA	mgr/m^3	42.18274707	11.56004161	62	DJI	Djibouti	2008-2012	38.9628444887302
262	2	ANNUAL	URBAN	mgr/m^3	42.18274707	11.56004161	62	DJI	Djibouti	2008-2012	46.000000835049
266	1	ANNUAL	ALLAREA	mgr/m^3	11.78727747	-0.60687619	80	GAB	Gabon	2008-2012	30.1455784918707
266	2	ANNUAL	URBAN	mgr/m^3	11.78727747	-0.60687619	80	GAB	Gabon	2008-2012	35.8276727103799
268	1	ANNUAL	ALLAREA	mgr/m^3	43.3713615	42.04813028	82	GEO	Georgia	2008-2012	18.6644725012077
268	2	ANNUAL	URBAN	mgr/m^3	43.3713615	42.04813028	82	GEO	Georgia	2008-2012	22.991021385659
270	1	ANNUAL	ALLAREA	mgr/m^3	-15.39944785	13.45295927	88	GMB	Gambia	2008-2012	39.2528539900716
270	2	ANNUAL	URBAN	mgr/m^3	-15.39944785	13.45295927	88	GMB	Gambia	2008-2012	42.9777498442158
275	1	ANNUAL	ALLAREA	mgr/m^3	35.25694122	31.94347933	189	PSE	State of Palestine	2008-2012	
275	2	ANNUAL	URBAN	mgr/m^3	35.25694122	31.94347933	189	PSE	State of Palestine	2008-2012	
276	1	ANNUAL	ALLAREA	mgr/m^3	10.3806066	51.08862743	61	DEU	Germany	2008-2012	13.5234174213986
276	2	ANNUAL	URBAN	mgr/m^3	10.3806066	51.08862743	61	DEU	Germany	2008-2012	14.3915542594881
288	1	ANNUAL	ALLAREA	mgr/m^3	-1.205623522	7.964825185	84	GHA	Ghana	2008-2012	23.7268172309789
288	2	ANNUAL	URBAN	mgr/m^3	-1.205623522	7.964825185	84	GHA	Ghana	2008-2012	22.1358153327027
292	1	ANNUAL	ALLAREA	mgr/m^3	-5.347561686	36.13895036	85	GIB	Gibraltar	2008-2012	
292	2	ANNUAL	URBAN	mgr/m^3	-5.347561686	36.13895036	85	GIB	Gibraltar	2008-2012	
296	1	ANNUAL	ALLAREA	mgr/m^3	-157.5643005	1.768837732	122	KIR	Kiribati	2008-2012	5.06669768919347
296	2	ANNUAL	URBAN	mgr/m^3	-157.5643005	1.768837732	122	KIR	Kiribati	2008-2012	
300	1	ANNUAL	ALLAREA	mgr/m^3	22.58307827	39.47301873	91	GRC	Greece	2008-2012	12.2142336283974
300	2	ANNUAL	URBAN	mgr/m^3	22.58307827	39.47301873	91	GRC	Greece	2008-2012	12.6381075532596
304	1	ANNUAL	ALLAREA	mgr/m^3	-41.39371316	74.75625681	93	GRL	Greenland	2008-2012	
304	2	ANNUAL	URBAN	mgr/m^3	-41.39371316	74.75625681	93	GRL	Greenland	2008-2012	
308	1	ANNUAL	ALLAREA	mgr/m^3	-61.68248568	12.11238395	92	GRD	Grenada	2008-2012	13.7596976322121
308	2	ANNUAL	URBAN	mgr/m^3	-61.68248568	12.11238395	92	GRD	Grenada	2008-2012	14.0000009551801
312	1	ANNUAL	ALLAREA	mgr/m^3	-61.64762115	16.14416917	87	GLP	Guadeloupe	2008-2012	
312	2	ANNUAL	URBAN	mgr/m^3	-61.64762115	16.14416917	87	GLP	Guadeloupe	2008-2012	
316	1	ANNUAL	ALLAREA	mgr/m^3	144.7029305	13.35485404	96	GUM	Guam	2008-2012	
316	2	ANNUAL	URBAN	mgr/m^3	144.7029305	13.35485404	96	GUM	Guam	2008-2012	
320	1	ANNUAL	ALLAREA	mgr/m^3	-91.2312746	15.00273719	94	GTM	Guatemala	2008-2012	32.1294742684718
320	2	ANNUAL	URBAN	mgr/m^3	-91.2312746	15.00273719	94	GTM	Guatemala	2008-2012	33.4119961764692
324	1	ANNUAL	ALLAREA	mgr/m^3	-11.28173419	11.00210343	86	GIN	Guinea	2008-2012	20.9561613487894
324	2	ANNUAL	URBAN	mgr/m^3	-11.28173419	11.00210343	86	GIN	Guinea	2008-2012	19.3797687337271
328	1	ANNUAL	ALLAREA	mgr/m^3	-58.97322037	4.788012784	97	GUY	Guyana	2008-2012	15.2543163724172
328	2	ANNUAL	URBAN	mgr/m^3	-58.97322037	4.788012784	97	GUY	Guyana	2008-2012	16.1469891554508
332	1	ANNUAL	ALLAREA	mgr/m^3	-72.33640958	18.40426539	102	HTI	Haiti	2008-2012	21.6554260706316
332	2	ANNUAL	URBAN	mgr/m^3	-72.33640958	18.40426539	102	HTI	Haiti	2008-2012	24.5857015805922
334	1	ANNUAL	ALLAREA	mgr/m^3	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands	2008-2012	
334	2	ANNUAL	URBAN	mgr/m^3	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands	2008-2012	
336	1	ANNUAL	ALLAREA	mgr/m^3	12.45315803	41.90343751	250	VAT	Holy See	2008-2012	
336	2	ANNUAL	URBAN	mgr/m^3	12.45315803	41.90343751	250	VAT	Holy See	2008-2012	
340	1	ANNUAL	ALLAREA	mgr/m^3	-86.59974381	14.82243161	100	HND	Honduras	2008-2012	34.8327011357633
340	2	ANNUAL	URBAN	mgr/m^3	-86.59974381	14.82243161	100	HND	Honduras	2008-2012	39.576174864899
344	1	ANNUAL	ALLAREA	mgr/m^3	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region	2008-2012	
344	2	ANNUAL	URBAN	mgr/m^3	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region	2008-2012	
348	1	ANNUAL	ALLAREA	mgr/m^3	19.41221519	47.1651448	103	HUN	Hungary	2008-2012	21.3972463599998
348	2	ANNUAL	URBAN	mgr/m^3	19.41221519	47.1651448	103	HUN	Hungary	2008-2012	22.7471967914855
352	1	ANNUAL	ALLAREA	mgr/m^3	-19.02116966	64.79134763	111	ISL	Iceland	2008-2012	7.60767047316616
352	2	ANNUAL	URBAN	mgr/m^3	-19.02116966	64.79134763	111	ISL	Iceland	2008-2012	7.69297401953249
356	1	ANNUAL	ALLAREA	mgr/m^3	79.3608464	22.34642074	106	IND	India	2008-2012	62.3904311558389
356	2	ANNUAL	URBAN	mgr/m^3	79.3608464	22.34642074	106	IND	India	2008-2012	65.7245332188684
360	1	ANNUAL	ALLAREA	mgr/m^3	113.9174	-0.994582204	104	IDN	Indonesia	2008-2012	14.4250293224305
360	2	ANNUAL	URBAN	mgr/m^3	113.9174	-0.994582204	104	IDN	Indonesia	2008-2012	17.7691808124296
364	1	ANNUAL	ALLAREA	mgr/m^3	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	2008-2012	41.6187689939881
364	2	ANNUAL	URBAN	mgr/m^3	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	2008-2012	40.206116808673
368	1	ANNUAL	ALLAREA	mgr/m^3	43.76606267	33.05013795	110	IRQ	Iraq	2008-2012	49.691484284454
368	2	ANNUAL	URBAN	mgr/m^3	43.76606267	33.05013795	110	IRQ	Iraq	2008-2012	51.284609535991
372	1	ANNUAL	ALLAREA	mgr/m^3	-7.121425272	53.25274054	108	IRL	Ireland	2008-2012	9.48831754235683
372	2	ANNUAL	URBAN	mgr/m^3	-7.121425272	53.25274054	108	IRL	Ireland	2008-2012	9.94539177659805
376	1	ANNUAL	ALLAREA	mgr/m^3	34.62277992	31.06164552	112	ISR	Israel	2008-2012	19.1055660887619
376	2	ANNUAL	URBAN	mgr/m^3	34.62277992	31.06164552	112	ISR	Israel	2008-2012	19.2329779614733
380	1	ANNUAL	ALLAREA	mgr/m^3	12.57022427	42.79917282	113	ITA	Italy	2008-2012	17.1520793622119
380	2	ANNUAL	URBAN	mgr/m^3	12.57022427	42.79917282	113	ITA	Italy	2008-2012	18.212002871129
384	1	ANNUAL	ALLAREA	mgr/m^3	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	2008-2012	21.8433553532832
384	2	ANNUAL	URBAN	mgr/m^3	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	2008-2012	19.245807539779
388	1	ANNUAL	ALLAREA	mgr/m^3	-77.31068409	18.15616857	114	JAM	Jamaica	2008-2012	16.3375842685992
388	2	ANNUAL	URBAN	mgr/m^3	-77.31068409	18.15616857	114	JAM	Jamaica	2008-2012	17.0743802453992
392	1	ANNUAL	ALLAREA	mgr/m^3	139.2716103	36.6554539	117	JPN	Japan	2008-2012	12.542282118653
392	2	ANNUAL	URBAN	mgr/m^3	139.2716103	36.6554539	117	JPN	Japan	2008-2012	12.9396970282236
