series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2012	2013	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	36	134.3499412	-25.57717202	AUS	Australia	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	36	134.3499412	-25.57717202	AUS	Australia	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	36	134.3499412	-25.57717202	AUS	Australia	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	1	16-65	ANNUAL	BOTHSEX	PERCENT	97.502231			97.502231	2012	97.502231	Programme for the International Assessment of Adult Competencies (PIAAC)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	5	16-65	ANNUAL	MALE	PERCENT	97.4362559594			97.4362559594	2012	97.4362559594	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	40	14.14172472	47.58704857	AUT	Austria	6	16-65	ANNUAL	FEMALE	PERCENT	97.5678272893			97.5678272893	2012	97.5678272893	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	44	-78.05111663	24.69546597	BHS	Bahamas	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	48	50.5490754	26.04407747	BHR	Bahrain	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	50	89.17660788	22.86961622	BGD	Bangladesh	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	1	16-65	ANNUAL	BOTHSEX	PERCENT		98.9712		98.9712	2013	98.9712	STEP Skills Measurement Program (STEP)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	2	15-64	ANNUAL	MALE	PERCENT		98.9353		98.9353	2013	98.9353	STEP (Skills Towards Employability and Productivity )	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	3	15-64	ANNUAL	FEMALE	PERCENT		98.9859		98.9859	2013	98.9859	STEP (Skills Towards Employability and Productivity )	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	4	15-64	ANNUAL	BOTHSEX	PERCENT		98.9712		98.9712	2013	98.9712	STEP (Skills Towards Employability and Productivity )	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	51	44.93839317	40.29499741	ARM	Armenia	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	52	-59.5346489	13.13648273	BRB	Barbados	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	1	16-65	ANNUAL	BOTHSEX	PERCENT	97.101364			97.101364	2012	97.101364	Programme for the International Assessment of Adult Competencies (PIAAC)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	5	16-65	ANNUAL	MALE	PERCENT	96.9476185145			96.9476185145	2012	96.9476185145	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	56	4.660976456	50.64104975	BEL	Belgium	6	16-65	ANNUAL	FEMALE	PERCENT	97.258688136			97.258688136	2012	97.258688136	PIAAC (Programme for the International Assessment of Adult Competencies)	C
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	60	-64.78155012	32.27881922	BMU	Bermuda	6	16-65	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	1	16-65	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	2	15-64	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	3	15-64	ANNUAL	FEMALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	4	15-64	ANNUAL	BOTHSEX	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	5	16-65	ANNUAL	MALE	PERCENT								
2017.Q2.G.01	SE_ADT_LTRCY	Proportion of population in a given age group achieving at least a fixed level of proficiency in functional numeracy skills	64	90.45098484	27.39598568	BTN	Bhutan	6	16-65	ANNUAL	FEMALE	PERCENT								
