series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	44	-78.05111663	24.69546597	BHS	Bahamas	1	<1M	ANNUAL	NUMBER	44	43	44	45	48	49	50	51	52	51	50	49	46	44	42	40	44.2	2015	40	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	48	50.5490754	26.04407747	BHR	Bahrain	1	<1M	ANNUAL	NUMBER	60	54	48	43	39	35	32	29	27	26	25	25	25	26	24	24	24.8	2015	24	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	50	89.17660788	22.86961622	BGD	Bangladesh	1	<1M	ANNUAL	NUMBER	154428	148315	142672	136668	130245	123764	117106	109823	103027	96815	91438	86839	82874	79859	77111	74378	80212.2	2015	74378	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	51	44.93839317	40.29499741	ARM	Armenia	1	<1M	ANNUAL	NUMBER	561	548	556	570	578	578	563	532	505	471	441	413	382	355	324	301	355	2015	301	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	52	-59.5346489	13.13648273	BRB	Barbados	1	<1M	ANNUAL	NUMBER	30	31	33	34	36	36	36	35	33	31	30	30	29	28	28	27	28.4	2015	27	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	56	4.660976456	50.64104975	BEL	Belgium	1	<1M	ANNUAL	NUMBER	325	316	311	321	319	317	325	319	312	316	304	303	300	283	279	278	288.6	2015	278	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	60	-64.78155012	32.27881922	BMU	Bermuda	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	64	90.45098484	27.39598568	BTN	Bhutan	1	<1M	ANNUAL	NUMBER	518	497	471	448	426	407	394	384	373	358	337	314	287	262	242	226	266.2	2015	226	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	68	-64.66224284	-16.71273412	BOL	Bolivia (Plurinational State of)	1	<1M	ANNUAL	NUMBER	7571	7335	7163	7035	6909	6767	6556	6305	6085	5836	5632	5437	5237	5092	4935	4823	5104.8	2015	4823	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	70	17.78584332	44.16845548	BIH	Bosnia and Herzegovina	1	<1M	ANNUAL	NUMBER	321	272	219	170	135	120	127	150	180	210	220	215	192	167	141	124	167.8	2015	124	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	72	23.81380223	-22.18810073	BWA	Botswana	1	<1M	ANNUAL	NUMBER	1130	1140	1151	1162	1173	1183	1195	1208	1222	1233	1247	1261	1280	1294	1290	1268	1278.6	2015	1268	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	74	3.410732868	-54.43295905	BVT	Bouvet Island	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	76	-53.08432878	-10.77668561	BRA	Brazil	1	<1M	ANNUAL	NUMBER	61046	56608	52117	47688	43470	39575	35652	32709	30871	30328	30378	30977	31639	31645	30421	28604	30657.2	2015	28604	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	84	-88.70199554	17.19965901	BLZ	Belize	1	<1M	ANNUAL	NUMBER	96	94	91	87	84	82	79	76	74	72	71	71	71	71	71	70	70.8	2015	70	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	86	72.38715553	-7.299281071	IOT	British Indian Ocean Territory	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	90	160.1584117	-9.622391719	SLB	Solomon Islands	1	<1M	ANNUAL	NUMBER	199	202	206	214	220	226	233	237	238	235	234	229	223	217	209	203	216.2	2015	203	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	92	-64.63294223	18.42256578	VGB	British Virgin Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	96	114.6288563	4.49736984	BRN	Brunei Darussalam	1	<1M	ANNUAL	NUMBER	33	32	32	32	31	31	30	28	27	27	27	28	29	31	32	33	30.6	2015	33	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	100	25.23763153	42.75731323	BGR	Bulgaria	1	<1M	ANNUAL	NUMBER	748	714	677	641	604	575	560	557	559	559	552	514	464	412	367	335	418.4	2015	335	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	104	96.51752295	21.19332882	MMR	Myanmar	1	<1M	ANNUAL	NUMBER	43233	42728	41992	41290	40279	38917	37166	35155	33460	30887	29111	27672	26583	25626	24851	24302	25806.8	2015	24302	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	108	29.89080992	-3.366387428	BDI	Burundi	1	<1M	ANNUAL	NUMBER	10887	10923	11039	11249	11473	11715	12006	12261	12539	12720	12974	13088	13169	13201	13261	13236	13191	2015	13236	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	112	28.04940161	53.54193075	BLR	Belarus	1	<1M	ANNUAL	NUMBER	681	615	557	508	457	417	373	328	293	268	254	252	251	248	240	239	246	2015	239	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	116	104.922836	12.71163737	KHM	Cambodia	1	<1M	ANNUAL	NUMBER	11212	10581	10027	9673	9376	9148	8970	8806	8592	8298	7914	7371	6813	6203	5661	5282	6266	2015	5282	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	120	12.7419827	5.692387031	CMR	Cameroon	1	<1M	ANNUAL	NUMBER	21876	21630	21532	21562	21687	21890	21894	21773	21613	21521	21509	21329	21157	21143	21118	21071	21163.6	2015	21071	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	124	-101.6575058	57.72360191	CAN	Canada	1	<1M	ANNUAL	NUMBER	1189	1207	1217	1278	1350	1393	1439	1451	1457	1489	1464	1418	1356	1288	1227	1181	1294	2015	1181	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	<1M	ANNUAL	NUMBER	218	196	177	164	156	152	152	154	158	160	159	156	150	143	138	133	144	2015	133	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	140	20.93559492	7.003720791	CAF	Central African Republic	1	<1M	ANNUAL	NUMBER	7093	7147	7136	7093	7057	7002	6943	6913	6862	6848	6846	6863	6903	6974	6987	6993	6944	2015	6993	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	<1M	ANNUAL	NUMBER	3387	3326	3337	3365	3458	3248	3079	2885	2672	2485	2292	2129	1997	1867	1782	1683	1891.6	2015	1683	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	148	18.66618401	15.36279341	TCD	Chad	1	<1M	ANNUAL	NUMBER	18910	19326	19822	20376	20908	21348	21800	22161	22499	22727	22964	23086	23220	23414	23606	23789	23423	2015	23789	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	152	-71.23029019	-35.2652885	CHL	Chile	1	<1M	ANNUAL	NUMBER	1452	1394	1334	1322	1336	1326	1342	1333	1326	1319	1289	1282	1252	1223	1195	1144	1219.2	2015	1144	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	156	104.1403375	32.30955217	CHN	China	1	<1M	ANNUAL	NUMBER	331419	324671	308734	289686	265937	241394	215710	190082	166097	146867	131241	120859	113103	105373	100075	93435	106569	2015	93435	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	170	-73.07446751	3.888209046	COL	Colombia	1	<1M	ANNUAL	NUMBER	11036	10742	10548	10386	10255	10016	9644	9105	8614	8146	7667	7346	7076	6837	6603	6356	6843.6	2015	6356	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	174	43.34234565	-11.66121732	COM	Comoros	1	<1M	ANNUAL	NUMBER	849	864	874	881	887	898	903	909	909	910	914	912	910	907	898	889	903.2	2015	889	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	175	45.14015057	-12.82217691	MYT	Mayotte	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	178	15.22052612	-0.840544119	COG	Congo	1	<1M	ANNUAL	NUMBER	3890	3923	3901	3846	3759	3698	3620	3537	3464	3377	3282	3209	3119	3063	3011	2948	3070	2015	2948	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	<1M	ANNUAL	NUMBER	83222	84739	86510	88548	90322	91602	91704	91903	91993	92046	92134	92409	92723	93345	93669	94252	93279.6	2015	94252	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	<1M	ANNUAL	NUMBER	4	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2015	2	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	<1M	ANNUAL	NUMBER	603	566	533	508	488	483	481	486	494	498	503	491	480	458	437	421	457.4	2015	421	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	191	17.95874553	45.45172212	HRV	Croatia	1	<1M	ANNUAL	NUMBER	294	268	228	189	161	143	141	152	166	177	174	163	145	126	108	98	128	2015	98	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	192	-79.54460144	22.10030366	CUB	Cuba	1	<1M	ANNUAL	NUMBER	650	627	593	538	485	440	402	381	351	336	322	309	297	285	284	270	289	2015	270	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	196	33.22285964	35.05659437	CYP	Cyprus	1	<1M	ANNUAL	NUMBER	40	36	33	30	29	28	28	27	27	26	25	24	23	21	20	19	21.4	2015	19	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	203	15.33151382	49.73913871	CZE	Czechia	1	<1M	ANNUAL	NUMBER	276	275	288	316	341	347	352	339	332	306	288	266	229	204	183	168	210	2015	168	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	204	2.339933594	9.65401646	BEN	Benin	1	<1M	ANNUAL	NUMBER	11333	11299	11346	11366	11396	11457	11511	11541	11586	11654	11716	11816	11838	11895	11921	11955	11885	2015	11955	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	208	9.326571283	56.03829721	DNK	Denmark	1	<1M	ANNUAL	NUMBER	221	213	207	203	199	201	198	194	196	189	186	172	162	145	137	129	149	2015	129	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	212	-61.3493756	15.43391378	DMA	Dominica	1	<1M	ANNUAL	NUMBER	12	10	10	10	10	11	11	12	13	14	15	16	16	17	17	17	16.6	2015	17	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	<1M	ANNUAL	NUMBER	4968	5003	5082	5178	5257	5341	5347	5337	5257	5178	5095	5040	4980	4905	4801	4706	4886.4	2015	4706	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	<1M	ANNUAL	NUMBER	5451	5242	5014	4817	4640	4496	4420	4369	4325	4268	4181	4062	3920	3765	3644	3530	3784.2	2015	3530	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	222	-88.86862995	13.73603564	SLV	El Salvador	1	<1M	ANNUAL	NUMBER	2009	1832	1673	1536	1426	1331	1265	1223	1187	1151	1122	1071	1016	961	910	868	965.2	2015	868	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	<1M	ANNUAL	NUMBER	920	921	922	922	922	920	920	923	933	943	950	952	953	950	946	944	949	2015	944	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	231	39.63505296	8.631223181	ETH	Ethiopia	1	<1M	ANNUAL	NUMBER	141366	138779	135084	130274	124779	119208	113488	108592	103658	99556	96265	93980	92167	90094	88851	87414	90501.2	2015	87414	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	232	38.11074289	16.12894644	ERI	Eritrea	1	<1M	ANNUAL	NUMBER	3262	3344	3467	3592	3675	3693	3724	3680	3617	3548	3451	3357	3271	3186	3112	3056	3196.4	2015	3056	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	233	25.84093481	58.68487172	EST	Estonia	1	<1M	ANNUAL	NUMBER	77	74	73	69	66	62	59	56	52	47	41	36	29	24	21	18	25.6	2015	18	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	242	177.9660884	-17.83301566	FJI	Fiji	1	<1M	ANNUAL	NUMBER	271	264	259	253	248	242	228	214	207	201	197	194	188	179	171	164	179.2	2015	164	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	246	23.308447	61.91586738	FIN	Finland	1	<1M	ANNUAL	NUMBER	130	124	121	121	126	124	121	123	118	112	106	99	91	83	76	75	84.8	2015	75	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	248	19.80945969	60.1544901	ALA	Åland Islands	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	250	2.457288129	46.62660861	FRA	France	1	<1M	ANNUAL	NUMBER	2140	2083	2097	2029	1957	1882	1807	1807	1806	1805	1803	1726	1728	1807	1807	1726	1758.8	2015	1726	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	254	-53.23619089	3.922673437	GUF	French Guiana	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	262	42.18274707	11.56004161	DJI	Djibouti	1	<1M	ANNUAL	NUMBER	961	959	955	946	936	922	899	871	843	816	795	782	772	766	752	737	761.8	2015	737	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	266	11.78727747	-0.60687619	GAB	Gabon	1	<1M	ANNUAL	NUMBER	1197	1199	1193	1181	1180	1186	1194	1207	1222	1228	1235	1233	1228	1223	1218	1195	1219.4	2015	1195	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	268	43.3713615	42.04813028	GEO	Georgia	1	<1M	ANNUAL	NUMBER	1074	1014	965	930	897	856	814	767	720	678	629	581	536	494	445	408	492.8	2015	408	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	270	-15.39944785	13.45295927	GMB	Gambia	1	<1M	ANNUAL	NUMBER	2260	2253	2274	2291	2315	2314	2307	2312	2330	2351	2374	2411	2443	2464	2477	2471	2453.2	2015	2471	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	275	35.25694122	31.94347933	PSE	State of Palestine	1	<1M	ANNUAL	NUMBER	1939	1907	1868	1842	1814	1791	1773	1781	1797	1812	1836	1833	1827	1802	1788	1771	1804.2	2015	1771	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	276	10.3806066	51.08862743	DEU	Germany	1	<1M	ANNUAL	NUMBER	2292	2166	2078	1966	1792	1718	1681	1606	1550	1568	1519	1532	1546	1493	1506	1449	1505.2	2015	1449	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	288	-1.205623522	7.964825185	GHA	Ghana	1	<1M	ANNUAL	NUMBER	22698	22794	22974	23424	23839	24295	24642	24815	24950	25063	25203	25373	25617	25721	25709	25402	25564.4	2015	25402	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	296	-157.5643005	1.768837732	KIR	Kiribati	1	<1M	ANNUAL	NUMBER	75	68	59	51	46	46	52	64	76	87	93	91	86	79	72	67	79	2015	67	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	300	22.58307827	39.47301873	GRC	Greece	1	<1M	ANNUAL	NUMBER	583	530	490	451	412	385	370	354	349	353	343	344	343	339	331	307	332.8	2015	307	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	304	-41.39371316	74.75625681	GRL	Greenland	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	308	-61.68248568	12.11238395	GRD	Grenada	1	<1M	ANNUAL	NUMBER	17	16	16	15	14	13	13	14	14	14	15	14	14	13	13	12	13.2	2015	12	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	316	144.7029305	13.35485404	GUM	Guam	1	<1M	ANNUAL	NUMBER																				
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	320	-91.2312746	15.00273719	GTM	Guatemala	1	<1M	ANNUAL	NUMBER	8362	8124	7898	7755	7557	7337	7168	6943	6760	6601	6476	6353	6255	6162	6049	5946	6153	2015	5946	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
2017.Q2.G.01	SH_DYN_NMRTN	Neonatal deaths, total (number)	324	-11.28173419	11.00210343	GIN	Guinea	1	<1M	ANNUAL	NUMBER	17419	16737	16290	16018	15780	15577	15150	14689	14418	14250	14261	14261	14280	14337	14270	14288	14287.2	2015	14288	United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2015.
